ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,สายทางหน่วยงาน,รหัสสายทาง,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ,วันเวลาเกิด,วันเวลาเกิด_ปัดครึ่งชม,ช่วงเวลา,รถน้อยกว่า4ล้อ,รถ4ล้อ,รถมากกว่า4ล้อ
2022,4/10/2022,17:00:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.991079137,100.6772089,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022-10-04 17:00:00,2022-10-04 17:00:00,17:00,1,0,0
2022,5/10/2022,19:00:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.807661176,100.4548994,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2022-10-05 19:00:00,2022-10-05 19:00:00,19:00,0,1,1
2022,5/10/2022,19:30:00,ทางหลวง,43,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.843462561,100.9972662,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022-10-05 19:30:00,2022-10-05 19:30:00,19:30,1,0,0
2022,6/10/2022,0:20:00,ทางหลวง,414,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.042508637,100.4647833,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2022-10-06 00:20:00,2022-10-06 00:30:00,00:30,0,1,0
2022,6/10/2022,4:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.939809054,100.8183923,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-10-06 04:30:00,2022-10-06 04:30:00,04:30,0,1,0
2022,7/10/2022,5:00:00,ทางหลวง,4085,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.84878873,100.9515989,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-10-07 05:00:00,2022-10-07 05:00:00,05:00,0,0,1
2022,7/10/2022,7:00:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.087035979,100.6123665,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2022-10-07 07:00:00,2022-10-07 07:00:00,07:00,0,1,0
2022,10/10/2022,7:30:00,ทางหลวง,43,สงขลา,รถสามล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,6.894961455,100.9239265,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2022-10-10 07:30:00,2022-10-10 07:30:00,07:30,0,1,1
2022,11/10/2022,21:30:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,มีกองวัสดุ/สิ่งกีดขวาง,ชนท้าย,แจ่มใส,6.983233371,100.453687,3,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-10-11 21:30:00,2022-10-11 21:30:00,21:30,0,3,0
2022,10/13/2022,7:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,ฝนตก,7.460911326,100.4430172,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,10/13/2022,19:40:00,ทางหลวง,408,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางเชื่อมเข้าบริเวณหน้าโรงเรียน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.585084302,100.4059303,3,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,0,1,2
2022,10/17/2022,1:30:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.981493692,100.5840034,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,0,1,0
2022,10/19/2022,10:45:00,ทางหลวง,4,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.766785796,100.4586357,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,0,0,1
2022,10/20/2022,11:30:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.1473066,100.5628851,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,0,1,0
2022,10/21/2022,16:30:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ฝนตก,6.974860324,100.4794764,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2,0
2022,10/22/2022,7:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.447525854,100.4505649,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,10/23/2022,2:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.456714613,100.4446882,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,10/24/2022,23:10:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ถนนลื่น,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.976723973,100.4739122,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,10/25/2022,9:30:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.677032692,100.4373255,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,10/27/2022,4:00:00,ทางหลวง,408,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.083529155,100.6360008,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,1
2022,10/27/2022,5:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.332200094,100.4832874,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,10/30/2022,0:10:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.056957603,100.5122504,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,10/31/2022,13:50:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.589503967,100.4141566,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,0,1,1
2022,3/11/2022,19:00:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.790783558,100.4530446,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-11-03 19:00:00,2022-11-03 19:00:00,19:00,0,2,0
2022,4/11/2022,4:30:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.974885618,100.4794617,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-11-04 04:30:00,2022-11-04 04:30:00,04:30,0,1,0
2022,5/11/2022,3:00:00,ทางหลวง,414,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ถนนลื่น,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.042395505,100.4649255,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-05 03:00:00,2022-11-05 03:00:00,03:00,0,1,0
2022,5/11/2022,20:30:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ถนนลื่น,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.004146693,100.4150082,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2022-11-05 20:30:00,2022-11-05 20:30:00,20:30,0,1,0
2022,7/11/2022,17:30:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),ฝนตก,6.823370386,100.4596817,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-11-07 17:30:00,2022-11-07 17:30:00,17:30,0,1,0
2022,9/11/2022,5:00:00,ทางหลวง,43,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,ฝนตก,6.879616759,100.9499131,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2022-11-09 05:00:00,2022-11-09 05:00:00,05:00,0,1,1
2022,9/11/2022,5:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.983803281,100.5877372,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-11-09 05:00:00,2022-11-09 05:00:00,05:00,0,1,0
2022,10/11/2022,16:00:00,ทางหลวง,43,สงขลา,รถตู้,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.978320049,100.6826645,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-10 16:00:00,2022-11-10 16:00:00,16:00,0,1,0
2022,10/11/2022,19:00:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,ฝนตก,6.558857392,100.4128236,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2022-11-10 19:00:00,2022-11-10 19:00:00,19:00,0,2,0
2022,10/11/2022,22:50:00,ทางหลวง,4135,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.955451324,100.4206382,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2022-11-10 22:50:00,2022-11-10 23:00:00,23:00,0,1,0
2022,11/13/2022,2:30:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.074471176,100.5479385,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,11/15/2022,19:50:00,ทางหลวง,408,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.24572395,100.5402365,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,1
2022,11/16/2022,0:10:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.170152219,100.6120346,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,11/16/2022,12:30:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.593711179,100.4152456,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,,,,0,2,0
2022,11/19/2022,7:30:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.07549082,100.4952094,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,11/21/2022,5:40:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,มีหมอก/ควัน/ฝุ่น,6.930854786,100.881663,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,,,,0,1,0
2022,11/22/2022,5:55:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.423888488,100.4568503,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,11/30/2022,7:20:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.951940205,100.6925268,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,11/30/2022,16:15:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.326113159,100.4863138,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,1/12/2022,13:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,ฝนตก,6.96370418,100.687371,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2022-12-01 13:30:00,2022-12-01 13:30:00,13:30,0,2,0
2022,3/12/2022,1:40:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ฝนตก,7.092645514,100.5634578,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2022-12-03 01:40:00,2022-12-03 01:30:00,01:30,0,2,0
2022,4/12/2022,5:55:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.090875236,100.5620618,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-12-04 05:55:00,2022-12-04 06:00:00,06:00,0,1,0
2022,5/12/2022,14:00:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.0680855,100.5389678,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-12-05 14:00:00,2022-12-05 14:00:00,14:00,0,1,0
2022,7/12/2022,3:45:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.221448911,100.5574644,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-12-07 03:45:00,2022-12-07 04:00:00,04:00,0,1,0
2022,8/12/2022,18:15:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.636824919,100.6976728,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2022-12-08 18:15:00,2022-12-08 18:30:00,18:30,0,1,0
2022,10/12/2022,5:00:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,ชนเป็นมุมบริเวณทางแยก,ฝนตก,7.059342786,100.6452809,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2022-12-10 05:00:00,2022-12-10 05:00:00,05:00,0,2,0
2022,12/12/2022,14:00:00,ทางหลวง,407,สงขลา,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.059580888,100.5183376,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-12-12 14:00:00,2022-12-12 14:00:00,14:00,0,0,1
2022,12/13/2022,6:30:00,ทางหลวง,43,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.897387116,100.9195702,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,6,9,15,,,,0,1,1
2022,12/13/2022,23:50:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.796327376,100.4532512,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,,,,0,2,0
2022,12/15/2022,4:30:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.063951666,100.5290624,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,12/17/2022,15:10:00,ทางหลวง,408,สงขลา,,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.24711288,100.5386969,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,0,1
2022,12/17/2022,23:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.82888986,101.041135,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,,,,0,1,0
2022,12/18/2022,14:15:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,7.057158575,100.4836902,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,12/19/2022,9:40:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.447346576,100.4506036,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2022,12/21/2022,14:10:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,7.085252627,100.5567442,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,,,,0,2,0
2022,12/21/2022,23:00:00,ทางหลวง,4135,สงขลา,อื่นๆ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.987019163,100.4286446,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,0,1
2022,12/22/2022,21:30:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.617954247,100.6937648,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,12/23/2022,22:45:00,ทางหลวง,43,สงขลา,รถจักรยานยนต์,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.981862108,100.6746916,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1,1,0
2022,12/24/2022,5:30:00,ทางหลวง,43,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.983252041,100.668169,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,,,,0,0,1
2022,12/25/2022,4:30:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.601974955,100.4173525,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,0,1,0
2022,12/29/2022,5:00:00,ทางหลวง,414,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.079661636,100.4978013,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2022,12/29/2022,16:00:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.958361067,100.6890348,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,1,0
2022,12/30/2022,12:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.932939025,100.7808644,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,,,,1,1,0
2022,12/31/2022,20:30:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,6.985322739,100.443632,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,,,,0,2,0
2023,1/1/2023,9:00:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.822108043,100.7050598,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-01-01 09:00:00,2023-01-01 09:00:00,09:00,0,1,0
2023,1/1/2023,15:00:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.927544064,100.7695791,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2023-01-01 15:00:00,2023-01-01 15:00:00,15:00,0,2,0
