ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,สายทางหน่วยงาน,รหัสสายทาง,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ,วันเวลาเกิด,วันเวลาเกิด_ปัดครึ่งชม,ช่วงเวลา,รถน้อยกว่า4ล้อ,รถ4ล้อ,รถมากกว่า4ล้อ
2020,10/25/2020,23:40:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.728863709,100.6944233,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,10/26/2020,16:30:00,ทางหลวง,407,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.064671694,100.5305618,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,,,,2,0,0
2020,10/27/2020,2:00:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.146534802,100.5635556,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,10/27/2020,15:30:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.813829336,100.7007587,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,10/29/2020,5:00:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.946782242,100.8478215,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,0,1,1
2020,10/30/2020,14:10:00,ทางหลวง,4,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.791500009,100.4530781,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0
2020,10/30/2020,20:45:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.91688387,100.7336265,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,10/31/2020,0:15:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.28313576,100.50897,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,0,1,1
2020,11/1/2020,12:00:00,ทางหลวง,408,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,อื่นๆ,แจ่มใส,7.174007314,100.5459469,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2020-01-11 12:00:00,2020-01-11 12:00:00,12:00,0,1,1
2020,11/2/2020,7:23:00,ทางหลวง,408,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.459996456,100.4434517,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,2020-02-11 07:23:00,2020-02-11 07:30:00,07:30,0,1,1
2020,11/2/2020,9:15:00,ทางหลวง,43,สงขลา,รถตู้,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.988454134,100.6435498,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2020-02-11 09:15:00,2020-02-11 09:30:00,09:30,0,1,0
2020,11/3/2020,23:00:00,ทางหลวง,4309,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.175063813,100.614531,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-11 23:00:00,2020-03-11 23:00:00,23:00,0,1,0
2020,11/4/2020,9:30:00,ทางหลวง,408,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.385627707,100.4706359,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2020-04-11 09:30:00,2020-04-11 09:30:00,09:30,0,0,1
2020,11/4/2020,17:30:00,ทางหลวง,414,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.040852887,100.4626509,4,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2020-04-11 17:30:00,2020-04-11 17:30:00,17:30,0,4,0
2020,11/5/2020,3:00:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.790035143,100.4529708,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-05-11 03:00:00,2020-05-11 03:00:00,03:00,0,2,0
2020,11/9/2020,4:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.988475432,100.6429061,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2020-09-11 04:00:00,2020-09-11 04:00:00,04:00,0,1,0
2020,11/9/2020,20:20:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,6.809706585,100.4554841,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2020-09-11 20:20:00,2020-09-11 20:30:00,20:30,0,1,1
2020,11/10/2020,19:45:00,ทางหลวง,43,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.937005371,100.8749789,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2020-10-11 19:45:00,2020-10-11 20:00:00,20:00,1,0,1
2020,11/11/2020,9:30:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.938312693,100.4701745,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020-11-11 09:30:00,2020-11-11 09:30:00,09:30,0,0,1
2020,11/11/2020,14:50:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.396147707,100.4661593,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2020-11-11 14:50:00,2020-11-11 15:00:00,15:00,1,1,0
2020,11/11/2020,19:30:00,ทางหลวง,42,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.744957719,100.6823292,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-11-11 19:30:00,2020-11-11 19:30:00,19:30,0,1,0
2020,11/11/2020,20:30:00,ทางหลวง,4085,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.839166962,100.9538305,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2020-11-11 20:30:00,2020-11-11 20:30:00,20:30,0,1,0
2020,11/12/2020,20:30:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.152826241,100.5600768,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-12-11 20:30:00,2020-12-11 20:30:00,20:30,0,1,0
2020,11/13/2020,0:30:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.972645236,100.4886496,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,11/14/2020,2:00:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.712524094,100.4453534,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,1
2020,11/14/2020,3:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.133336871,100.5766341,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,11/15/2020,11:00:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.077110331,100.5502465,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,11/17/2020,2:10:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.503647408,100.4299816,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,11/17/2020,23:30:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.751534213,100.4526758,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,0,0,1
2020,11/18/2020,17:20:00,ทางหลวง,4,สงขลา,รถจักรยานยนต์,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,ฝนตก,6.531822411,100.4172814,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,,,1,0,1
2020,11/21/2020,2:20:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.174797693,100.6138551,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,11/21/2020,5:50:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.043222046,100.465714,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,11/22/2020,11:15:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.96566977,100.5064434,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,0,1,0
2020,11/22/2020,23:38:00,ทางหลวง,4135,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.971777302,100.4292789,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,11/23/2020,0:10:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,ฝนตก,6.916985052,100.8972037,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,,,,0,2,0
2020,11/23/2020,9:00:00,ทางหลวง,4085,สงขลา,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.767441023,100.9456336,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,0,1
2020,11/23/2020,16:00:00,ทางหลวง,43,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.931491148,100.8810407,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,0,1
2020,11/23/2020,16:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.895991961,100.9219229,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,,,,0,1,0
2020,11/24/2020,9:20:00,ทางหลวง,4,สงขลา,รถจักรยานยนต์,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.961513727,100.4750213,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,1,0,1
2020,11/24/2020,13:00:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนเป็นมุมบริเวณทางแยก,แจ่มใส,7.214588973,100.5567187,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,1,1,0
2020,11/26/2020,11:30:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.965896075,100.5062583,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,11/27/2020,11:10:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.991478477,100.41877,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,0,1,0
2020,11/27/2020,23:30:00,ทางหลวง,407,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.058038328,100.5146965,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,11/28/2020,0:30:00,ทางหลวง,42,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.740330945,100.6968561,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,,,,0,2,0
2020,11/28/2020,13:20:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.837305435,101.0156929,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,0,1,0
2020,11/30/2020,0:40:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.910397519,100.9029624,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,11/30/2020,7:30:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.988478095,100.6432441,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,11/30/2020,10:15:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,ฝนตก,7.205320708,100.554699,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,1,0,1
2020,11/30/2020,22:00:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),ฝนตก,6.831739454,101.0327598,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,0,2,0
2020,12/1/2020,19:00:00,ทางหลวง,4054,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.63545096,100.41152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-01-12 19:00:00,2020-01-12 19:00:00,19:00,0,0,1
2020,12/3/2020,2:00:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.958294832,100.4742569,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-03-12 02:00:00,2020-03-12 02:00:00,02:00,0,1,0
2020,12/3/2020,10:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.877048387,100.954957,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-03-12 10:30:00,2020-03-12 10:30:00,10:30,0,1,0
2020,12/4/2020,2:15:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.125802248,100.5698106,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2020-04-12 02:15:00,2020-04-12 02:30:00,02:30,0,1,0
2020,12/5/2020,8:15:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.947642234,100.8386993,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-05-12 08:15:00,2020-05-12 08:30:00,08:30,0,1,0
2020,12/7/2020,2:30:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.581033481,100.4118982,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2020-07-12 02:30:00,2020-07-12 02:30:00,02:30,0,1,0
2020,12/7/2020,9:00:00,ทางหลวง,4,สงขลา,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.68481955,100.4389751,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020-07-12 09:00:00,2020-07-12 09:00:00,09:00,0,0,1
2020,12/7/2020,21:00:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.080429551,100.552808,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-07-12 21:00:00,2020-07-12 21:00:00,21:00,0,1,0
2020,12/7/2020,21:40:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,มีกองวัสดุ/สิ่งกีดขวาง,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.785946812,100.4530191,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-12 21:40:00,2020-07-12 21:30:00,21:30,0,1,0
2020,12/9/2020,1:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.06943105,100.6373513,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-09-12 01:30:00,2020-09-12 01:30:00,01:30,0,1,0
2020,12/14/2020,8:30:00,ทางหลวง,4085,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,6.832011096,100.9595919,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,1,1,0
2020,12/17/2020,11:00:00,ทางหลวง,407,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.146284633,100.5940443,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,0,1
2020,12/17/2020,11:30:00,ทางหลวง,43,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.965579248,100.5191061,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,0,1
2020,12/17/2020,11:40:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.513613513,100.6967246,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,12/17/2020,19:10:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.337695368,100.4810428,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,12/18/2020,0:30:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.842272154,100.4685438,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,12/18/2020,10:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,ฝนตก,6.892940377,100.9274483,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,,,,0,2,0
2020,12/18/2020,18:10:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.403582044,100.4633456,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,,,,1,2,0
