ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,วันที่รายงาน,เวลาที่รายงาน,ACC_CODE,หน่วยงาน,สายทางหน่วยงาน,รหัสสายทาง,สายทาง,KM,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ,วันเวลาเกิด,Unnamed: 39
2023,2/16/2023,8:30:00,3/19/2024,11:27 AM,9340341,กรมทางหลวง,ทางหลวง,408,,163.318,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.163989345,100.5519683,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-16 08:30:00,
2023,2/18/2023,5:50:00,3/4/2024,12:04 PM,9216003,กรมทางหลวง,ทางหลวง,4,เนินพิชัย - คลองหวะ,1254.48,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.985343102,100.4434524,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,2023-02-18 05:50:00,
2023,2/27/2023,3:00:00,3/14/2024,10:48 AM,9300265,กรมทางหลวง,ทางหลวง,408,,220.6,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.739383693,100.6960927,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-02-27 03:00:00,
2023,2/28/2023,20:00:00,3/20/2024,8:54 AM,9341522,กรมทางหลวง,ทางหลวง,43,,23.6,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.982845613,100.6701616,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2023-02-28 20:00:00,
2023,3/1/2023,23:20:00,3/19/2024,11:11 AM,9340232,กรมทางหลวง,ทางหลวง,407,,25.0,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.145954924,100.5937319,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2023-03-01 23:20:00,
2023,3/2/2023,4:40:00,3/20/2024,8:47 AM,9341481,กรมทางหลวง,ทางหลวง,43,,26.365,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.967897724,100.6860504,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-03-02 04:40:00,
2023,3/2/2023,19:11:00,3/19/2024,3:34 PM,9340872,กรมทางหลวง,ทางหลวง,43,,42.442,สงขลา,รถจักรยานยนต์,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.93793381,100.8011785,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2023-03-02 19:11:00,
2023,3/3/2023,9:00:00,3/19/2024,11:26 AM,9340357,กรมทางหลวง,ทางหลวง,408,,150.855,สงขลา,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.252886006,100.5316205,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023-03-03 09:00:00,
2023,3/5/2023,5:00:00,6/14/2023,3:46 PM,7670209,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1276.5,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.815410944,100.4573177,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2023-03-05 05:00:00,
2023,3/10/2023,16:10:00,3/19/2024,11:17 AM,9340278,กรมทางหลวง,ทางหลวง,408,,120.575,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.502204813,100.4303961,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03-10 16:10:00,
2023,3/11/2023,7:00:00,7/10/2023,9:45 AM,7738362,กรมทางหลวง,ทางหลวง,414,น้ำกระจาย - คลองวง,0.445,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,อาการป่วยหรือการไร้ความสามารถทางประสาทหรือร่างกาย,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.128978729,100.575407,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2023-03-11 07:00:00,
2023,3/11/2023,23:50:00,6/15/2023,11:18 AM,7670919,กรมทางหลวง,ทางหลวง,4085,ปากน้ำเทพา - ธารคีรี,6.722,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางรถไฟตัดผ่าน+ที่ราบ,บรรทุกเกินอัตรา,ชนท้าย,แจ่มใส,6.826069543,100.9632853,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2023-03-11 23:50:00,
2023,3/15/2023,8:00:00,3/19/2024,3:28 PM,9340839,กรมทางหลวง,ทางหลวง,407,,20.1,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,มีการตัดหน้าระยะกระชั้นชิด,ชนท้าย,แจ่มใส,7.101658258,100.5678283,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023-03-15 08:00:00,
2023,3/16/2023,9:20:00,12/22/2023,10:25 AM,8772095,กรมทางหลวง,ทางหลวง,414,คลองวง - ท่าท้อน,4.815,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,มีการตัดหน้าระยะกระชั้นชิด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.120400719,100.5374806,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2023-03-16 09:20:00,
2023,3/16/2023,21:15:00,6/15/2023,11:13 AM,7670906,กรมทางหลวง,ทางหลวง,407,คลองหวะ - ควนหิน,13.885,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.071185186,100.5436094,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-03-16 21:15:00,
2023,3/22/2023,6:00:00,3/19/2024,3:31 PM,9340875,กรมทางหลวง,ทางหลวง,408,,179.575,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.069971371,100.6370084,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03-22 06:00:00,
2023,3/22/2023,18:00:00,3/4/2024,12:27 PM,9216009,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา(เขตแดนไทย/มาเลเซีย),1276.6,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,6.814581708,100.4569767,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2023-03-22 18:00:00,
2023,3/24/2023,0:20:00,3/19/2024,2:59 PM,9340729,กรมทางหลวง,ทางหลวง,42,,29.0,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.742828488,100.691274,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-03-24 00:20:00,
2023,3/26/2023,11:30:00,6/14/2023,3:49 PM,7670207,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1276.7,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.813683672,100.4567901,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-03-26 11:30:00,
2023,3/29/2023,15:00:00,3/19/2024,3:33 PM,9340869,กรมทางหลวง,ทางหลวง,43,,64.5,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งปกติ+ที่ราบ,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.862546965,100.9589217,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2023-03-29 15:00:00,
2023,3/31/2023,14:10:00,3/20/2024,8:48 AM,9341482,กรมทางหลวง,ทางหลวง,43,,28.315,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.95181624,100.6926191,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-03-31 14:10:00,
2023,4/3/2023,9:45:00,4/10/2023,9:01 AM,7623849,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1279.72,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.789188183,100.4530232,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,2023-04-03 09:45:00,
2023,4/3/2023,10:30:00,3/20/2024,8:48 AM,9341483,กรมทางหลวง,ทางหลวง,43,,30.9,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.933945539,100.7073101,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2023-04-03 10:30:00,
2023,4/3/2023,19:40:00,3/19/2024,3:03 PM,9340737,กรมทางหลวง,ทางหลวง,42,,2.5,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนคนเดินเท้า,ฝนตก,6.789223769,100.4754656,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2023-04-03 19:40:00,
2023,4/3/2023,19:40:00,3/19/2024,3:02 PM,9340740,กรมทางหลวง,ทางหลวง,42,,2.47,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.789243311,100.4751952,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-04-03 19:40:00,
2023,4/10/2023,11:00:00,3/20/2024,10:11 AM,9341660,กรมทางหลวง,ทางหลวง,42,,7.05,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.76843185,100.5079046,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2023-04-10 11:00:00,
2023,4/11/2023,12:30:00,3/14/2024,10:52 AM,9300326,กรมทางหลวง,ทางหลวง,4054,,5.11,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.637980652,100.3784658,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-04-11 12:30:00,
2023,4/11/2023,13:00:00,4/11/2023,8:23 PM,7624905,กรมทางหลวง,ทางหลวง,406,ปากจ่า - ค่ายรวมมิตร,24.13,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,เข้าสถานศึกษา / สถานที่ราชการ,ไม่ให้สัญญาณเข้าจอด หรือออกจากที่จอด,อื่นๆ,แจ่มใส,7.137990164,100.2697255,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2023-04-11 13:00:00,
2023,4/11/2023,20:15:00,3/19/2024,2:58 PM,9340723,กรมทางหลวง,ทางหลวง,42,,23.475,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,6.742060379,100.642506,3,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,4,2023-04-11 20:15:00,
2023,4/12/2023,8:10:00,4/19/2023,2:49 PM,7632283,กรมทางหลวง,ทางหลวง,407,คลองหวะ - ควนหิน,9.7,สงขลา,รถจักรยานยนต์,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.027061395,100.5012642,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023-04-12 08:10:00,
2023,4/12/2023,10:30:00,3/20/2024,8:54 AM,9341511,กรมทางหลวง,ทางหลวง,43,,23.735,สงขลา,รถจักรยานยนต์,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.982590751,100.671349,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2023-04-12 10:30:00,
2023,4/12/2023,15:31:00,4/12/2023,8:29 PM,7625499,กรมทางหลวง,ทางหลวง,4,พรุพ้อ - เนินพิชัย,1245.16,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.039971176,100.3908275,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-04-12 15:31:00,
2023,4/12/2023,16:30:00,3/19/2024,11:26 AM,9340328,กรมทางหลวง,ทางหลวง,408,,155.75,สงขลา,รถจักรยานยนต์,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.225788872,100.5608211,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2023-04-12 16:30:00,
2023,4/12/2023,19:00:00,4/13/2023,5:34 AM,7626342,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1307.3,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.547493718,100.4149265,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2023-04-12 19:00:00,
2023,4/13/2023,2:00:00,7/13/2023,2:15 PM,7737970,กรมทางหลวง,ทางหลวง,4,เนินพิชัย - คลองหวะ,1255.25,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งปกติ+ที่ราบ,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.984308635,100.4503199,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-13 02:00:00,
2023,4/15/2023,12:00:00,3/19/2024,3:09 PM,9340768,กรมทางหลวง,ทางหลวง,42,,6.3,สงขลา,รถจักรยานยนต์,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.76980274,100.5012911,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2023-04-15 12:00:00,
2023,4/15/2023,19:40:00,4/16/2023,5:57:00,7629392,กรมทางหลวงชนบท,ทางหลวงชนบท,สข.4034,ทางหลวงหมายเลข 4145 (กม.ที่ 9+520) - บ้านโคกม่วง,5.075,สงขลา,รถจักรยาน,ทางตรง+ไม่มีความลาดชัน/ที่ราบ,เมาสุรา,เสียการควบคุม,แจ่มใส,6.804831,100.345737,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2023-04-15 19:40:00,
2023,4/15/2023,19:40:00,4/16/2023,5:57:00,7629392,กรมทางหลวงชนบท,ทางหลวงชนบท,สข.4034,ทางหลวงหมายเลข 4145 (กม.ที่ 9+520) - บ้านโคกม่วง,5.075,สงขลา,รถจักรยาน,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,แจ่มใส,6.804831,100.345737,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2023-04-15 19:40:00,
2023,4/16/2023,8:00:00,7/13/2023,2:20 PM,7737976,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1303.9,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.577757425,100.4110077,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-16 08:00:00,
2023,4/16/2023,14:30:00,3/15/2024,11:45 AM,9311606,กรมทางหลวง,ทางหลวง,43,,43.465,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนท้าย,แจ่มใส,6.938927109,100.8103665,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2023-04-16 14:30:00,
2023,4/17/2023,10:30:00,3/19/2024,11:27 AM,9340337,กรมทางหลวง,ทางหลวง,408,,162.9,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.166904487,100.5480592,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-04-17 10:30:00,
2023,4/17/2023,13:30:00,3/20/2024,8:52 AM,9341495,กรมทางหลวง,ทางหลวง,43,,9.58,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางแยกรูปตัว ++ที่ราบ,ไม่ให้สัญญาณชะลอ / เลี้ยว,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,6.956930323,100.5619235,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-04-17 13:30:00,
2023,4/17/2023,17:40:00,4/19/2023,2:48 PM,7632285,กรมทางหลวง,ทางหลวง,4,คลองหวะ - พังลา,1261.025,สงขลา,รถจักรยานยนต์,ทางตรง+ที่ราบ,มีการตัดหน้าระยะกระชั้นชิด,ชนท้าย,แจ่มใส,6.95366487,100.4733795,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2023-04-17 17:40:00,
2023,4/18/2023,9:00:00,9/11/2023,3:37 PM,8064062,กรมทางหลวง,ทางหลวง,4,คลองหวะ - พังลา,1268.48,สงขลา,อื่นๆ,ทางแยกรูปตัว ++ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.886012624,100.4700562,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023-04-18 09:00:00,
2023,4/19/2023,23:55:00,3/19/2024,11:26 AM,9340365,กรมทางหลวง,ทางหลวง,408,,149.85,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.259788666,100.5256319,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2023-04-19 23:55:00,
2023,4/23/2023,3:10:00,3/19/2024,11:17 AM,9340268,กรมทางหลวง,ทางหลวง,408,,84.65,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,,7.814577623,100.358542,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2023-04-23 03:10:00,
2023,4/23/2023,16:20:00,7/13/2023,2:25 PM,7738485,กรมทางหลวง,ทางหลวง,406,ปากจ่า - ค่ายรวมมิตร,45.3,สงขลา,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.006751696,100.1427545,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023-04-23 16:20:00,
2023,4/24/2023,9:00:00,3/19/2024,11:17 AM,9340275,กรมทางหลวง,ทางหลวง,408,,108.775,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.60434511,100.400193,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-04-24 09:00:00,
2023,4/25/2023,15:45:00,3/19/2024,3:28 PM,9340840,กรมทางหลวง,ทางหลวง,407,,18.6,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางแยกรูปตัว T+ที่ราบ,มีการตัดหน้าระยะกระชั้นชิด,ชนท้าย,แจ่มใส,7.104718755,100.5687189,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-25 15:45:00,
2023,4/27/2023,0:20:00,3/20/2024,8:46 AM,9341490,กรมทางหลวง,ทางหลวง,43,,24.97,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.979693236,100.6819468,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2023-04-27 00:20:00,
2023,4/28/2023,9:00:00,7/13/2023,2:26 PM,7738517,กรมทางหลวง,ทางหลวง,406,ปากจ่า - ค่ายรวมมิตร,54.5,สงขลา,รถจักรยานยนต์,ทางโค้งปกติ+ที่ราบ,ขับรถย้อนศร,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.924205097,100.1303618,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-28 09:00:00,
2023,5/1/2023,11:30:00,3/19/2024,11:28 AM,9340287,กรมทางหลวง,ทางหลวง,408,,163.6,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.16183078,100.5532962,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2023-05-01 11:30:00,
2023,5/2/2023,4:00:00,3/19/2024,11:25 AM,9340309,กรมทางหลวง,ทางหลวง,408,,144.5,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.298870086,100.4998304,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2023-05-02 04:00:00,
2023,5/2/2023,9:40:00,3/19/2024,11:27 AM,9340284,กรมทางหลวง,ทางหลวง,408,,161.7,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งปกติ+ก้นโค้ง,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.17846083,100.544339,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023-05-02 09:40:00,
2023,5/3/2023,13:30:00,7/21/2023,11:05 AM,7732293,กรมทางหลวง,ทางหลวง,4,คลองหวะ - พังลา,1266.7,สงขลา,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.902287712,100.4695714,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023-05-03 13:30:00,
2023,5/3/2023,21:25:00,3/20/2024,10:12 AM,9341663,กรมทางหลวง,ทางหลวง,43,,6.15,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.959796589,100.5317961,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-05-03 21:25:00,
2023,5/9/2023,5:20:00,3/20/2024,8:51 AM,9341489,กรมทางหลวง,ทางหลวง,43,,9.5,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางแยกรูปตัว T+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,6.956091633,100.5609573,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-05-09 05:20:00,
