ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,วันที่รายงาน,เวลาที่รายงาน,ACC_CODE,หน่วยงาน,สายทางหน่วยงาน,รหัสสายทาง,สายทาง,KM,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ,วันเวลาเกิด,Unnamed: 39
2020,8/25/2020,0:15:00,11/6/2020,9:06 AM,3807703,กรมทางหลวง,ทางหลวง,4135,ทางเข้าสนามบินหาดใหญ่,1.93,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.999023274,100.4310196,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-08-25 00:15:00,
2020,8/25/2020,0:20:00,3/5/2021,10:07 AM,3822306,กรมทางหลวง,ทางหลวง,407,ควนหิน - สงขลา,26.55,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,7.145294602,100.5930573,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-08-25 00:20:00,
2020,8/28/2020,14:45:00,11/6/2020,9:03 AM,3807713,กรมทางหลวง,ทางหลวง,408,สทิงพระ - เกาะยอ,125.3,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.462634678,100.4423842,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-08-28 14:45:00,
2020,8/31/2020,15:30:00,11/9/2020,2:13 PM,3807789,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,64.95,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.858460901,100.9588918,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-08-31 15:30:00,
2020,9/2/2020,22:00:00,12/3/2020,1:34 PM,3809398,กรมทางหลวง,ทางหลวง,407,คลองหวะ - ควนหิน,16.97,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.091592816,100.5624479,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020-09-02 22:00:00,
2020,9/4/2020,15:30:00,12/4/2020,1:32 PM,3809487,กรมทางหลวง,ทางหลวง,406,ปากจ่า - ค่ายรวมมิตร,23.4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.139231941,100.2730295,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-09-04 15:30:00,
2020,9/5/2020,8:00:00,2/24/2021,9:04 AM,3821010,กรมทางหลวง,ทางหลวง,408,เกาะยอ - ทุ่งหวัง,179.69,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.069186162,100.6376383,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-05 08:00:00,
2020,9/5/2020,13:30:00,12/4/2020,9:32 AM,3809497,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,63.3,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.871722534,100.9586906,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-09-05 13:30:00,
2020,9/7/2020,18:30:00,12/3/2020,2:09 PM,3809363,กรมทางหลวง,ทางหลวง,4,พรุพ้อ - เนินพิชัย,1235.9,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,ฝนตก,7.100469467,100.3370538,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2020-09-07 18:30:00,
2020,9/8/2020,17:40:00,12/14/2020,2:55 PM,3810128,กรมทางหลวง,ทางหลวง,408,ปากระวะ - สทิงพระ,119.4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.512119664,100.4265967,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2020-09-08 17:40:00,
2020,9/9/2020,13:22:00,12/3/2020,1:58 PM,3809403,กรมทางหลวง,ทางหลวง,4,เนินพิชัย - คลองหวะ,1257.1,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.978965665,100.46617,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-09-09 13:22:00,
2020,9/10/2020,2:30:00,12/4/2020,10:04 AM,3809463,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,52.8,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.927438646,100.8854502,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2020-09-10 02:30:00,
2020,9/10/2020,16:30:00,12/4/2020,1:31 PM,3809430,กรมทางหลวง,ทางหลวง,406,ปากจ่า - ค่ายรวมมิตร,36.85,สงขลา,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,เมาสุรา,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.065291904,100.1815581,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2020-09-10 16:30:00,
2020,9/10/2020,18:30:00,9/18/2020,10:30 AM,3804976,กรมทางหลวง,ทางหลวง,408,สทิงพระ - เกาะยอ,158.204,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.203684173,100.5540633,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2020-09-10 18:30:00,
2020,9/11/2020,11:00:00,12/3/2020,1:42 PM,3809354,กรมทางหลวง,ทางหลวง,4,คลองหวะ - พังลา,1268.65,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.884475189,100.4700833,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-09-11 11:00:00,
2020,9/11/2020,12:07:00,12/4/2020,10:02 AM,3809500,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,10.705,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.964138881,100.569545,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-09-11 12:07:00,
2020,9/12/2020,10:30:00,12/3/2020,1:38 PM,3809355,กรมทางหลวง,ทางหลวง,4,คลองหวะ - พังลา,1266.6,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.904169366,100.4695201,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-09-12 10:30:00,
2020,9/13/2020,16:00:00,12/3/2020,2:25 PM,3809393,กรมทางหลวง,ทางหลวง,43,หาดใหญ่ - นาหม่อม,1.985,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.971151643,100.4951379,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2020-09-13 16:00:00,
2020,9/14/2020,14:40:00,2/1/2021,9:57 AM,3816589,กรมทางหลวง,ทางหลวง,406,ปากจ่า - ค่ายรวมมิตร,27.8,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.126672555,100.2401939,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2020-09-14 14:40:00,
2020,9/14/2020,20:20:00,12/4/2020,11:11 AM,3809474,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1290.6,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.693786405,100.4408017,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-09-14 20:20:00,
2020,9/16/2020,15:30:00,12/4/2020,9:15 AM,3809556,กรมทางหลวง,ทางหลวง,407,คลองหวะ - ควนหิน,9.81,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.056065868,100.5092034,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-16 15:30:00,
2020,9/17/2020,17:00:00,2/23/2021,9:39 AM,3820706,กรมทางหลวง,ทางหลวง,4309,สามแยกทุ่งหวัง - สงขลา,9.9,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.16877002,100.6144237,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-17 17:00:00,
2020,9/17/2020,21:30:00,10/16/2020,10:17 AM,3806695,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1290.56,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.694753408,100.4410967,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-09-17 21:30:00,
2020,9/18/2020,16:40:00,12/4/2020,1:29 PM,3809429,กรมทางหลวง,ทางหลวง,406,ปากจ่า - ค่ายรวมมิตร,36.775,สงขลา,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,7.065246653,100.1815259,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2020-09-18 16:40:00,
2020,9/18/2020,17:30:00,10/16/2020,11:19 AM,3806754,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,21.36,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.986840788,100.6512692,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-09-18 17:30:00,
2020,9/21/2020,8:30:00,10/16/2020,10:18 AM,3806694,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1280.44,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.782090166,100.4529521,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020-09-21 08:30:00,
2020,9/21/2020,19:50:00,10/15/2020,3:24 PM,3806664,กรมทางหลวง,ทางหลวง,408,สทิงพระ - เกาะยอ,125.68,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.458182669,100.4442108,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-09-21 19:50:00,
2020,9/27/2020,1:20:00,12/4/2020,11:21 AM,3809503,กรมทางหลวง,ทางหลวง,42,นาทวี - ลำไพล,25.89,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.746460012,100.6642967,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2020-09-27 01:20:00,
2020,9/27/2020,23:00:00,12/4/2020,11:19 AM,3809418,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,37.69,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.92372959,100.761567,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2020-09-27 23:00:00,
2020,9/28/2020,17:34:00,12/4/2020,11:26 AM,3809422,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,51.5,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.937005371,100.8749789,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2020-09-28 17:34:00,
2020,9/28/2020,18:00:00,12/4/2020,11:23 AM,3809514,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,18.0,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.986944618,100.6223926,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-28 18:00:00,
2020,9/29/2020,14:00:00,10/27/2020,1:46 PM,3807138,กรมทางหลวง,ทางหลวง,408,ทุ่งหวัง - นาทวี,214.985,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.77952793,100.703457,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-29 14:00:00,
2020,9/30/2020,15:30:00,12/4/2020,11:29 AM,3809515,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,20.79,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ฝนตก,6.987905704,100.6462777,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2020-09-30 15:30:00,
2020,9/30/2020,22:00:00,12/4/2020,9:29 AM,3809505,กรมทางหลวง,ทางหลวง,4,คลองหวะ - พังลา,1270.3,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.871216575,100.4704052,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2020-09-30 22:00:00,
2020,10/1/2020,4:00:00,3/5/2021,11:39 AM,3822446,กรมทางหลวง,ทางหลวง,43,หาดใหญ่ - นาหม่อม,1.83,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.970837482,100.495677,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-10-01 04:00:00,
2020,10/4/2020,2:20:00,2/4/2021,10:54 AM,3817205,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,43.7,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.939180689,100.8154446,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2020-10-04 02:20:00,
2020,10/5/2020,14:30:00,2/3/2021,3:01 PM,3816918,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,19.585,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.986686376,100.6357768,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-10-05 14:30:00,
2020,10/5/2020,15:50:00,2/3/2021,2:11 PM,3816932,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,46.1,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.948169412,100.8306205,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2020-10-05 15:50:00,
2020,10/7/2020,18:48:00,10/15/2020,10:36 AM,3806689,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1310.16,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,6.523862595,100.4185286,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-10-07 18:48:00,
2020,10/8/2020,14:30:00,2/4/2021,10:48 AM,3817212,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,65.15,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.856743253,100.9594926,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-08 14:30:00,
2020,10/8/2020,14:40:00,2/4/2021,10:51 AM,3817290,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,65.05,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.85756879,100.9591305,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-08 14:40:00,
2020,10/8/2020,14:45:00,2/4/2021,10:50 AM,3817312,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,65.1,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.857017544,100.9591761,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-08 14:45:00,
2020,10/9/2020,7:00:00,3/5/2021,9:19 AM,3822329,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,24.0,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.981944809,100.6743899,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-10-09 07:00:00,
2020,10/9/2020,12:20:00,10/21/2020,11:56 AM,3806989,กรมทางหลวง,ทางหลวง,408,สทิงพระ - เกาะยอ,133.05,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,7.396147707,100.4661593,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2020-10-09 12:20:00,
2020,10/9/2020,13:20:00,2/3/2021,10:12 AM,3817075,กรมทางหลวง,ทางหลวง,407,คลองหวะ - ควนหิน,16.1,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางเชื่อมเข้าบริเวณหน้าโรงเรียน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.086365226,100.5579713,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2020-10-09 13:20:00,
2020,10/10/2020,15:10:00,2/3/2021,2:22 PM,3817172,กรมทางหลวง,ทางหลวง,43,นาหม่อม - จะนะ,17.78,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.988315695,100.6210139,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-10-10 15:10:00,
2020,10/10/2020,22:30:00,2/3/2021,10:42 AM,3816942,กรมทางหลวง,ทางหลวง,4,เนินพิชัย - คลองหวะ,1255.25,สงขลา,รถโดยสารขนาดใหญ่,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.984308943,100.4503074,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,2020-10-10 22:30:00,
2020,10/10/2020,23:00:00,2/3/2021,11:33 AM,3816924,กรมทางหลวง,ทางหลวง,4135,ทางเข้าสนามบินหาดใหญ่,5.89,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.96557126,100.426991,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-10-10 23:00:00,
2020,10/11/2020,7:00:00,11/18/2020,10:59 AM,3808445,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,55.1,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.915185072,100.8992824,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2020-10-11 07:00:00,
2020,10/13/2020,1:30:00,2/2/2021,3:18 PM,3817106,กรมทางหลวง,ทางหลวง,408,สทิงพระ - เกาะยอ,127.18,สงขลา,อื่นๆ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.446815745,100.450691,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020-10-13 01:30:00,
2020,10/13/2020,18:30:00,2/3/2021,11:41 AM,3817117,กรมทางหลวง,ทางหลวง,43,หาดใหญ่ - นาหม่อม,3.0,สงขลา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,6.966585638,100.5050218,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020-10-13 18:30:00,
2020,10/16/2020,15:30:00,2/11/2021,11:14 AM,3818303,กรมทางหลวง,ทางหลวง,408,ปากระวะ - สทิงพระ,92.385,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.747853225,100.3623739,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2020-10-16 15:30:00,
2020,10/20/2020,4:30:00,2/4/2021,11:07 AM,3817200,กรมทางหลวง,ทางหลวง,43,จะนะ - ปาแด,56.8,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.902577033,100.9080371,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-10-20 04:30:00,
2020,10/22/2020,10:30:00,2/4/2021,11:05 AM,3817209,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1279.8,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.786226471,100.4530594,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2020-10-22 10:30:00,
