ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1,1201,สามัคคี - บ้านหวด,769+397,2243 ,1639 ,782 ,494 ,603 ,2044 ,749 ,718 ,731 ,724 ,10727 ,37.466,346,1370,ลำปางที่ 2,ลำปาง
4,901,อ่าวเคย - บางนายสี,741+421,2235 ,90 ,12 ,13 ,13 ,1463 ,94 ,271 ,74 ,43 ,4308 ,11.792,8,1015,พังงา,พังงา
348,201,ช่องตะโก - น้อยสะแกกวน,104+855,2233 ,247 ,38 ,2 ,21 ,2302 ,275 ,189 ,251 ,191 ,5749 ,16.159,1,747,บุรีรัมย์,บุรีรัมย์
2224,100,มวกเหล็ก - กลุ่มพระบาท,10+987,2232 ,1888 ,142 ,122 ,90 ,1858 ,122 ,78 ,49 ,48 ,6629 ,7.678,91,1907,สระบุรี,สระบุรี
4340,100,ไสยวน  - ควนขนุน,0+570,2231 ,2067 ,59 ,19 ,10 ,1709 ,106 ,41 ,20 ,19 ,6281 ,3.423,28,2033,พัทลุง,พัทลุง
3394,200,หนองตะเลา - รางพิกุล,8+200,2229 ,2007 ,998 ,893 ,995 ,1862 ,1976 ,1936 ,1829 ,1628 ,16353 ,56.607,243,1854,นครปฐม,ราชบุรี
293,100,ถนนวงแหวนรอบเมืองสุรินทร์,32+535,2228 ,561 ,16 ,15 ,28 ,3818 ,897 ,879 ,853 ,603 ,9898 ,33.087,25,1305,สุรินทร์,สุรินทร์
4125,100,ท่าพญา - ทุ่งยาว,5+000,2224 ,39 ,4 ,4 ,4 ,85 ,70 ,81 ,45 ,33 ,2589 ,9.154,286,1903,สตูล,ตรัง
3473,100,หนองจิกรี - ถนนสุด,7+000,2214 ,2186 ,27 ,23 ,23 ,1757 ,493 ,456 ,523 ,434 ,8136 ,23.992,26,2079,นครสวรรค์ที่ 1,นครสวรรค์
3261,100,คลอง 10 - หนองเสือ,10+000,2212 ,1693 ,59 ,29 ,13 ,950 ,307 ,170 ,162 ,107 ,5702 ,13.82,20,1412,นครนายก,ปทุมธานี
4046,102,ถนนเลี่ยงเมืองสิเกา,32+879,2212 ,2026 ,0 ,0 ,0 ,2584 ,294 ,225 ,213 ,189 ,7743 ,11.895,66,1564,ตรัง,ตรัง
12,201,แม่ละเมา - ตาก,56+405,2211 ,1109 ,25 ,47 ,9 ,1262 ,331 ,154 ,272 ,727 ,6147 ,25.053,2,225,ตากที่ 1,ตาก
3124,100,บางน้ำเปรี้ยว - บางขนาก,8+006,2211 ,1862 ,125 ,122 ,105 ,1686 ,392 ,156 ,102 ,56 ,6817 ,13.686,227,1687,ฉะเชิงเทรา,ฉะเชิงเทรา
3277,100,ขลุง - มะขาม,26+800,2210 ,2548 ,0 ,0 ,0 ,4583 ,385 ,175 ,125 ,146 ,10172 ,8.169,19,1740,ตราด,จันทบุรี
1,603,ตาคลี - ดอนรังนก,254+000,2206 ,1220 ,51 ,0 ,18 ,2332 ,210 ,186 ,289 ,118 ,6630 ,12.383,14,2094,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1150,200,ขุนแจ๋ - เวียงป่าเป้า,82+000,2202 ,2294 ,394 ,0 ,0 ,2435 ,589 ,177 ,0 ,0 ,8091 ,9.467,207,1893,เชียงรายที่ 1,เชียงราย
24,402,กระเทียม - ห้วยสำราญ,250+246,2201 ,1526 ,7 ,9 ,31 ,2084 ,433 ,589 ,851 ,834 ,8565 ,32.072,9,383,สุรินทร์,สุรินทร์
408,203,เกาะยอ - ทุ่งหวัง,168+413,2197 ,439 ,69 ,80 ,16 ,3267 ,269 ,363 ,179 ,239 ,7118 ,16.1,24,1410,สงขลาที่ 1,สงขลา
4159,100,นาวง - ต้นชด,2+800,2197 ,126 ,3 ,2 ,3 ,3102 ,272 ,210 ,138 ,47 ,6100 ,11.016,11,2022,ตรัง,ตรัง
3086,201,ทุ่งมะสังข์ - ปลักประดู่,28+500,2196 ,903 ,5 ,0 ,14 ,3987 ,93 ,78 ,34 ,19 ,7329 ,3.247,21,3279,สุพรรณบุรีที่ 2 (อู่ทอง),กาญจนบุรี
3305,100,ท่าน้ำตื้น - บ้านเก่า,0+095,2194 ,944 ,30 ,11 ,12 ,1675 ,133 ,92 ,48 ,11 ,5150 ,5.961,5,1936,กาญจนบุรี,กาญจนบุรี
4051,100,นาลาน - เจ๊ะบิลัง,1+000,2193 ,2440 ,6 ,5 ,0 ,2598 ,185 ,106 ,41 ,5 ,7579 ,4.512,17,3058,สตูล,สตูล
4,802,กระบุรี - หงาว,565+823,2187 ,1802 ,94 ,56 ,12 ,1187 ,259 ,296 ,181 ,112 ,6186 ,14.808,6,1594,ระนอง,ระนอง
226,100,หัวทะเล - หนองกระทิง,66+980,2187 ,2669 ,88 ,72 ,71 ,1781 ,447 ,256 ,182 ,97 ,7850 ,14.331,53,1026,นครราชสีมาที่ 3,นครราชสีมา
2089,301,คลองท่าข้าม - น้ำตกวังก้านเหลือง,34+000,2187 ,866 ,223 ,248 ,255 ,2465 ,627 ,847 ,601 ,438 ,8757 ,34.441,25,1344,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
3260,101,หนองวัลย์เปรียง - สองพี่น้อง,1+600,2186 ,988 ,16 ,14 ,8 ,4416 ,436 ,331 ,439 ,218 ,9052 ,15.974,10,958,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
2016,100,วังสะพุง - ตาวตาด,4+700,2185 ,1256 ,1 ,2 ,1 ,2861 ,122 ,26 ,24 ,10 ,6488 ,2.851,6,1839,เลยที่ 1,เลย
3273,100,โคกสูง - หนองเป็ด,8+000,2184 ,1088 ,493 ,265 ,147 ,2474 ,1038 ,1000 ,848 ,839 ,10376 ,39.871,22,3378,ราชบุรี,ราชบุรี
406,103,ศาลากันตง - ตำมะลัง,95+540,2183 ,2284 ,27 ,17 ,2 ,2380 ,186 ,83 ,21 ,3 ,7186 ,4.342,35,2621,สตูล,สตูล
2408,100,นาคำใหญ่ - โพนเมือง,1+700,2175 ,270 ,38 ,7 ,0 ,852 ,142 ,17 ,9 ,3 ,3513 ,5.067,28,744,อุบลราชธานีที่ 1,อุบลราชธานี
117,402,ไร่อ้อย - อุตรดิตถ์,237+726,2172 ,314 ,5 ,4 ,5 ,1508 ,83 ,26 ,28 ,20 ,4165 ,3.986,12,2292,อุตรดิตถ์ที่ 1,อุตรดิตถ์
319,102,ปราจีนบุรี - ไผ่ชะเลือด,12+138,2167 ,1215 ,47 ,43 ,48 ,700 ,678 ,495 ,459 ,368 ,6220 ,33.617,35,785,ปราจีนบุรี,ปราจีนบุรี
2067,101,ดอนหวาย - โนนสูง,5+500,2164 ,755 ,12 ,10 ,38 ,4542 ,222 ,86 ,63 ,31 ,7923 ,5.68,7,1771,นครราชสีมาที่ 1,นครราชสีมา
225,300,ศรีมงคล - น้ำอ้อม,118+082,2157 ,1311 ,721 ,68 ,33 ,3769 ,583 ,483 ,440 ,155 ,9720 ,18.128,58,2447,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
4094,101,บ่อล้อ - เชียรใหญ่,2+000,2157 ,1753 ,86 ,24 ,20 ,1026 ,157 ,97 ,55 ,18 ,5393 ,6.879,9,1711,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
2116,401,ห้วยคล้อ - เลิงนกทา,136+778,2155 ,3003 ,113 ,56 ,47 ,1254 ,226 ,196 ,230 ,356 ,7636 ,14.55,29,1921,มุกดาหาร,ยโสธร
2043,100,ร้อยเอ็ด - ยางเฌอ,10+000,2153 ,1410 ,6 ,23 ,24 ,2358 ,112 ,42 ,34 ,30 ,6192 ,4.28,13,1179,ร้อยเอ็ด,ร้อยเอ็ด
401,501,เขาหัวช้าง - สิชล,210+804,2152 ,2196 ,1 ,10 ,12 ,870 ,601 ,620 ,595 ,0 ,7057 ,26.045,0,711,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
3265,100,แยกโคกหม้อ - ท่าซุง,6+489,2150 ,963 ,9 ,7 ,7 ,2195 ,141 ,57 ,148 ,38 ,5715 ,6.964,14,1217,อุทัยธานี,อุทัยธานี
4228,100,ถ้ำพรรณรา - ทานพอ,3+000,2150 ,328 ,14 ,0 ,3 ,319 ,92 ,24 ,72 ,3 ,3005 ,6.456,4,1455,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
1091,101,จุน - ห้วยคอกหมู,6+925,2148 ,237 ,8 ,4 ,3 ,53 ,233 ,106 ,155 ,8 ,2955 ,17.225,26,793,พะเยา,พะเยา
3224,102,ท่าคล้อ - แสลงพัน,20+200,2147 ,1767 ,105 ,103 ,106 ,2385 ,205 ,122 ,131 ,113 ,7184 ,10.857,117,1706,สระบุรี,สระบุรี
408,102,เฉลิมพระเกียรติ - ปากระวะ,65+300,2141 ,1637 ,17 ,10 ,24 ,2021 ,429 ,349 ,356 ,270 ,7254 ,19.824,4,1596,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
2039,202,กุดโดน - ไทยเจริญ,65+279,2141 ,1172 ,50 ,46 ,28 ,2673 ,1295 ,1149 ,168 ,103 ,8825 ,31.603,46,2004,กาฬสินธุ์,กาฬสินธุ์
2219,102,ดอนดึง - โคกเจริญ,24+012,2137 ,919 ,145 ,54 ,70 ,666 ,537 ,438 ,441 ,92 ,5499 ,29.678,198,1677,ลพบุรีที่ 1,ลพบุรี
1070,101,ตะพานหิน -  ไผ่ท่าโพ,20+000,2135 ,1021 ,14 ,2 ,0 ,1712 ,115 ,172 ,138 ,107 ,5416 ,9.86,12,2979,พิจิตร,พิจิตร
4033,100,ในช่อง - ในไร่,3+000,2135 ,103 ,202 ,14 ,12 ,167 ,127 ,44 ,149 ,54 ,3007 ,13.302,6,1093,กระบี่,กระบี่
2065,100,พล - ลำชี,4+500,2132 ,1850 ,19 ,26 ,8 ,266 ,172 ,59 ,56 ,71 ,4659 ,8.414,3,2131,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
33,202,ป่าโมก - บางปะหัน,46+242,2130 ,2556 ,727 ,491 ,274 ,1008 ,809 ,1032 ,1108 ,868 ,11003 ,41.643,4,721,อ่างทอง,พระนครศรีอยุธยา
2025,100,ห้วยเกิ้ง - กุมภวาปี,2+500,2125 ,529 ,23 ,12 ,8 ,4731 ,402 ,282 ,300 ,239 ,8651 ,14.368,28,2573,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2365,100,โคกแขวน - ดอนแขวน,1+060,2122 ,1587 ,275 ,266 ,260 ,2464 ,1236 ,687 ,794 ,544 ,10235 ,37,279,1836,นครราชสีมาที่ 3,นครราชสีมา
3302,100,พระพุทธบาท - โคกตูม,2+000,2121 ,2179 ,139 ,110 ,129 ,972 ,624 ,611 ,596 ,315 ,7796 ,30.593,91,1517,ลพบุรีที่ 1,สระบุรี
42,302,ปูต๊ะ - สะปอม,197+536,2119 ,1191 ,27 ,9 ,7 ,1988 ,28 ,24 ,21 ,18 ,5432 ,1.97,59,2090,นราธิวาส,นราธิวาส
3314,101,ท่าช้าง -  ป๊อกแป๊ก,2+700,2119 ,1151 ,558 ,186 ,161 ,2628 ,790 ,1446 ,1729 ,612 ,11380 ,43.269,204,2422,สระบุรี,สระบุรี
3187,100,เขื่อนเพชร - บางกุฬา,10+350,2117 ,1448 ,15 ,0 ,0 ,4232 ,439 ,391 ,8 ,4 ,8654 ,9.73,9,3494,เพชรบุรี,เพชรบุรี
4083,100,ทางเข้าระโนด,1+000,2117 ,800 ,51 ,136 ,10 ,4603 ,158 ,85 ,36 ,13 ,8009 ,5.469,32,3830,สงขลาที่ 1,สงขลา
4142,100,บ้านใน - บ้านโฉ,30+300,2117 ,1440 ,81 ,60 ,43 ,2140 ,126 ,80 ,59 ,30 ,6176 ,6.444,8,1597,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
1065,101,พรานกระต่าย - หนองกุลา,25+500,2115 ,1226 ,2 ,1 ,14 ,3825 ,303 ,267 ,287 ,332 ,8372 ,14.381,22,3004,พิษณุโลกที่ 1,กำแพงเพชร
1084,200,หาดชะอม - กำแพงเพชร,113+516,2114 ,639 ,2 ,3 ,3 ,4109 ,210 ,121 ,205 ,84 ,7490 ,8.358,11,2490,กำแพงเพชร,กำแพงเพชร
2420,100,ศรีบุญเรือง - นากลาง,5+000,2112 ,132 ,3 ,2 ,3 ,277 ,126 ,86 ,232 ,137 ,3110 ,18.842,15,953,หนองบัวลำภู,หนองบัวลำภู
3,704,แม่น้ำตราด - หาดเล็ก,474+575,2106 ,556 ,262 ,8 ,0 ,3490 ,213 ,104 ,83 ,130 ,6952 ,7.739,35,2274,ตราด,ตราด
3220,200,เขาพะแวง - โกรกพระ,15+500,2104 ,759 ,14 ,0 ,0 ,458 ,465 ,400 ,300 ,212 ,4712 ,29.223,0,1535,นครสวรรค์ที่ 1,นครสวรรค์
205,301,ช่องสำราญ - คำปิง,140+072,2103 ,1268 ,10 ,14 ,9 ,1055 ,545 ,624 ,1408 ,706 ,7742 ,42.702,33,913,ชัยภูมิ,ชัยภูมิ
2043,200,ยางเฌอ - มหาชนะชัย,81+165,2099 ,123 ,29 ,17 ,15 ,163 ,107 ,60 ,64 ,48 ,2725 ,11.413,30,1060,ยโสธร,ยโสธร
201,405,ปากภู - เชียงคาน,369+357,2098 ,201 ,18 ,34 ,35 ,3587 ,146 ,79 ,69 ,29 ,6296 ,6.226,9,1313,เลยที่ 1,เลย
4230,100,ควนไม้แดง - มะนาวหวาน,10+307,2097 ,263 ,81 ,31 ,23 ,193 ,186 ,116 ,82 ,61 ,3133 ,15.927,85,1519,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
201,401,ผานกเค้า - หลักร้อยหกสิบ,277+757,2092 ,258 ,34 ,29 ,61 ,421 ,260 ,187 ,254 ,169 ,3765 ,25.498,1,680,เลยที่ 1,เลย
225,201,เกรียงไกรกลาง - เกยไชย,22+000,2092 ,907 ,0 ,0 ,29 ,1324 ,183 ,145 ,132 ,57 ,4869 ,11.214,18,1189,นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1037,100,ศรีชุม - แม่ทะ,17+256,2092 ,1975 ,161 ,133 ,134 ,2181 ,513 ,323 ,239 ,156 ,7907 ,18.945,172,1502,ลำปางที่ 1,ลำปาง
102,202,ศรีสัชนาลัย - ดอนโก,50+000,2091 ,175 ,0 ,0 ,0 ,220 ,307 ,569 ,399 ,12 ,3773 ,34.111,24,1009,สุโขทัย,สุโขทัย
4326,100,เบตง - บ้าน กม.17,1+000,2090 ,1587 ,54 ,0 ,8 ,1763 ,1486 ,1094 ,117 ,75 ,8274 ,33.599,21,6477,ยะลา,ยะลา
347,300,บางปะหัน -  เจ้าปลุก,58+435,2089 ,1832 ,1138 ,710 ,659 ,753 ,796 ,700 ,611 ,286 ,9574 ,39.294,2,819,อ่างทอง,พระนครศรีอยุธยา
4197,100,เขาต่อ - ปลายพระยา,11+000,2080 ,1874 ,146 ,113 ,106 ,2158 ,450 ,720 ,396 ,230 ,8273 ,24.356,41,1631,พังงา,กระบี่
3569,100,ค่ายสุรสีห์ - กองพลทหารราบที่ 9,0+100,2078 ,1599 ,54 ,47 ,132 ,1776 ,265 ,94 ,55 ,39 ,6139 ,10.295,2,1699,กาญจนบุรี,กาญจนบุรี
4012,100,หัวไทร - แพรกเมือง,3+000,2078 ,1734 ,8 ,2 ,0 ,1119 ,107 ,86 ,8 ,4 ,5146 ,4.023,12,1541,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4305,100,ทุ่งสง - จำปา,9+000,2073 ,2171 ,132 ,141 ,37 ,597 ,125 ,48 ,28 ,27 ,5379 ,7.548,7,1322,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
2116,300,โพนทอง - ห้วยคล้อ,86+351,2072 ,1906 ,131 ,156 ,236 ,1877 ,248 ,203 ,154 ,109 ,7092 ,15.595,49,1362,ยโสธร,ร้อยเอ็ด
1065,102,หนองกุลา - พิษณุโลก,59+300,2071 ,487 ,14 ,8 ,15 ,4622 ,352 ,201 ,428 ,317 ,8515 ,15.514,92,1529,พิษณุโลกที่ 1,พิษณุโลก
226,201,หนองกระทิง - ลำปลายมาศ,90+498,2069 ,405 ,109 ,22 ,120 ,2477 ,333 ,409 ,486 ,371 ,6801 ,25.599,29,1949,บุรีรัมย์,บุรีรัมย์
226,201,หนองกระทิง - ลำปลายมาศ,84+098,2067 ,508 ,98 ,85 ,122 ,2647 ,276 ,350 ,398 ,336 ,6887 ,22.753,30,1881,บุรีรัมย์,บุรีรัมย์
2061,200,ห้วยตะกั่ว - พุทไธสง,6+700,2067 ,381 ,12 ,4 ,8 ,2275 ,471 ,401 ,341 ,279 ,6239 ,24.106,14,1074,บุรีรัมย์,บุรีรัมย์
375,103,ดอนตูม - ลำลูกบัว,65+000,2064 ,1207 ,183 ,258 ,157 ,3876 ,593 ,606 ,586 ,281 ,9811 ,25.288,145,1803,นครปฐม,นครปฐม
410,100,ปัตตานี - ยะลา,12+600,2061 ,1754 ,37 ,26 ,18 ,176 ,42 ,27 ,6 ,5 ,4152 ,2.987,12,1191,ปัตตานี,ปัตตานี
3229,100,หนองบัว - ด่านพุน้ำร้อน,0+587,2061 ,1612 ,30 ,41 ,17 ,894 ,44 ,30 ,14 ,11 ,4754 ,3.302,41,707,กาญจนบุรี,กาญจนบุรี
1274,202,นาบอน - นาแก้ว,55+400,2057 ,724 ,85 ,6 ,6 ,889 ,390 ,199 ,38 ,13 ,4407 ,14.795,34,595,ลำปางที่ 1,ลำปาง
107,204,ล้องอ้อ - เมืองงาม,166+112,2056 ,1155 ,32 ,13 ,25 ,3349 ,400 ,135 ,29 ,16 ,7210 ,8.571,27,1693,เชียงใหม่ที่ 3,เชียงใหม่
211,202,ปากชม - เชียงคาน,183+500,2055 ,193 ,10 ,7 ,11 ,2404 ,101 ,97 ,114 ,42 ,5034 ,7.39,29,1279,เลยที่ 1,เลย
3304,100,บ้านโพธิ์ - แปลงยาว,15+613,2054 ,1189 ,30 ,32 ,34 ,2095 ,1621 ,1741 ,1612 ,770 ,11178 ,51.977,25,837,ฉะเชิงเทรา,ฉะเชิงเทรา
4084,102,นราธิวาส - สะปอม,9+955,2054 ,1351 ,34 ,12 ,3 ,2619 ,27 ,22 ,12 ,13 ,6147 ,1.448,62,3321,นราธิวาส,นราธิวาส
3181,100,ทางเข้าตลาดท่าแซะ,0+500,2051 ,1565 ,95 ,0 ,0 ,1617 ,501 ,115 ,6 ,6 ,5956 ,10.544,267,1864,ชุมพร,ชุมพร
4030,100,ถลาง - หาดราไวย์,13+950,2050 ,1048 ,41 ,24 ,19 ,2309 ,83 ,20 ,3 ,2 ,5599 ,2.697,56,2813,ภูเก็ต,ภูเก็ต
4054,100,สะเดา - มาเลเซีย (เขตแดนไทย/มาเลเซีย),6+000,2049 ,1045 ,104 ,76 ,4 ,2969 ,157 ,166 ,124 ,685 ,7379 ,16.425,11,2490,สงขลาที่ 2 (นาหม่อม),สงขลา
2369,102,ดอนไผ่ - แก้งสนามนาง,61+063,2044 ,56 ,3 ,4 ,6 ,198 ,103 ,35 ,59 ,41 ,2549 ,9.729,10,1016,นครราชสีมาที่ 1,นครราชสีมา
366,100,ทางเลี่ยงเมืองลพบุรี,6+000,2043 ,362 ,13 ,5 ,56 ,2111 ,459 ,331 ,609 ,447 ,6436 ,29.63,6,503,ลพบุรีที่ 1,ลพบุรี
299,200,สี่แยกสมเด็จ - คำพอก,57+605,2037 ,1065 ,34 ,19 ,18 ,3869 ,336 ,209 ,351 ,202 ,8140 ,13.943,9,1494,สกลนครที่ 1,กาฬสินธุ์
4235,100,บ้านนา - ปากปรน - บกหัก,1+300,2037 ,2013 ,149 ,26 ,4 ,3493 ,190 ,83 ,11 ,1 ,8007 ,3.934,33,2766,ตรัง,ตรัง
107,203,หัวโท - ล้องอ้อ,115+842,2035 ,1071 ,58 ,99 ,53 ,4103 ,704 ,224 ,26 ,17 ,8390 ,13.385,19,808,เชียงใหม่ที่ 3,เชียงใหม่
215,100,ร้อยเอ็ด - สุวรรณภูมิ,10+000,2034 ,1405 ,32 ,49 ,27 ,4132 ,183 ,114 ,106 ,48 ,8130 ,6.482,12,1348,ร้อยเอ็ด,ร้อยเอ็ด
1112,101,สลกบาตร - บ่อถ้ำ,2+000,2034 ,694 ,20 ,25 ,2 ,2379 ,110 ,117 ,180 ,63 ,5624 ,8.837,15,1522,กำแพงเพชร,กำแพงเพชร
2089,301,คลองท่าข้าม - น้ำตกวังก้านเหลือง,47+000,2034 ,556 ,408 ,416 ,389 ,2242 ,447 ,855 ,579 ,383 ,8309 ,36.936,141,1325,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2020,200,บ้านว่าน - บ้านผือ,19+000,2030 ,559 ,15 ,3 ,16 ,275 ,379 ,335 ,196 ,166 ,3974 ,27.554,200,1409,อุดรธานีที่ 1,อุดรธานี
201,401,ผานกเค้า - หลักร้อยหกสิบ,268+857,2026 ,358 ,192 ,177 ,137 ,266 ,203 ,141 ,152 ,95 ,3747 ,24.153,9,1214,เลยที่ 1,เลย
4185,100,คชาธาร - วัดมูลเหล็ก,1+000,2026 ,651 ,20 ,8 ,1 ,447 ,176 ,229 ,76 ,26 ,3660 ,14.098,21,1245,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
1421,201,ป่าบง - บ้านเหล่า,24+350,2024 ,1873 ,38 ,50 ,45 ,2693 ,138 ,120 ,109 ,51 ,7141 ,7.184,160,2142,เชียงรายที่ 2,เชียงราย
1174,101,ป่ามื่น - แม่ต๋ำน้อย,1+000,2022 ,533 ,299 ,310 ,273 ,5193 ,422 ,431 ,414 ,389 ,10286 ,21.767,309,1452,เชียงรายที่ 2,เชียงราย
3127,100,มาบโป่ง - หัวไผ่,16+642,2021 ,1777 ,141 ,175 ,139 ,4194 ,1911 ,1364 ,479 ,361 ,12562 ,35.257,35,2227,ชลบุรีที่ 1,ชลบุรี
1090,101,แม่สอด - ห้วยน้ำริน,37+839,2018 ,1729 ,123 ,16 ,11 ,3686 ,147 ,116 ,68 ,46 ,7960 ,5.075,101,1195,ตากที่ 2 (แม่สอด),ตาก
2213,100,นาส่วง - นาเยีย,4+000,2017 ,1789 ,60 ,34 ,22 ,2124 ,667 ,670 ,663 ,690 ,8736 ,31.433,269,1543,อุบลราชธานีที่ 2,อุบลราชธานี
2316,102,ท่ายม - บ้านเหล่า,18+625,2011 ,2017 ,6 ,0 ,0 ,576 ,90 ,72 ,34 ,33 ,4839 ,4.732,17,1557,อุดรธานีที่ 1,อุดรธานี
2460,100,ทางเข้าโพธิ์ไทร,1+675,2009 ,1031 ,142 ,115 ,141 ,1654 ,175 ,113 ,124 ,80 ,5584 ,13.395,139,1643,อำนาจเจริญ,อุบลราชธานี
4115,102,กรือซอ - แว้ง,12+580,2009 ,1544 ,0 ,0 ,0 ,1927 ,0 ,0 ,0 ,0 ,5480 ,0,23,3129,นราธิวาส,นราธิวาส
4187,101,สี่แยกโพธิ์ทอง - ควนขนุน,1+443,2005 ,1588 ,22 ,20 ,0 ,2482 ,131 ,63 ,7 ,11 ,6329 ,3.666,39,3198,พัทลุง,พัทลุง
3027,200,มหานาม - บ้านเบิก,16+000,2003 ,1033 ,31 ,11 ,42 ,748 ,74 ,32 ,33 ,17 ,4024 ,5.194,12,787,อ่างทอง,อ่างทอง
4031,100,มุดดอกขาว - สนามบินภูเก็ต,10+722,2002 ,1239 ,0 ,0 ,0 ,1231 ,9 ,8 ,0 ,0 ,4489 ,0.379,0,1334,ภูเก็ต,ภูเก็ต
217,103,พิบูลมังสาหาร - ช่องเม็ก,52+820,1999 ,1079 ,81 ,77 ,76 ,3837 ,297 ,239 ,270 ,176 ,8131 ,13.959,30,1090,อุบลราชธานีที่ 2,อุบลราชธานี
4110,200,บางรูป - พระแสง,84+733,1993 ,2405 ,123 ,152 ,0 ,739 ,375 ,188 ,164 ,122 ,6261 ,15.988,0,1708,สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
107,202,แม่ทะลาย - หัวโท,84+215,1991 ,1170 ,80 ,26 ,84 ,7379 ,71 ,91 ,56 ,20 ,10968 ,3.173,26,1370,เชียงใหม่ที่ 3,เชียงใหม่
359,200,เขามะกา - เขาหินซ้อน,41+793,1991 ,2449 ,2115 ,939 ,120 ,2561 ,1548 ,1228 ,2094 ,1913 ,16958 ,46.244,9,353,ปราจีนบุรี,ปราจีนบุรี
2156,100,ยางตลาด - บ้านเสียว,7+000,1991 ,267 ,36 ,14 ,5 ,2053 ,1698 ,88 ,44 ,37 ,6233 ,30.258,23,1464,กาฬสินธุ์,กาฬสินธุ์
2146,100,หนองบัวลำภู - เขื่อนอุบลรัตน์,38+000,1990 ,1330 ,61 ,45 ,32 ,506 ,372 ,416 ,453 ,240 ,5445 ,28.613,98,1364,หนองบัวลำภู,หนองบัวลำภู
3471,100,บางบุตร - ชุมแสง,0+500,1988 ,50 ,18 ,1 ,3 ,1886 ,129 ,81 ,54 ,20 ,4230 ,6.809,20,1299,ระยอง,ระยอง
2321,200,นิยมชัย - สระโบสถ์,34+500,1984 ,2266 ,174 ,134 ,64 ,2337 ,678 ,139 ,66 ,24 ,7866 ,14.048,4,2032,ลพบุรีที่ 1,ลพบุรี
1081,101,ปัว - ดอนมูล,12+625,1983 ,687 ,29 ,3 ,0 ,722 ,323 ,79 ,23 ,7 ,3856 ,11.281,159,1248,น่านที่ 2,น่าน
2401,100,หนองไผ่ - ซับพุทรา,6+700,1983 ,1246 ,9 ,12 ,6 ,2090 ,94 ,116 ,94 ,11 ,5661 ,5.882,54,2060,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
4094,102,เชียรใหญ่ - ปากพนัง,29+550,1981 ,1572 ,61 ,28 ,12 ,218 ,99 ,78 ,29 ,18 ,4096 ,6.445,45,1715,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
1329,100,นาป้อใต้ - บ้านเอื้อม,0+500,1972 ,1702 ,353 ,367 ,304 ,2549 ,471 ,401 ,312 ,311 ,8742 ,24.777,464,2587,ลำปางที่ 2,ลำปาง
201,402,หลักร้อยหกสิบ - โนนสว่าง,300+733,1971 ,168 ,30 ,9 ,54 ,3058 ,214 ,166 ,256 ,252 ,6178 ,15.393,18,1258,เลยที่ 1,เลย
3013,101,หนองฉาง - ทัพทัน,2+446,1971 ,291 ,0 ,226 ,249 ,392 ,401 ,298 ,315 ,238 ,4381 ,39.42,221,795,อุทัยธานี,อุทัยธานี
323,205,แก่งประลอม - ทองผาภูมิ,156+712,1970 ,251 ,27 ,84 ,21 ,2047 ,148 ,122 ,70 ,31 ,4771 ,9.977,6,1216,กาญจนบุรี,กาญจนบุรี
2116,300,โพนทอง - ห้วยคล้อ,97+403,1970 ,1639 ,118 ,125 ,214 ,2034 ,520 ,263 ,149 ,123 ,7155 ,19.483,60,1518,ยโสธร,ร้อยเอ็ด
