ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง(ไม่เกิน7คน),รถยนต์นั่ง(เกิน7คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก(4ล้อ),รถบรรทุกขนาด2เพลา(6ล้อ),รถบรรทุกขนาด3เพลา(10ล้อ),รถบรรทุกพ่วง(มากกว่า3เพลา),รถบรรทุกกึ่งพ่วง(มากกว่า3เพลา),รวม,%ของยานยนต์หนัก,จักรยาน2ล้อและจักรยาน3ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
12,100,กลางสะพานมิตรภาพที่แม่สอด(เขตแดนไทย/พม่า)-แม่ละเมา,10+015,2122,1273,116,4,2,4311,496,212,272,425,9233,15.282,152,2387,ขท.ตากที่2(แม่สอด),ตาก
12,201,แม่ละเมา-ตาก,56+405,465,369,12,10,2,2370,254,92,210,447,4231,23.99,0,266,ขท.ตากที่1,ตาก
12,202,ตาก-หนองเสือ,114+630,1699,1241,32,1,0,1125,89,185,176,220,4768,14.073,2,838,ขท.ตากที่1,ตาก
12,203,หนองเสือ-วังวน,151+480,2956,1922,68,36,52,870,286,164,123,131,6608,11.985,13,618,ขท.ตากที่1,สุโขทัย
12,302,เมืองเก่า-สุโขทัย,168+980,13310,292,11,11,9,25,249,73,63,2,14045,2.898,12,4543,ขท.สุโขทัย,สุโขทัย
12,303,สุโขทัย-บ้านกร่าง,184+769,2626,2753,114,15,18,375,261,145,120,104,6531,10.152,76,1431,ขท.สุโขทัย,สุโขทัย
12,401,บ้านกร่าง-พิษณุโลก,198+000,3117,3259,1417,1452,524,2190,729,698,695,589,14670,31.95,502,1380,ขท.พิษณุโลกที่1,สุโขทัย
12,401,บ้านกร่าง-พิษณุโลก,218+546,6605,7546,315,195,202,2502,875,461,465,499,19665,13.715,358,3762,ขท.พิษณุโลกที่1,พิษณุโลก
12,402,พิษณุโลก-ร้องโพธิ์,232+609,28100,26239,137,85,112,13168,711,81,14,4,68651,1.467,25,14224,ขท.พิษณุโลกที่1,พิษณุโลก
12,501,ร้องโพธิ์-วังทอง,247+513,5081,4682,112,56,369,10426,795,765,551,147,22984,11.673,42,2420,ขท.พิษณุโลกที่2(วังทอง),พิษณุโลก
12,502,วังทอง-เข็กน้อย,297+859,2599,2912,6,4,72,918,197,99,67,47,6921,7.022,10,260,ขท.พิษณุโลกที่2(วังทอง),พิษณุโลก
12,601,เข็กน้อย-แยกอาเซียน,325+373,1899,196,9,11,5,3429,172,34,44,15,5814,4.833,10,773,ขท.เพชรบูรณ์ที่1,เพชรบูรณ์
12,601,เข็กน้อย-แยกอาเซียน,343+373,1721,475,5,0,6,3290,173,74,46,20,5810,5.491,6,549,ขท.เพชรบูรณ์ที่1,เพชรบูรณ์
12,602,แยกอาเซียน-น้ำดุก,357+943,3068,1852,0,0,0,4036,407,58,69,24,9514,5.865,37,2307,ขท.เพชรบูรณ์ที่1,เพชรบูรณ์
12,603,น้ำดุก-ห้วยซำมะคาว,383+989,532,649,2,0,0,993,93,34,24,16,2343,7.128,0,244,ขท.เพชรบูรณ์ที่1,เพชรบูรณ์
12,603,น้ำดุก-ห้วยซำมะคาว,409+043,541,657,0,0,0,1025,94,33,27,16,2393,7.104,0,260,ขท.เพชรบูรณ์ที่1,เพชรบูรณ์
12,701,ห้วยซำมะคาว-ร่องแซง,436+385,1145,1216,85,76,87,2272,580,441,730,546,7178,34.271,69,918,ขท.ขอนแก่นที่2(ชุมแพ),ชัยภูมิ
12,702,ร่องแซง-หนองแก,469+996,7350,3379,230,178,219,15254,866,732,703,624,29535,11.248,33,6099,ขท.ขอนแก่นที่2(ชุมแพ),ขอนแก่น
12,702,ร่องแซง-หนองแก,472+549,5394,4684,114,111,107,24534,1094,1237,1460,1245,39980,13.142,45,4663,ขท.ขอนแก่นที่2(ชุมแพ),ขอนแก่น
12,703,หนองแก-บ้านฝาง,508+049,5122,2297,409,305,303,13208,683,535,518,370,23750,11.427,294,2250,ขท.ขอนแก่นที่2(ชุมแพ),ขอนแก่น
12,703,หนองแก-บ้านฝาง,532+149,8089,431,146,17,22,8518,613,222,588,347,18993,9.525,2,2286,ขท.ขอนแก่นที่2(ชุมแพ),ขอนแก่น
12,801,บ้านฝาง-ขอนแก่น,545+249,23795,12007,599,505,306,593,851,705,578,511,40450,8.544,301,5278,ขท.ขอนแก่นที่1,ขอนแก่น
12,802,ขอนแก่น-พรหมนิมิตร,562+054,5458,4747,314,108,238,9831,450,320,203,156,21825,6.758,0,6058,ขท.ขอนแก่นที่1,ขอนแก่น
12,803,พรหมนิมิตร-ห้วยสีดา,584+354,7304,1588,21,22,26,8759,468,354,298,392,19232,8.111,31,5262,ขท.ขอนแก่นที่1,มหาสารคาม
12,901,ห้วยสีดา-ลำน้ำพาน,599+554,4798,4994,32,14,12,7516,3166,1898,967,107,23504,26.225,144,2779,ขท.กาฬสินธุ์,กาฬสินธุ์
12,901,ห้วยสีดา-ลำน้ำพาน,620+666,6015,10573,675,22,30,2548,1198,450,304,239,22054,10.17,16,1779,ขท.กาฬสินธุ์,กาฬสินธุ์
12,902,ลำน้ำพาน-หนองผ้าอ้อม,631+135,4863,3621,733,861,761,4158,837,740,481,506,17561,23.837,394,3097,ขท.กาฬสินธุ์,กาฬสินธุ์
12,902,ลำน้ำพาน-หนองผ้าอ้อม,646+120,3500,2142,486,462,563,2475,613,584,555,398,11778,26.957,262,1711,ขท.กาฬสินธุ์,กาฬสินธุ์
12,904,ลำน้ำพาน-บ้านหลุบ,3+500,589,895,69,50,37,408,132,68,138,81,2467,20.511,175,521,ขท.กาฬสินธุ์,กาฬสินธุ์
12,905,บ้านหลุบ-นาไคร้,20+784,2265,1407,0,0,6,174,273,163,106,67,4461,13.786,29,728,ขท.กาฬสินธุ์,กาฬสินธุ์
12,1000,สี่แยกสมเด็จ-คำพอก,684+121,1291,618,16,0,1,2869,232,129,151,177,5484,12.582,6,1175,ขท.สกลนครที่1,กาฬสินธุ์
