ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง(ไม่เกิน7คน),รถยนต์นั่ง(เกิน7คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก(4ล้อ),รถบรรทุกขนาด2เพลา(6ล้อ),รถบรรทุกขนาด3เพลา(10ล้อ),รถบรรทุกพ่วง(มากกว่า3เพลา),รถบรรทุกกึ่งพ่วง(มากกว่า3เพลา),รวม,%ของยานยนต์หนัก,จักรยาน2ล้อและจักรยาน3ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
2129,100,ทางเข้าลำนารายณ์,1+000,9422,3879,698,627,661,7762,1140,667,523,426,25805,15.671,2,4957,ขท.ลพบุรีที่2(ลำนารายณ์),ลพบุรี
2131,100,ขอนแก่น-บ้านสะอาด,2+493,6257,4592,445,24,567,12344,549,249,218,99,25344,6.731,32,5189,ขท.ขอนแก่นที่1,ขอนแก่น
2132,100,ท่าแร่-นาเพียง,10+661,253,90,0,8,0,953,98,27,31,15,1475,12.136,14,506,ขท.สกลนครที่1,สกลนคร
2133,100,ศรีบุญเรือง-ภูเวียง,0+500,3512,515,5,6,16,544,268,118,307,97,5388,15.071,14,1832,ขท.หนองบัวลำภู,หนองบัวลำภู
2133,100,ศรีบุญเรือง-ภูเวียง,34+000,1845,276,7,0,7,299,178,116,189,97,3014,19.476,4,1203,ขท.หนองบัวลำภู,ขอนแก่น
2134,101,ลืออำนาจ-พนา,2+000,1357,768,206,173,160,1905,287,231,74,93,5254,19.376,157,1297,ขท.อำนาจเจริญ,อำนาจเจริญ
2134,101,ลืออำนาจ-พนา,21+724,765,787,265,118,159,738,101,71,78,92,3174,19.502,177,532,ขท.อำนาจเจริญ,อำนาจเจริญ
2134,102,พนา-ตระการพืชผล,42+171,2865,2662,254,297,260,872,321,135,129,127,7922,16.019,212,1932,ขท.อำนาจเจริญ,อุบลราชธานี
2134,103,ตระการพืชผล-ดอนใหญ่,43+995,2492,1997,230,238,227,824,315,228,139,98,6788,18.341,158,1913,ขท.อำนาจเจริญ,อุบลราชธานี
2134,200,ดอนใหญ่-โขงเจียม,79+969,1645,2023,18,18,3,1561,161,38,89,14,5570,5.799,42,1701,ขท.อุบลราชธานีที่2,อุบลราชธานี
2135,100,ดอนใหญ่-หนามแท่ง,4+500,2038,833,232,243,255,800,210,139,81,103,4934,20.896,174,1930,ขท.อำนาจเจริญ,อุบลราชธานี
2135,100,ดอนใหญ่-หนามแท่ง,36+391,713,209,197,232,183,2337,98,116,109,86,4280,19.252,167,1348,ขท.อำนาจเจริญ,อุบลราชธานี
2138,100,บ้านใหม่-นาด้วง,8+500,4419,1301,85,9,7,394,0,3,5,3,6226,0.434,39,3049,ขท.เลยที่1,เลย
2140,100,วังสะพุง-นาหลวง,1+000,624,38,6,1,0,1948,95,27,31,11,2781,5.933,8,628,ขท.เลยที่1,เลย
2140,100,วังสะพุง-นาหลวง,14+551,316,16,2,0,0,965,52,9,0,1,1361,4.555,22,1105,ขท.เลยที่1,เลย
2141,100,ตาดข่า-ภูป่าไผ่,10+300,1111,126,13,0,0,221,120,20,8,1,1620,9.198,14,1202,ขท.เลยที่1,เลย
2142,100,บ้านโพธิ์-โคกโขง,2+000,189,80,4,1,1,136,16,1,0,0,428,4.439,18,199,ขท.บึงกาฬ,บึงกาฬ
2145,100,หนองยาง-บ้านซาง,2+000,186,55,9,9,4,240,22,6,5,6,542,9.594,22,196,ขท.บึงกาฬ,บึงกาฬ
2146,100,หนองบัวลำภู-เขื่อนอุบลรัตน์,38+000,1074,1584,41,43,20,297,101,94,246,70,3570,16.078,1,967,ขท.หนองบัวลำภู,หนองบัวลำภู
2146,100,หนองบัวลำภู-เขื่อนอุบลรัตน์,42+064,955,631,4,0,1,141,60,56,319,110,2277,23.979,0,532,ขท.หนองบัวลำภู,หนองบัวลำภู
2146,100,หนองบัวลำภู-เขื่อนอุบลรัตน์,56+214,1897,297,15,0,6,450,133,55,122,78,3053,12.905,5,495,ขท.หนองบัวลำภู,ขอนแก่น
2148,101,ด่านขุนทด-โคกสะอาด,2+000,1928,1589,283,234,328,668,344,197,184,217,5972,25.184,5,1846,ขท.นครราชสีมาที่2,นครราชสีมา
2150,101,บ้านวัด-คง,3+675,2039,182,4,9,0,369,163,43,35,51,2895,10.397,9,966,ขท.นครราชสีมาที่1,นครราชสีมา
2150,102,คง-โนนไทย,23+804,735,250,6,0,22,297,95,41,36,27,1509,14.645,4,580,ขท.นครราชสีมาที่1,นครราชสีมา
2150,102,คง-โนนไทย,59+558,2688,180,1,0,4,452,139,31,76,19,3590,7.493,16,850,ขท.นครราชสีมาที่1,นครราชสีมา
2156,100,ยางตลาด-บ้านเสียว,7+000,2021,316,16,6,0,2185,1821,54,37,25,6481,29.98,11,1550,ขท.กาฬสินธุ์,กาฬสินธุ์
2157,101,ขุขันธ์-แยกโคกตาล,3+800,1744,134,64,11,7,3730,131,29,36,21,5907,3.978,24,2992,ขท.ศรีสะเกษที่1,ศรีสะเกษ
2159,100,ชัยภูมิ-ห้วยยางดำ,20+000,1888,998,4,57,0,2009,193,96,49,44,5338,8.224,34,724,ขท.ชัยภูมิ,ชัยภูมิ
2159,201,ห้วยยางดำ-เกษตรสมบูรณ์,67+850,1356,1216,10,0,0,2035,214,206,94,74,5205,11.297,25,1234,ขท.ขอนแก่นที่2(ชุมแพ),ชัยภูมิ
2159,202,เกษตรสมบูรณ์-หนองหล่ม,80+350,1353,1889,16,0,0,1841,258,200,138,95,5790,11.934,25,1656,ขท.ขอนแก่นที่2(ชุมแพ),ชัยภูมิ
2160,100,คง-บ้านเหลื่อม,3+685,497,153,0,0,0,1159,44,22,45,20,1940,6.753,2,853,ขท.นครราชสีมาที่1,นครราชสีมา
