ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก (4 ล้อ),รถบรรทุกขนาด 2 เพลา (6ล้อ),รถบรรทุกขนาด 3 เพลา (10ล้อ),รถบรรทุกพ่วง (มากกว่า 3 เพลา),รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,% ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
113,101,สามแยกวังชมภู - ชนแดน,15+253,1902,85,10,2,6,797,56,28,34,22,2942,5.031,11,640,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
113,102,ชนแดน - ดงขุย,38+678,645,151,24,0,3,1369,76,29,42,18,2357,7.128,16,682,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
114,100,ดอยติ - ลำพูน,2+168,19059,1064,19,17,23,182,88,87,52,52,20643,1.545,54,15966,ลำพูน,ลำพูน
115,100,กำแพงเพชร - แก้วสุวรรณ,4+000,6536,2621,45,3,0,9779,249,195,181,133,19742,3.855,15,5569,กำแพงเพชร,กำแพงเพชร
115,301,บึงบัว - คลองโนน,73+135,4012,1152,0,0,0,1752,499,258,248,359,8280,16.473,66,1978,พิจิตร,พิจิตร
115,302,คลองโนน - เนินสมอ,89+000,3457,1606,4,2,2,4267,120,70,64,34,9626,3.033,14,5274,พิจิตร,พิจิตร
115,200,แก้วสุวรรณ - บึงบัว,40+400,2396,2179,9,0,4,3188,387,336,349,428,9276,16.214,57,1249,พิษณุโลกที่ 1,กำแพงเพชร
115,302,คลองโนน - เนินสมอ,95+011,2308,541,5,0,1,127,123,103,77,95,3380,11.805,25,944,พิจิตร,พิจิตร
116,101,ป่าสัก - สะปุ๋ง,1+000,18312,628,16,16,10,257,273,113,66,74,19765,2.793,58,16019,ลำพูน,ลำพูน
116,101,ป่าสัก - สะปุ๋ง,15+600,11080,737,69,8,10,553,385,239,225,142,13448,7.503,100,8365,ลำพูน,ลำพูน
116,200,บ้านเรือน - ท่าวังพร้าว,24+300,3619,1360,113,52,36,1482,845,351,170,44,8072,18.558,42,1013,เชียงใหม่ที่ 1,เชียงใหม่
117,101,นครสวรรค์ - หนองเต่า,8+900,17101,3302,91,59,102,1179,925,560,359,242,23920,9.394,5,5587,นครสวรรค์ที่ 1,นครสวรรค์
117,301,หนองนา - พิษณุโลก,123+587,10122,6559,95,96,203,8325,850,1003,1023,1006,29282,14.278,169,4329,พิษณุโลกที่ 1,พิษณุโลก
117,202,เนินสว่าง - หนองนา,88+934,9562,4604,131,73,137,5043,1014,535,737,855,22691,14.768,41,891,พิจิตร,พิจิตร
117,201,คลองพลังด้านใต้ - เนินสว่าง,42+357,7841,3985,0,8,16,1222,700,641,728,721,15862,17.741,0,426,พิจิตร,พิจิตร
117,402,ไร่อ้อย - อุตรดิตถ์,237+726,1973,1417,16,3,15,3111,143,47,12,3,6740,3.309,13,3014,อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,402,ไร่อ้อย - อุตรดิตถ์,228+500,1478,730,0,0,0,1443,116,162,98,17,4044,9.718,27,1055,อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,325+156,1420,1314,169,135,105,1398,361,371,219,200,5692,24.438,233,1355,อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,365+506,1418,828,123,45,15,1248,510,247,11,0,4445,18.628,259,1121,อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,302,คลองเมม - พญาแมน,184+551,1403,1182,0,0,0,884,648,438,383,309,5247,33.886,208,1526,พิษณุโลกที่ 1,พิษณุโลก
117,403,ป่าขนุน - วังผาชัน,256+700,1395,384,38,32,0,334,144,44,37,45,2453,12.311,15,680,อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,302,คลองเมม - พญาแมน,150+053,700,482,0,0,0,267,208,183,184,21,2045,29.144,14,392,พิษณุโลกที่ 1,พิษณุโลก
117,501,วังผาชัน - น้ำปาด,310+700,633,566,23,16,14,1183,424,382,16,2,3259,26.204,0,975,อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,401,พญาแมน - ไร่อ้อย,197+000,628,277,68,2,17,1440,110,91,112,20,2765,12.731,1,508,อุตรดิตถ์ที่ 1,อุตรดิตถ์
118,100,เชียงใหม่ - ดอยนางแก้ว,0+500,26750,18515,4172,2149,1852,20551,2095,1359,508,405,78356,10.679,633,21835,เชียงใหม่ที่ 2,เชียงใหม่
118,201,ดอยนางแก้ว - แม่สรวย,87+800,6069,4471,1094,981,1000,6221,1834,1143,933,945,24691,27.686,489,5347,เชียงรายที่ 1,เชียงราย
118,201,ดอยนางแก้ว - แม่สรวย,53+200,5399,4506,1378,1031,1168,5408,1351,1245,992,761,23239,28.177,29,1512,เชียงรายที่ 1,เชียงราย
118,201,ดอยนางแก้ว - แม่สรวย,124+600,4329,3760,445,329,389,4672,1159,643,404,431,16561,20.258,213,3768,เชียงรายที่ 1,เชียงราย
118,100,เชียงใหม่ - ดอยนางแก้ว,20+200,4277,3340,1006,342,449,4733,636,523,364,253,15923,16.121,681,2885,เชียงใหม่ที่ 2,เชียงใหม่
118,202,แม่สรวย - ดงมะดะ,156+500,3796,313,54,61,80,4143,321,91,131,51,9041,8.13,21,1134,เชียงรายที่ 1,เชียงราย
120,200,ปากบอก - แม่เฮียว,46+300,1565,1721,699,658,618,2474,840,744,686,583,10588,38.997,592,1922,ลำปางที่ 2,ลำปาง
120,100,พะเยา - ปากบอก,9+000,1069,509,10,0,15,1110,75,22,21,23,2854,5.466,36,225,พะเยา,พะเยา
121,101,เหมืองกุง - ต้นเปา,1+000,21012,2749,396,200,147,13706,1160,575,382,228,40555,6.638,91,11258,เชียงใหม่ที่ 2,เชียงใหม่
121,104,ต้นพยอม - เหมืองกุง,44+400,19909,1191,251,14,34,10799,193,93,69,22,32575,1.305,43,8520,เชียงใหม่ที่ 2,เชียงใหม่
121,102,ต้นเปา - ดอนแก้ว,16+000,16817,4476,108,24,24,9718,903,325,201,147,32743,4.96,74,7900,เชียงใหม่ที่ 2,เชียงใหม่
121,103,ดอนแก้ว - ต้นพยอม,38+000,9897,2655,141,30,11,4870,235,86,59,10,17994,2.395,48,6020,เชียงใหม่ที่ 2,เชียงใหม่
122,102,ทางเลี่ยงเมืองนครสวรรค์ด้านตะวันตก,9+100,8055,4014,0,0,112,2105,2158,2473,2809,3204,24930,43.145,0,1173,นครสวรรค์ที่ 1,นครสวรรค์
123,100,ทางเลี่ยงเมืองแม่สาย,3+984,954,573,37,78,10,1842,1151,806,516,216,6183,44.913,56,1729,เชียงรายที่ 1,เชียงราย
125,101,วังวน - แจกัน,7+000,1655,2145,99,51,76,628,376,297,438,215,5980,24.298,40,560,สุโขทัย,สุโขทัย
126,103,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศใต้,33+891,9358,560,97,9,29,8112,686,355,419,344,19969,9.224,13,1197,พิษณุโลกที่ 1,พิษณุโลก
126,101,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,0+000,6564,5549,9,9,67,3699,3234,2354,1788,1388,24661,35.846,4,4278,พิษณุโลกที่ 1,พิษณุโลก
126,102,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,19+000,5398,4414,343,329,506,3190,846,541,455,408,16430,18.777,293,2294,พิษณุโลกที่ 1,พิษณุโลก
126,104,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศใต้,47+718,3420,2211,99,148,152,7293,1453,1020,702,540,17038,23.565,45,1850,พิษณุโลกที่ 1,พิษณุโลก
127,100,ทางเลี่ยงเมืองลำปาง,1+600,8108,6090,628,515,609,4917,2041,1646,1115,927,26596,25.767,366,4189,ลำปางที่ 1,ลำปาง
128,100,ทางเลี่ยงเมืองแม่ฮ่องสอน,0+500,1820,545,59,10,0,1765,147,35,19,11,4411,5.033,12,2272,แม่ฮ่องสอน,แม่ฮ่องสอน
129,102,ทางเลี่ยงเมืองแพร่,8+939,2937,1591,59,0,58,4586,530,366,396,398,10921,16.006,18,1564,แพร่,แพร่
130,100,ทางเข้าสะพานข้ามแม่น้ำเมยแห่งที่2ที่แม่สอด,8+500,418,76,7,1,10,261,340,316,363,512,2304,66.927,14,196,ตากที่ 2 (แม่สอด),ตาก
131,100,ทางเลี่ยงเมืองเชียงราย,3+000,6698,6718,46,21,28,8310,153,98,85,63,22220,2.016,89,5334,เชียงรายที่ 1,เชียงราย
201,404,ปากปวน - ปากภู,352+057,13727,4515,66,33,24,2340,10,5,6,10,20736,0.424,121,9794,เลยที่ 1,เลย
201,201,หนองบัวโคก - บ้านลี่,66+664,13649,2229,55,33,100,15008,3143,3542,4004,4071,45834,32.493,117,2968,ชัยภูมิ,ชัยภูมิ
201,201,หนองบัวโคก - บ้านลี่,81+164,11444,2139,33,53,143,16654,2128,2293,2369,2417,39673,23.701,81,2802,ชัยภูมิ,ชัยภูมิ
201,404,ปากปวน - ปากภู,341+398,9079,2351,40,22,26,2593,9,8,5,4,14137,0.523,130,6512,เลยที่ 1,เลย
201,101,ทางต่างระดับสีคิ้ว - หินหล่อง,11+993,4620,4650,81,60,126,1238,1579,1513,929,772,15568,31.982,8,1357,นครราชสีมาที่ 2,นครราชสีมา
201,202,บ้านลี่ - สี่แยกโรงต้ม,125+164,4158,1638,7,2,86,7755,545,348,566,684,15789,14.13,3,834,ชัยภูมิ,ชัยภูมิ
201,303,ท่าเดื่อ - ชุมแพ,218+754,3916,3276,154,171,232,7019,868,835,890,848,18209,21.11,88,4609,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
201,301,ช่องสามหมอ - บ้านแข้,191+731,3904,189,79,9,60,3207,391,277,418,551,9085,18.778,9,786,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
201,301,ช่องสามหมอ - บ้านแข้,163+067,3710,1587,38,46,93,8946,949,890,1062,1299,18620,23.303,0,1549,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
201,405,ปากภู - เชียงคาน,369+357,2751,315,16,48,34,4437,210,80,135,35,8061,6.724,11,1424,เลยที่ 1,เลย
201,401,ผานกเค้า - หลักร้อยหกสิบ,277+757,2125,271,32,24,15,400,286,173,259,154,3739,24.365,2,746,เลยที่ 1,เลย
