datetime,เกิดเหตุ,temperature_F,humidity_%,pressure_in,less4whells,4whells,more4whells,day_of_week,is_weekend,is_holiday
2023-05-31,0,84.16666666666667,76.85416666666667,29.680625000000003,89,407,93,2,0,0
2023-06-01,0,85.22916666666667,72.83333333333333,29.669375,93,414,94,3,0,0
2023-06-02,1,85.66666666666667,72.04166666666667,29.675,88,418,91,4,0,0
2023-06-03,1,84.33333333333333,76.10416666666667,29.69875,86,412,89,5,1,1
2023-06-04,0,84.60416666666667,71.83333333333333,29.6875,95,423,91,6,1,0
2023-06-05,0,83.22916666666667,77.25,29.663125,90,408,96,0,0,1
2023-06-06,2,82.25,80.5625,29.67375,78,424,94,1,0,0
2023-06-07,1,82.29166666666667,79.625,29.684375000000003,91,405,93,2,0,0
2023-06-08,0,84.85416666666667,75.60416666666667,29.700625,90,410,95,3,0,0
2023-06-09,0,84.9375,76.91666666666667,29.665625,89,406,92,4,0,0
2023-06-10,0,82.75,80.75,29.653125000000003,89,405,95,5,1,0
2023-06-11,0,82.125,84.875,29.655625,85,408,90,6,1,0
2023-06-12,0,83.61702127659575,78.82978723404256,29.65404255319149,87,399,93,0,0,0
2023-06-13,0,84.16666666666667,77.39583333333333,29.665625,90,415,96,1,0,0
2023-06-14,0,83.44680851063829,79.93617021276596,29.71468085106383,78,415,90,2,0,0
2023-06-15,0,82.77083333333333,81.89583333333333,29.6975,89,416,98,3,0,0
2023-06-16,0,83.97916666666667,80.22916666666667,29.665000000000003,91,407,90,4,0,0
2023-06-17,1,81.35416666666667,83.79166666666667,29.691875,85,411,94,5,1,0
2023-06-18,0,80.16666666666667,83.0625,29.7375,92,398,95,6,1,0
2023-06-19,0,83.29166666666667,75.08333333333333,29.690625,90,409,97,0,0,0
2023-06-20,0,84.0625,74.29166666666667,29.686875,87,406,91,1,0,0
2023-06-21,0,85.22916666666667,68.14583333333333,29.7075,90,405,92,2,0,0
2023-06-22,0,81.66666666666667,78.60416666666667,29.706875,83,419,96,3,0,0
2023-06-23,0,82.66666666666667,79.125,29.6725,91,407,90,4,0,0
2023-06-24,0,82.77083333333333,79.89583333333333,29.665625,90,403,91,5,1,0
2023-06-25,1,80.54166666666667,87.10416666666667,29.670625,90,405,93,6,1,0
2023-06-26,0,81.39583333333333,84.58333333333333,29.685625,75,412,92,0,0,0
2023-06-27,0,80.625,84.72916666666667,29.696875,87,411,95,1,0,0
2023-06-28,0,81.54166666666667,81.20833333333333,29.711875000000003,88,405,89,2,0,0
2023-06-29,0,82.6875,76.41666666666667,29.690625,94,399,97,3,0,0
2023-06-30,0,81.66666666666667,82.5625,29.684375000000003,87,408,91,4,0,0
2023-07-01,0,80.72916666666667,82.47916666666667,29.711875000000003,80,415,94,5,1,0
2023-07-02,0,84.10416666666667,71.60416666666667,29.715,91,414,92,6,1,0
2023-07-03,0,84.125,75.47916666666667,29.713125,93,399,96,0,0,0
2023-07-04,0,84.5,77.72916666666667,29.69375,89,395,90,1,0,0
2023-07-05,0,84.8125,74.77083333333333,29.688125,90,403,94,2,0,0
2023-07-06,0,84.45833333333333,71.97916666666667,29.71375,89,401,91,3,0,0
2023-07-07,0,83.27083333333333,78.875,29.711875000000003,87,408,93,4,0,0
