datetime,เกิดเหตุ,temperature_F,humidity_%,wind_speed_kmh,pressure_in,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,day_of_week,is_weekend,is_holiday
2020-01-01,0,80.92041666666667,74.97375000000001,10.312291666666667,29.818749999999998,108.0,540.0,84.0,2,0,1
2020-01-02,0,81.845,78.11354166666666,8.920416666666666,29.743750000000002,104.0,448.0,96.0,3,0,0
2020-01-03,0,81.63875,75.49458333333334,7.069375,29.70875,95.0,383.0,107.0,4,0,0
2020-01-04,0,85.61770833333333,75.92458333333333,5.4675,29.66604166666667,84.0,345.0,103.0,5,1,0
2020-01-05,0,83.28208333333333,78.66395833333333,4.600208333333334,29.666666666666668,80.0,375.0,97.0,6,1,0
2020-01-06,0,83.51916666666666,81.13020833333333,4.04375,29.715,86.0,388.0,95.0,0,0,0
2020-01-07,0,80.03937499999999,92.78708333333333,3.3716666666666666,29.647916666666664,92.0,390.0,98.0,1,0,0
2020-01-08,0,79.24604166666667,94.24958333333332,4.734583333333333,29.61791666666667,94.0,340.0,102.0,2,0,0
2020-01-09,0,82.924375,83.94,4.21375,29.622708333333332,100.0,357.0,105.0,3,0,0
2020-01-10,0,80.43020833333334,92.35645833333332,3.001875,29.624791666666667,98.0,427.0,100.0,4,0,0
2020-01-11,0,79.983125,90.39583333333333,1.64375,29.715208333333333,99.0,403.0,97.0,5,1,1
2020-01-12,0,74.86416666666666,100.0,2.982083333333333,29.705833333333334,86.0,404.0,99.0,6,1,0
2020-01-13,0,81.52958333333333,78.55270833333334,6.9991666666666665,29.67979166666667,82.0,358.0,105.0,0,0,0
2020-01-14,0,80.74020833333334,76.7075,7.726875,29.714166666666667,93.0,346.0,99.0,1,0,0
2020-01-15,0,79.808125,76.27374999999999,7.661458333333333,29.72791666666667,90.0,361.0,103.0,2,0,0
2020-01-16,0,78.91479166666666,78.038125,6.212083333333333,29.745,88.0,400.0,99.0,3,0,0
2020-01-17,0,80.73854166666666,79.50291666666666,6.768541666666667,29.760208333333335,79.0,485.0,93.0,4,0,0
2020-01-18,0,82.58,77.953125,8.262916666666667,29.740624999999998,82.0,648.0,98.0,5,1,0
2020-01-19,0,82.28270833333333,79.45020833333334,7.788333333333333,29.74145833333333,80.0,584.0,98.0,6,1,0
2020-01-20,0,82.72708333333334,76.70666666666666,8.096458333333333,29.769375,81.0,419.0,104.0,0,0,0
2020-01-21,0,82.69500000000001,77.13854166666667,8.591666666666667,29.810625,86.0,391.0,98.0,1,0,0
2020-01-22,0,82.235,77.045625,8.906458333333333,29.786458333333332,78.0,448.0,101.0,2,0,0
2020-01-23,1,82.77979166666667,78.86,7.534583333333334,29.75708333333333,79.0,491.0,101.0,3,0,0
2020-01-24,0,81.20916666666666,72.91041666666666,7.080625,29.752291666666665,85.0,426.0,94.0,4,0,0
2020-01-25,1,79.67375,75.02958333333333,5.642083333333333,29.72458333333333,86.0,458.0,95.0,5,1,0
2020-01-26,0,80.42270833333333,78.97500000000001,4.2472916666666665,29.703541666666666,87.0,458.0,99.0,6,1,0
