ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
32,202,อ่างทอง - ไชโย,49+087,19936,9991,1361,150,840,5904,2102,1338,1904,2425,45951,19.06,31,2106,อ่างทอง,อ่างทอง
32,302,สิงห์ใต้ - สิงห์เหนือ,84+000,14348,2147,21,107,480,9214,1711,1857,2936,2734,35555,27.63,7,629,สิงห์บุรี,สิงห์บุรี
32,400,โพนางดำออก - ท่าฉนวน,130+000,20087,7595,3,81,337,4411,1685,1397,2647,3538,41781,23.18,1,431,ชัยนาท,ชัยนาท
32,400,โพนางดำออก - ท่าฉนวน,133+000,20836,5534,27,196,218,2906,1845,3252,5286,6325,46425,36.88,1,352,ชัยนาท,ชัยนาท
32,400,โพนางดำออก - ท่าฉนวน,139+625,18432,5442,56,99,196,4233,1714,1587,1985,2907,36651,23.16,24,460,ชัยนาท,ชัยนาท
33,100,สุพรรณบุรี - นาคู,1+133,7240,530,133,84,39,6884,189,97,44,4,15244,3.00,41,4181,สุพรรณบุรีที่ 1,สุพรรณบุรี
33,202,ป่าโมก - บางปะหัน,46+242,2043,2292,1186,665,604,1004,998,1292,1226,815,12125,46.19,1,734,อ่างทอง,พระนครศรีอยุธยา
33,300,บางปะหัน - โคกแดง,67+049,5076,324,289,25,54,43,326,330,1627,820,8914,35.70,21,548,อยุธยา,พระนครศรีอยุธยา
33,401,โคกแดง - หินกอง,79+748,4327,3701,60,5,186,7124,1126,843,941,344,18657,18.47,7,3341,สระบุรี,สระบุรี
33,402,หินกอง - คลองยาง,104+515,7675,2498,784,249,684,4071,2616,2373,2568,1876,25394,40.82,106,3487,สระบุรี,สระบุรี
33,501,คลองยาง - นครนายก,114+915,5100,5012,1097,1014,931,3007,3199,3644,3599,3285,29888,52.44,198,3802,นครนายก,นครนายก
33,502,นครนายก - ปากพลี,134+515,12132,3203,928,862,882,1097,1086,1265,920,668,23043,24.66,209,2664,นครนายก,นครนายก
33,601,ปากพลี - ประจันตคาม,152+715,5153,5044,300,220,286,4046,1981,1386,1316,1016,20748,29.91,147,3104,ปราจีนบุรี,ปราจีนบุรี
33,602,ประจันตคาม - พระปรง,217+177,5485,2076,140,21,165,3908,640,677,685,547,14344,19.07,25,933,ปราจีนบุรี,ปราจีนบุรี
33,701,พระปรง - โนนจิก,229+177,4616,1415,122,85,170,1999,616,584,438,378,10423,21.79,71,1339,สระแก้ว (วัฒนานคร),สระแก้ว
33,702,โนนจิก - อรัญประเทศ (เขตแดนไทย / กัมพูชา ),278+500,7352,2260,1382,349,420,3617,794,760,549,599,18082,19.20,253,4289,สระแก้ว (วัฒนานคร),สระแก้ว
34,101,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,3+904,108441,25090,1446,15,8833,20863,4698,4175,5630,0,179191,13.03,29,18139,สมุทรปราการ,กรุงเทพมหานคร
34,102,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,15+100,54729,34967,522,7669,7318,62101,14085,12642,11634,13836,219503,30.61,5,5119,สมุทรปราการ,สมุทรปราการ
34,200,บางวัว - บางปะกง,42+460,18006,13336,9060,8876,9427,19590,15478,14712,13549,11776,133810,55.17,0,8058,ฉะเชิงเทรา,ฉะเชิงเทรา
34,200,บางวัว - บางปะกง,46+200,10638,10167,7442,7392,7648,10296,9382,8070,8030,7318,86383,55.38,0,7218,ฉะเชิงเทรา,ฉะเชิงเทรา
34,300,บางปะกง - หนองไม้แดง,55+528,12965,9207,1279,934,1790,12843,7821,6624,4775,5879,64117,43.39,40,4424,ชลบุรีที่ 1,ชลบุรี
35,100,ดาวคะนอง -  แสมดำ,6+500,133852,39127,312,184,543,41584,10686,7123,3232,1765,238408,9.87,24,4841,ธนบุรี,กรุงเทพมหานคร
35,201,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,24+550,32288,18099,747,660,880,20055,12623,14079,12134,8407,119972,40.66,253,3419,สมุทรสาคร,สมุทรสาคร
35,202,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,30+700,30408,24371,267,1055,567,34629,7494,14614,13181,12499,139085,35.53,125,19265,สมุทรสาคร,สมุทรสาคร
35,301,นาโคก - แพรกหนามแดง,62+150,8082,8668,7100,6613,7012,6772,6275,6793,5735,4604,67654,54.74,591,5612,สมุทรสงคราม,สมุทรสงคราม
35,302,แพรกหนามแดง - วังมะนาว,82+833,10139,10230,7618,6650,7097,8119,8555,7448,6601,7516,79973,54.85,39,6370,สมุทรสงคราม,ราชบุรี
36,101,กระทิงลาย - บ้านโป่ง,2+000,11470,8124,141,160,2336,8301,2221,3005,2098,2240,40096,30.08,0,4251,ชลบุรีที่ 2,ชลบุรี
36,102,บ้านโป่ง - มะขามคู่,14+000,15344,7809,442,415,850,7268,2849,3315,5766,3719,47777,35.40,6,1191,ชลบุรีที่ 2,ชลบุรี
36,202,มาบข่า - ทับมา,37+087,6437,5156,296,308,228,6264,507,1241,2594,1033,24064,24.56,5,3519,ระยอง,ระยอง
36,202,มาบข่า - ทับมา,42+145,14618,4768,348,497,457,12366,1019,1361,1476,867,37777,15.03,7,3137,ระยอง,ระยอง
36,203,ทับมา - ปลวกเกตุ,56+369,10100,4928,112,455,87,13339,720,844,655,874,32114,11.32,27,4956,ระยอง,ระยอง
37,100,ชะอำ - วังโบสถ์,0+500,10275,8974,1637,1099,1248,2393,2446,2146,2166,1502,33886,31.30,8,1966,เพชรบุรี,เพชรบุรี
38,100,ทางยกระดับอนุสรณ์สถาน - รังสิต,2+850,16978,9581,2236,2863,419,11428,995,497,0,0,44997,10.61,0,0,ปทุมธานี,ปทุมธานี
41,102,เขาบ่อ - ท่าทอง,22+200,4223,4161,202,253,259,13755,1919,1903,1887,1870,30432,26.59,21,1966,ชุมพร,ชุมพร
41,102,เขาบ่อ - ท่าทอง,52+500,4014,3936,146,221,204,13114,1810,1823,1805,1756,28829,26.43,29,2745,ชุมพร,ชุมพร
41,103,ท่าทอง - สวนสมบูรณ์,65+450,7226,2601,59,84,227,6193,1628,1585,1449,1895,22947,29.93,13,2147,ชุมพร,ชุมพร
41,103,ท่าทอง - สวนสมบูรณ์,78+200,4708,1245,99,75,184,6642,1246,1366,1094,1256,17915,29.14,26,1121,ชุมพร,ชุมพร
41,202,เกาะมุกข์ - ควนรา,123+000,11421,5992,198,304,316,4906,2837,3469,2837,2863,35143,35.93,5,1530,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
41,202,เกาะมุกข์ - ควนรา,139+726,8259,5176,94,108,162,5267,1157,1146,1121,1111,23601,20.36,6,931,สุราษฎร์ธานีที่ 1 ,สุราษฎร์ธานี
41,300,ท่าโรงช้าง - ท่าชี,172+726,2938,2410,254,109,102,6763,1051,1392,1108,1745,17872,30.81,13,1572,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
41,400,ท่าชี - ถ้ำพรรณรา,211+803,7758,6908,14,19,110,4851,2876,3200,2749,2724,31209,37.42,3,2565,สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
41,400,ท่าชี - ถ้ำพรรณรา,225+603,8221,7980,0,8,117,4522,2985,2813,2652,2576,31874,34.99,3,4111,สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
41,400,ท่าชี - ถ้ำพรรณรา,227+976,6286,5958,1,0,63,4781,2712,2326,2130,1834,26091,34.74,3,6746,สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
41,501,ถ้ำพรรณรา - ทุ่งสง,291+210,8349,1680,97,6,61,7811,883,1357,1505,2125,23874,24.87,10,3023,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,502,ทุ่งสง - ร่อนพิบูลย์,314+986,4704,4191,426,303,191,9538,1157,1222,1220,1201,24153,21.92,15,4457,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,503,ร่อนพิบูลย์  - ไม้เสียบ,329+486,4028,3281,102,53,84,7062,735,1064,1161,1486,19056,24.05,34,1347,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,503,ร่อนพิบูลย์  - ไม้เสียบ,348+386,4260,3479,110,48,65,6360,862,1061,1128,1403,18776,24.32,22,933,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
41,601,ไม้เสียบ - สี่แยกโพธิ์ทอง,363+061,5419,4216,237,255,76,7346,636,864,752,723,20524,16.11,4,2373,พัทลุง,พัทลุง
42,101,คลองแงะ - นาทวี,10+480,1639,626,9,19,4,1677,144,164,159,467,4908,19.50,6,1231,สงขลาที่ 2 (นาหม่อม),สงขลา
42,102,นาทวี - ลำไพล,27+600,3949,3682,0,0,0,2893,93,69,75,39,10800,2.56,17,3384,สงขลาที่ 2 (นาหม่อม),สงขลา
42,102,นาทวี - ลำไพล,49+771,1085,535,4,0,0,806,69,49,5,0,2553,4.82,0,1201,สงขลาที่ 2 (นาหม่อม),สงขลา
42,103,ลำไพล - นาจวก,66+275,1248,210,8,6,2,1841,101,40,29,10,3495,5.38,16,1748,สงขลาที่ 2 (นาหม่อม),สงขลา
42,201,นาจวก - ดอนยาง,80+105,2749,176,130,12,10,2040,174,71,30,52,5444,6.41,15,1805,ปัตตานี,ปัตตานี
42,202,ดอนยาง - บ้านดี,93+511,3409,754,86,17,50,2599,288,159,116,99,7577,9.62,39,2119,ปัตตานี,ปัตตานี
42,202,ดอนยาง - บ้านดี,108+986,8361,1683,299,285,177,3275,677,736,59,61,15613,12.78,14,6496,ปัตตานี,ปัตตานี
42,204,ปาลัส - กอตอ,143+336,3185,3159,468,395,256,1190,615,427,338,265,10298,22.30,26,2504,ปัตตานี,ปัตตานี
42,204,ปาลัส - กอตอ,155+486,2777,2837,315,274,249,890,636,511,259,200,8948,23.79,21,1487,ปัตตานี,ปัตตานี
42,301,กอตอ - ปูต๊ะ,171+686,3215,3071,173,299,203,2182,1025,852,287,173,11480,24.73,87,1805,นราธิวาส,นราธิวาส
42,302,ปูต๊ะ - สะปอม,197+536,2543,1167,59,9,6,2491,58,70,52,35,6490,3.54,105,2627,นราธิวาส,นราธิวาส
42,303,สะปอม - ปาเสมัส,256+362,2925,2108,72,46,31,2997,241,216,53,32,8721,7.10,195,2290,นราธิวาส,นราธิวาส
43,201,นาหม่อม - จะนะ,8+317,6756,6488,165,72,88,6052,1295,813,702,623,23054,15.59,66,2378,สงขลาที่ 2 (นาหม่อม),สงขลา
43,201,นาหม่อม - จะนะ,29+617,11878,5140,163,40,27,6037,794,702,518,444,25743,9.81,31,2561,สงขลาที่ 2 (นาหม่อม),สงขลา
43,202,จะนะ - ปาแด,50+667,6791,2081,5,23,51,7638,482,491,285,264,18111,8.81,4,1287,สงขลาที่ 2 (นาหม่อม),สงขลา
43,300,ปาแด - มะพร้าวต้นเดียว,87+089,9066,707,23,8,28,4279,465,518,225,293,15612,9.85,6,1853,ปัตตานี,ปัตตานี
44,100,อ่าวลึก - บางสวรรค์,29+000,2447,1708,5,10,75,1588,252,494,241,183,7003,17.92,17,1933,พังงา,กระบี่
44,200,บางสวรรค์ - ทรัพย์ทวี,66+300,2364,442,74,0,3,2618,276,246,268,328,6619,16.94,0,439,สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
44,302,ท่าเรือ - หินโงก,110+057,2639,2262,72,66,88,3952,883,929,1082,935,12908,30.86,7,775,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
101,100,นครชุม - น้ำดิบ,3+163,9496,3548,198,66,49,9402,389,362,207,144,23861,5.10,72,7554,กำแพงเพชร,กำแพงเพชร
101,200,น้ำดิบ - คุยประดู่,18+663,3199,294,75,8,51,2389,252,225,440,159,7092,16.00,21,1005,ตากที่ 1,กำแพงเพชร
101,200,น้ำดิบ - คุยประดู่,28+200,1609,111,19,13,5,2677,66,354,567,233,5654,21.90,49,776,ตากที่ 1,กำแพงเพชร
101,301,คุยประดู่ - คลองโพธิ์,45+062,3975,222,66,29,40,920,161,74,84,79,5650,8.27,62,2516,สุโขทัย,สุโขทัย
101,301,คุยประดู่ - คลองโพธิ์,59+951,3587,226,97,79,61,191,112,120,118,79,4670,12.18,74,2442,สุโขทัย,สุโขทัย
101,302,คลองโพธิ์ - ท่าช้าง,82+375,4538,4271,712,234,232,385,339,273,235,267,11486,13.76,136,2585,สุโขทัย,สุโขทัย
101,303,ท่าช้าง - สวรรคโลก,93+874,3204,2954,185,59,89,809,250,174,170,102,7996,10.56,88,2300,สุโขทัย,สุโขทัย
101,304,สวรรคโลก - ศรีสัชนาลัย,115+044,1332,275,69,11,9,2423,275,130,123,107,4754,13.78,77,1097,สุโขทัย,สุโขทัย
101,305,ศรีสัชนาลัย - แม่สิน,151+919,1189,2315,466,147,93,716,156,135,138,111,5466,14.27,27,1867,สุโขทัย,สุโขทัย
101,305,ศรีสัชนาลัย - แม่สิน,190+272,657,797,7,63,66,215,144,121,123,81,2274,26.30,6,426,สุโขทัย,สุโขทัย
101,401,แม่สิน - ปางเคาะ,210+272,1856,1697,80,78,64,1106,139,128,83,75,5306,10.69,52,1543,แพร่,แพร่
101,402,แยกปากจั๊วะ - แยกเจริญราษฎร์,229+872,4073,802,90,0,48,5711,374,337,256,167,11858,9.97,21,1641,แพร่,แพร่
101,403,แยกนาแหลม - หนองห้า,259+511,3864,2310,61,60,63,5752,492,398,360,150,13510,11.27,28,1320,แพร่,แพร่
101,404,หนองห้า - สวนป่า,274+772,1814,987,136,81,99,2944,193,126,81,74,6535,10.01,44,2980,แพร่,แพร่
101,500,สวนป่า - สะพานพญาวัด,314+974,2644,830,7,0,169,413,336,297,157,72,4925,20.93,0,634,น่านที่ 1,น่าน
101,500,สวนป่า - สะพานพญาวัด,348+439,4707,1098,0,29,162,956,534,295,215,118,8114,16.68,16,1475,น่านที่ 1,น่าน
101,601,สี่แยกช้างเผือก - ปัว,399+284,6461,1378,204,95,176,1739,1144,516,238,166,12117,19.27,148,1838,น่านที่ 2,น่าน
101,601,สี่แยกช้างเผือก - ปัว,412+134,7771,2010,179,118,176,2041,1054,613,137,71,14170,15.31,141,3215,น่านที่ 2,น่าน
101,602,ปัว - ปางหก,458+174,1083,739,0,0,21,1487,163,145,90,15,3743,11.60,0,1908,น่านที่ 2,น่าน
101,602,ปัว - ปางหก,472+674,327,301,10,0,0,747,124,106,64,35,1714,19.20,0,972,น่านที่ 2,น่าน
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),486+774,169,11,0,0,0,57,48,60,84,105,534,55.62,0,192,น่านที่ 2,น่าน
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),494+674,117,11,0,0,0,57,28,40,56,76,385,51.95,0,167,น่านที่ 2,น่าน
101,603,ปางหก - จุดผ่านแดนถาวรห้วยโก๋น/น้ำเงิน (เขตแดนไทย/ลาว),502+958,204,44,0,0,0,79,64,119,148,159,817,59.98,0,287,น่านที่ 2,น่าน
102,101,อุตรดิตถ์ - ห้วยไผ่,0+200,4924,849,25,36,45,2470,180,78,22,21,8650,4.42,10,2214,อุตรดิตถ์ที่ 1,อุตรดิตถ์
102,102,ห้วยไผ่ - ห้วยช้าง,12+944,1465,657,94,15,29,2835,127,43,27,21,5313,4.93,6,1986,อุตรดิตถ์ที่ 1,อุตรดิตถ์
102,200,ห้วยช้าง - ศรีสัชนาลัย,22+444,1618,3352,248,131,159,156,197,150,158,110,6279,14.41,18,904,สุโขทัย,สุโขทัย
103,102,แม่ยางฮ่อ - แม่ตีบ,9+200,1769,1442,213,194,190,3044,292,226,198,170,7738,16.41,49,2211,แพร่,แพร่
103,102,แม่ยางฮ่อ - แม่ตีบ,33+218,2205,1790,165,124,149,3521,295,244,227,190,8910,13.79,49,2016,แพร่,แพร่
103,200,แม่ตีบ - งาว,56+000,2575,2068,1175,503,1203,2502,1840,1618,1527,1470,16481,49.52,306,1329,ลำปางที่ 2,ลำปาง
104,100,ตาก - สะพานวุฒิกุล,6+605,1056,798,29,0,0,291,66,23,8,11,2282,4.73,0,765,ตากที่ 1,ตาก
105,101,แม่สอด - ห้วยบง,4+590,5210,765,228,52,0,2234,248,170,130,106,9143,7.72,118,2446,ตากที่ 2 (แม่สอด),ตาก
105,102,ห้วยบง - แม่สลิดหลวง,35+000,1119,134,80,11,0,122,55,12,41,17,1591,8.55,0,565,ตากที่ 2 (แม่สอด),ตาก
105,103,แม่สลิดหลวง - แม่เงา,114+300,498,341,37,2,0,210,29,10,1,0,1128,3.72,4,947,ตากที่ 2 (แม่สอด),ตาก
105,103,แม่สลิดหลวง - แม่เงา,137+800,809,126,36,3,0,0,6,4,0,0,984,1.32,2,786,ตากที่ 2 (แม่สอด),ตาก
105,200,แม่เงา - แม่สะเรียง,221+500,601,22,11,0,0,1140,48,6,9,0,1837,3.43,2,1002,แม่ฮ่องสอน,แม่ฮ่องสอน
106,100,ดอนไชย - ห้วยหญ้าไทร,1+500,729,286,15,24,0,55,107,102,31,12,1361,20.28,18,403,ลำปางที่ 1,ลำปาง
106,201,ห้วยหญ้าไซ - ลี้,41+250,1990,1603,19,4,2,1330,941,752,500,279,7420,33.40,13,1679,ลำพูน,ลำพูน
106,202,ลี้ - ม่วงโตน,75+897,2228,551,92,16,11,1442,241,152,88,43,4864,11.33,18,1515,ลำพูน,ลำพูน
106,203,ม่วงโตน - ท่าจักร,122+000,1990,1035,620,239,172,4077,295,297,277,165,9167,15.76,68,811,ลำพูน,ลำพูน
106,203,ม่วงโตน - ท่าจักร,138+431,3698,1508,524,302,211,6159,981,784,702,489,15358,22.59,74,2989,ลำพูน,ลำพูน
106,204,ท่าจักร - อุโมงค์,153+600,9080,5605,2109,1646,1140,16022,1475,1101,681,542,39401,16.71,1372,16613,ลำพูน,ลำพูน
106,204,ท่าจักร - อุโมงค์,160+000,15487,10624,1392,1340,1237,17371,1827,1543,1139,501,52461,14.46,1094,16508,ลำพูน,ลำพูน
107,100,เชียงใหม่ - ขี้เหล็กหลวง,9+300,14796,6886,647,91,82,14135,522,188,180,0,37527,2.83,4,10496,เชียงใหม่ที่ 2,เชียงใหม่
107,201,ขี้เหล็กหลวง - แม่ทะลาย,37+315,5236,4428,1743,1278,49,315,242,115,81,30,13517,13.28,22,1183,เชียงใหม่ที่ 3,เชียงใหม่
107,202,แม่ทะลาย - หัวโท,64+700,3195,791,165,93,148,6064,419,173,115,60,11223,8.98,27,2059,เชียงใหม่ที่ 3,เชียงใหม่
107,202,แม่ทะลาย - หัวโท,73+055,2052,1117,91,1,35,5440,184,130,55,37,9142,4.84,5,1407,เชียงใหม่ที่ 3,เชียงใหม่
107,202,แม่ทะลาย - หัวโท,84+215,3683,1225,143,87,128,9918,255,201,142,80,15862,5.63,13,1774,เชียงใหม่ที่ 3,เชียงใหม่
107,203,หัวโท - ล้องอ้อ,115+842,2309,1187,70,96,83,5631,719,237,15,0,10347,11.11,40,888,เชียงใหม่ที่ 3,เชียงใหม่
107,204,ล้องอ้อ - เมืองงาม,145+462,4612,3025,80,40,46,8131,304,126,38,20,16422,3.50,68,6647,เชียงใหม่ที่ 3,เชียงใหม่
107,204,ล้องอ้อ - เมืองงาม,166+112,1778,960,94,66,18,3139,711,285,111,66,7228,17.39,55,2066,เชียงใหม่ที่ 3,เชียงใหม่
107,204,ล้องอ้อ - เมืองงาม,189+121,1588,759,47,0,0,3674,174,59,16,0,6317,3.94,63,2757,เชียงใหม่ที่ 3,เชียงใหม่
107,300,เมืองงาม - แม่จัน,209+431,432,307,74,3,0,1069,45,18,9,4,1961,4.03,11,184,เชียงรายที่ 1,เชียงราย
107,300,เมืองงาม - แม่จัน,238+238,710,323,60,0,0,1500,80,54,16,9,2752,5.78,37,447,เชียงรายที่ 1,เชียงราย
108,101,เชียงใหม่ - ปากทางท่าลี่,7+650,31928,626,970,126,89,19761,191,95,63,30,53879,1.10,35,16991,เชียงใหม่ที่ 1,เชียงใหม่
108,102,ปากทางท่าลี่ - สะพานแม่กลาง,57+000,1810,515,214,38,42,4196,366,121,1081,245,8628,21.94,31,2383,เชียงใหม่ที่ 1,เชียงใหม่
108,103,สะพานแม่กลาง - บ้านบ่อแก้ว,70+000,3809,4394,49,99,58,1654,1607,1492,1745,1423,16330,39.34,60,2187,เชียงใหม่ที่ 1,เชียงใหม่
108,104,บ้านบ่อแก้ว - สะพานแม่ริด,143+400,433,183,19,25,0,1619,130,74,55,22,2560,11.95,0,631,เชียงใหม่ที่ 1,เชียงใหม่
108,201,สะพานแม่ริด - ห้วยงู,156+700,274,51,0,0,1,1166,73,36,88,5,1694,11.98,0,274,แม่ฮ่องสอน,แม่ฮ่องสอน
108,201,สะพานแม่ริด - ห้วยงู,197+100,1111,157,47,2,0,801,100,40,22,48,2328,9.11,3,1082,แม่ฮ่องสอน,แม่ฮ่องสอน
108,202,ห้วยงู - หนองแห้ง,240+850,438,152,0,0,3,821,65,22,20,11,1532,7.90,4,1045,แม่ฮ่องสอน,แม่ฮ่องสอน
108,203,หนองแห้ง - แม่สุริน,269+100,471,47,10,0,0,184,60,33,3,7,815,12.64,4,408,แม่ฮ่องสอน,แม่ฮ่องสอน
108,203,หนองแห้ง - แม่สุริน,284+800,921,228,13,2,0,758,134,24,31,23,2134,10.03,0,637,แม่ฮ่องสอน,แม่ฮ่องสอน
108,204,แม่สุริน - ปางหมู,352+100,2888,668,33,0,5,652,146,23,24,13,4452,4.74,3,4131,แม่ฮ่องสอน,แม่ฮ่องสอน
109,100,แม่สรวย - ห้วยป่าไร่,28+000,1185,100,98,0,0,1831,90,78,4,41,3427,6.22,114,1269,เชียงรายที่ 1,เชียงราย
109,200,ห้วยป่าไร่ - ฝาง,61+000,1428,1340,73,0,0,2492,377,72,35,29,5846,8.78,35,1755,เชียงใหม่ที่ 3,เชียงใหม่
111,100,ทางเลี่ยงเมืองพิจิตร,5+900,2251,828,126,55,39,1675,183,150,186,84,5577,12.50,47,3283,พิจิตร,พิจิตร
112,100,ทางเลี่ยงเมืองกำแพงเพชร,3+000,4948,3439,5,3,3,5695,445,287,199,95,15119,6.83,1,4244,กำแพงเพชร,กำแพงเพชร
112,100,ทางเลี่ยงเมืองกำแพงเพชร,6+500,5360,1859,19,10,4,6622,301,372,338,185,15070,8.03,16,2952,กำแพงเพชร,กำแพงเพชร
113,101,สามแยกวังชมภู - ชนแดน,15+253,2010,130,10,7,12,405,63,19,58,18,2732,6.48,4,372,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
113,102,ชนแดน - ดงขุย,38+678,663,116,46,1,19,1747,109,48,266,19,3034,15.23,3,798,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
113,202,เขาทราย - ฆะมัง,69+253,5435,4302,8,1,13,1069,166,135,164,70,11363,4.83,15,1592,พิจิตร,พิจิตร
113,203,ฆะมัง - พิจิตร,106+209,4215,1766,3,2,11,3951,181,120,114,169,10532,5.67,19,3787,พิจิตร,พิจิตร
114,100,ดอยติ - ลำพูน,2+168,12183,9621,473,556,193,7539,424,456,114,71,31630,5.74,80,13198,ลำพูน,ลำพูน
115,100,กำแพงเพชร - แก้วสุวรรณ,4+000,5196,1632,15,24,4,9017,326,296,231,153,16894,6.12,26,4614,กำแพงเพชร,กำแพงเพชร
115,200,แก้วสุวรรณ - บึงบัว,40+400,1463,407,0,1,0,2423,137,160,315,410,5316,19.24,3,394,พิษณุโลกที่ 1,กำแพงเพชร
115,301,บึงบัว - คลองโนน,73+135,4079,571,182,9,6,4519,272,115,165,95,10013,6.61,198,2253,พิจิตร,พิจิตร
115,302,คลองโนน - เนินสมอ,89+000,3082,1616,20,4,6,3196,249,118,12,17,8320,4.88,0,3860,พิจิตร,พิจิตร
115,302,คลองโนน - เนินสมอ,95+011,2561,1198,45,15,34,169,207,208,72,16,4525,12.20,101,1615,พิจิตร,พิจิตร
116,101,ป่าสัก - สะปุ๋ง,1+000,14952,6202,1596,1165,939,18818,2822,2464,2117,1787,52862,21.37,811,15502,ลำพูน,ลำพูน
116,101,ป่าสัก - สะปุ๋ง,15+600,8855,4462,1145,1114,1317,12681,2371,1473,1155,882,35455,23.44,673,6031,ลำพูน,ลำพูน
116,200,บ้านเรือน - ท่าวังพร้าว,24+300,2107,294,48,0,0,3005,629,175,231,213,6702,18.62,10,812,เชียงใหม่ที่ 1,เชียงใหม่
117,101,นครสวรรค์ - หนองเต่า,8+900,15755,3391,154,97,88,1045,826,544,461,209,22570,9.86,7,5036,นครสวรรค์ที่ 1,นครสวรรค์
117,201,คลองพลังด้านใต้ - เนินสว่าง,42+357,9528,1130,0,32,48,1033,463,474,564,495,13767,15.08,6,452,พิจิตร,พิจิตร
117,202,เนินสว่าง - หนองนา,88+934,6887,1283,569,12,98,4598,1135,790,865,537,16774,20.49,17,440,พิจิตร,พิจิตร
117,301,หนองนา - พิษณุโลก,123+587,9716,6518,83,68,135,13544,770,1057,991,939,33821,11.71,66,2854,พิษณุโลกที่ 1,พิษณุโลก
117,302,คลองเมม - พญาแมน,150+053,705,329,0,0,0,104,86,53,67,0,1344,15.33,0,319,พิษณุโลกที่ 1,พิษณุโลก
117,302,คลองเมม - พญาแมน,184+551,1364,1382,0,0,0,928,849,485,364,330,5702,35.57,177,1279,พิษณุโลกที่ 1,พิษณุโลก
117,401,พญาแมน - ไร่อ้อย,197+000,497,403,0,3,1,1384,103,70,83,7,2551,10.47,8,566,อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,402,ไร่อ้อย - อุตรดิตถ์,228+500,1134,379,62,7,0,2056,119,80,58,20,3915,7.25,7,1497,อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,402,ไร่อ้อย - อุตรดิตถ์,237+726,2872,679,25,30,2,1877,155,30,21,10,5701,4.35,12,3336,อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,403,ป่าขนุน - วังผาชัน,256+700,1357,153,25,54,0,253,69,31,47,30,2019,11.44,3,538,อุตรดิตถ์ที่ 1,อุตรดิตถ์
117,501,วังผาชัน - น้ำปาด,310+700,610,545,13,6,6,1233,404,370,16,1,3204,25.06,0,943,อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,325+156,1683,1415,140,142,97,1526,312,333,311,279,6238,23.63,213,1729,อุตรดิตถ์ที่ 2,อุตรดิตถ์
117,502,น้ำปาด - นาไพร,365+506,1498,918,52,61,63,1255,495,316,289,310,5257,29.18,261,1510,อุตรดิตถ์ที่ 2,อุตรดิตถ์
118,100,เชียงใหม่ - ดอยนางแก้ว,0+500,27312,17788,3328,1918,1616,23976,1816,1028,387,292,79461,8.88,467,22418,เชียงใหม่ที่ 2,เชียงใหม่
118,100,เชียงใหม่ - ดอยนางแก้ว,20+200,4265,4014,692,193,457,4334,1299,566,383,187,16390,18.82,365,3363,เชียงใหม่ที่ 2,เชียงใหม่
