ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
12,303,สุโขทัย - บ้านกร่าง,184+769,5237,4072,74,96,113,904,344,176,77,40,11133,7.60,89,1791,สุโขทัย,สุโขทัย
12,401,บ้านกร่าง - พิษณุโลก,198+000,2959,3112,1316,1290,359,1953,572,534,572,488,13155,29.00,389,1375,พิษณุโลกที่ 1,สุโขทัย
12,401,บ้านกร่าง - พิษณุโลก,218+546,6615,7632,290,181,189,2645,887,458,457,467,19821,13.31,379,3720,พิษณุโลกที่ 1,พิษณุโลก
12,402,พิษณุโลก - ร้องโพธิ์,232+609,24658,24308,194,191,168,10693,576,339,158,104,61389,2.50,7,11650,พิษณุโลกที่ 1,พิษณุโลก
12,501,ร้องโพธิ์ - วังทอง,247+513,5208,5360,117,58,339,11959,647,672,522,240,25122,9.86,53,3522,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
12,502,วังทอง - เข็กน้อย,297+859,3014,3350,46,93,92,1060,257,186,86,63,8247,9.42,4,409,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
12,601,เข็กน้อย - แยกอาเซียน,325+373,3050,184,139,5,27,4511,164,60,65,8,8213,4.01,0,1011,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,601,เข็กน้อย - แยกอาเซียน,343+373,3825,933,54,14,31,4051,186,72,72,27,9265,4.34,1,726,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,602,แยกอาเซียน - น้ำดุก,357+943,4250,1851,34,14,21,5337,619,226,35,35,12422,7.65,16,3883,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,603,น้ำดุก - ห้วยซำมะคาว,383+443,775,1112,21,2,18,1415,132,21,22,15,3533,5.94,2,466,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,603,น้ำดุก - ห้วยซำมะคาว,409+043,729,1057,0,0,18,1344,127,22,19,14,3330,6.01,0,400,เพชรบูรณ์ที่ 1,เพชรบูรณ์
12,701,ห้วยซำมะคาว - ร่องแซง,436+385,2585,2808,422,345,382,3949,1457,1242,1787,1298,16275,40.01,231,1817,ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
12,702,ร่องแซง - หนองแก,469+996,9462,4758,466,490,628,12350,1176,1251,1345,1375,33301,18.81,138,6597,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,702,ร่องแซง - หนองแก,472+549,5767,3076,277,251,243,16320,1152,1115,1083,884,30168,15.67,58,5023,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,703,หนองแก - บ้านฝาง,508+049,10547,891,427,247,270,13262,479,489,609,386,27607,8.98,295,1358,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,703,หนองแก - บ้านฝาง,532+149,11941,430,245,73,264,10291,554,326,550,294,24968,8.26,4,3366,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
12,801,บ้านฝาง - ขอนแก่น,545+249,24527,12304,606,515,311,583,835,659,589,511,41440,8.25,320,5171,ขอนแก่นที่ 1,ขอนแก่น
12,802,ขอนแก่น - พรหมนิมิตร,562+054,5389,4412,335,110,131,8996,453,465,448,286,21025,9.00,0,5625,ขอนแก่นที่ 1,ขอนแก่น
12,803,พรหมนิมิตร - ห้วยสีดา,584+354,7324,1150,27,31,46,8553,439,306,300,223,18399,7.31,22,4663,ขอนแก่นที่ 1,มหาสารคาม
12,901,ห้วยสีดา - ลำน้ำพาน,599+554,4847,5156,45,20,14,7815,3235,1960,1015,123,24230,26.28,32,2709,กาฬสินธุ์,กาฬสินธุ์
12,901,ห้วยสีดา - ลำน้ำพาน,620+666,6111,10921,281,16,55,2534,1144,445,316,277,22100,10.20,26,1745,กาฬสินธุ์,กาฬสินธุ์
12,902,ลำน้ำพาน - หนองผ้าอ้อม,631+135,3929,2970,1090,788,920,5405,2207,1925,1253,787,21274,37.04,751,3745,กาฬสินธุ์,กาฬสินธุ์
12,902,ลำน้ำพาน - หนองผ้าอ้อม,646+120,2170,1804,862,951,1057,3315,1465,1161,1083,917,14785,44.87,885,2777,กาฬสินธุ์,กาฬสินธุ์
12,904,ลำน้ำพาน - บ้านหลุบ,3+500,788,809,78,66,67,372,149,59,77,55,2520,18.77,98,507,กาฬสินธุ์,กาฬสินธุ์
12,905,บ้านหลุบ - นาไคร้,20+784,2188,1342,4,0,0,292,125,102,105,19,4177,8.40,29,627,กาฬสินธุ์,กาฬสินธุ์
12,1000,สี่แยกสมเด็จ - คำพอก,684+121,2608,1786,36,11,35,4375,300,173,237,149,9710,9.32,8,1500,สกลนครที่ 1,กาฬสินธุ์
12,1000,สี่แยกสมเด็จ - คำพอก,699+921,1224,674,14,13,45,2238,167,112,148,85,4720,12.08,27,1118,สกลนครที่ 1,กาฬสินธุ์
12,1100,คำพอก - มุกดาหาร,744+341,4063,3106,133,18,267,5542,77,103,69,48,13426,4.34,24,3303,มุกดาหาร,มุกดาหาร
12,1100,คำพอก - มุกดาหาร,792+621,5975,1963,373,18,298,7470,13,10,6,7,16133,2.18,52,4864,มุกดาหาร,มุกดาหาร
21,100,สามแยกพุแค - สะพานพุแค,0+300,4101,4300,369,1287,450,1180,912,974,2240,2108,17921,44.48,61,1064,สระบุรี,สระบุรี
21,200,สะพานพุแค - แยกมะนาวหวาน,4+800,6657,6767,670,656,596,2326,2238,2129,2290,2283,26612,38.30,59,3671,ลพบุรีที่ 1,สระบุรี
