date,time,temperature_F,humidity_%,wind_speed_kmh,pressure_in,condition,เกิดเหตุ,รถน้อยกว่า4ล้อacc,รถ4ล้อacc,รถมากกว่า4ล้อacc,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,day_of_week,is_weekend,is_holiday,is_special,is_eve_or_return
01/01/2020,12:00 AM,77.33,83.17,5.0,29.83,Clear,0,0,0,0,1.0,4.0,2.0,2,0,1,0,0
01/01/2020,12:30 AM,77.29,83.14,4.71,29.82,Clear,0,0,0,0,0.0,3.0,2.0,2,0,1,0,0
01/01/2020,01:00 AM,77.0,83.88,4.12,29.82,Clear,0,0,0,0,1.0,4.0,2.0,2,0,1,0,0
01/01/2020,01:30 AM,76.56,85.0,3.67,29.82,Clear,0,0,0,0,1.0,4.0,2.0,2,0,1,0,0
01/01/2020,02:00 AM,76.2,85.9,3.3,29.81,Clear,0,0,0,0,0.0,3.0,2.0,2,0,1,0,0
01/01/2020,02:30 AM,75.91,86.64,3.0,29.81,Clear,0,0,0,0,1.0,5.0,3.0,2,0,1,0,0
01/01/2020,03:00 AM,75.55,87.09,2.73,29.81,Clear,0,0,0,0,0.0,4.0,2.0,2,0,1,0,0
01/01/2020,03:30 AM,75.18,88.09,2.27,29.8,Clear,0,0,0,0,1.0,5.0,2.0,2,0,1,0,0
01/01/2020,04:00 AM,74.82,89.09,2.27,29.8,Clear,0,0,0,0,0.0,3.0,2.0,2,0,1,0,0
01/01/2020,04:30 AM,74.45,90.09,1.91,29.8,Clear,0,0,0,0,1.0,4.0,2.0,2,0,1,0,0
01/01/2020,05:00 AM,74.27,91.09,1.64,29.8,Clear,0,0,0,0,3.0,15.0,1.0,2,0,1,0,0
01/01/2020,05:30 AM,74.45,91.64,1.64,29.8,Clear,0,0,0,0,2.0,19.0,1.0,2,0,1,0,0
01/01/2020,06:00 AM,74.82,91.73,2.09,29.81,Clear,0,0,0,0,3.0,14.0,1.0,2,0,1,0,0
01/01/2020,06:30 AM,75.45,90.82,3.27,29.81,Clear,0,0,0,0,4.0,19.0,2.0,2,0,1,0,0
01/01/2020,07:00 AM,76.45,88.64,4.64,29.82,Clear,0,0,0,0,3.0,27.0,2.0,2,0,1,0,0
01/01/2020,07:30 AM,77.82,85.73,6.27,29.82,Clear,0,0,0,0,3.0,15.0,1.0,2,0,1,0,0
01/01/2020,08:00 AM,79.0,83.18,8.18,29.83,Clear,0,0,0,0,3.0,19.0,2.0,2,0,1,0,0
01/01/2020,08:30 AM,80.36,79.91,9.55,29.83,Clear,0,0,0,0,3.0,19.0,2.0,2,0,1,0,0
01/01/2020,09:00 AM,81.55,77.45,11.36,29.84,Clear,0,0,0,0,3.0,11.0,1.0,2,0,1,0,0
01/01/2020,09:30 AM,83.09,73.91,13.27,29.84,Clear,0,0,0,0,2.0,10.0,2.0,2,0,1,0,0
01/01/2020,10:00 AM,84.64,70.36,15.18,29.84,Clear,0,0,0,0,2.0,10.0,2.0,2,0,1,0,0
01/01/2020,10:30 AM,86.0,66.82,17.27,29.83,Clear,0,0,0,0,2.0,6.0,1.0,2,0,1,0,0
01/01/2020,11:00 AM,87.0,63.73,18.82,29.83,Clear,0,0,0,0,3.0,8.0,2.0,2,0,1,0,0
01/01/2020,11:30 AM,87.64,61.36,20.27,29.83,Clear,0,0,0,0,2.0,6.0,2.0,2,0,1,0,0
01/01/2020,12:00 PM,88.18,59.82,20.73,29.82,Clear,0,0,0,0,2.0,7.0,2.0,2,0,1,0,0
01/01/2020,12:30 PM,88.73,58.45,21.55,29.81,Clear,0,0,0,0,2.0,11.0,2.0,2,0,1,0,0
01/01/2020,01:00 PM,88.73,58.09,22.09,29.8,Clear,0,0,0,0,3.0,8.0,2.0,2,0,1,0,0
01/01/2020,01:30 PM,88.91,57.09,22.09,29.79,Clear,0,0,0,0,2.0,7.0,2.0,2,0,1,0,0
01/01/2020,02:00 PM,88.73,57.09,22.55,29.78,Clear,0,0,0,0,2.0,8.0,2.0,2,0,1,0,0
01/01/2020,02:30 PM,88.55,56.73,22.0,29.78,Clear,0,0,0,0,2.0,11.0,1.0,2,0,1,0,0
01/01/2020,03:00 PM,88.0,57.36,21.45,29.78,Clear,0,0,0,0,2.0,7.0,2.0,2,0,1,0,0
01/01/2020,03:30 PM,87.8,57.6,21.3,29.77,Clear,0,0,0,0,2.0,8.0,1.0,2,0,1,0,0
01/01/2020,04:00 PM,87.0,59.1,20.2,29.77,Clear,0,0,0,0,5.0,15.0,2.0,2,0,1,0,0
01/01/2020,04:30 PM,86.1,60.6,19.3,29.78,Clear,0,0,0,0,3.0,15.0,2.0,2,0,1,0,0
01/01/2020,05:00 PM,85.4,61.8,17.9,29.78,Clear,0,0,0,0,4.0,20.0,2.0,2,0,1,0,0
01/01/2020,05:30 PM,84.7,62.6,16.9,29.79,Clear,0,0,0,0,5.0,23.0,2.0,2,0,1,0,0
01/01/2020,06:00 PM,83.6,64.9,15.0,29.8,Clear,0,0,0,0,4.0,16.0,2.0,2,0,1,0,0
01/01/2020,06:30 PM,82.7,66.5,13.2,29.81,Clear,0,0,0,0,4.0,24.0,2.0,2,0,1,0,0
01/01/2020,07:00 PM,81.8,68.4,11.3,29.82,Clear,0,0,0,0,2.0,15.0,2.0,2,0,1,0,0
01/01/2020,07:30 PM,80.9,70.9,9.0,29.83,Clear,0,0,0,0,4.0,25.0,1.0,2,0,1,0,0
01/01/2020,08:00 PM,79.8,74.0,7.4,29.85,Clear,0,0,0,0,2.0,11.0,1.0,2,0,1,0,0
01/01/2020,08:30 PM,78.9,76.7,5.6,29.86,Clear,0,0,0,0,2.0,14.0,2.0,2,0,1,0,0
01/01/2020,09:00 PM,78.55,77.82,5.09,29.86,Clear,0,0,0,0,2.0,8.0,2.0,2,0,1,0,0
01/01/2020,09:30 PM,77.91,79.55,4.0,29.87,Clear,0,0,0,0,1.0,12.0,2.0,2,0,1,0,0
01/01/2020,10:00 PM,77.36,81.27,3.36,29.87,Clear,0,0,0,0,2.0,12.0,2.0,2,0,1,0,0
01/01/2020,10:30 PM,76.82,83.0,2.64,29.88,Clear,0,0,0,0,3.0,8.0,1.0,2,0,1,0,0
01/01/2020,11:00 PM,76.27,84.73,2.09,29.88,Clear,0,0,0,0,2.0,8.0,1.0,2,0,1,0,0
01/01/2020,11:30 PM,75.91,86.18,1.82,29.87,Clear,0,0,0,0,2.0,10.0,1.0,2,0,1,0,0
02/01/2020,12:00 AM,75.36,88.0,1.82,29.87,Clear,0,0,0,0,0.0,5.0,3.0,5,1,0,0,0
02/01/2020,12:30 AM,75.0,89.82,2.09,29.86,Clear,0,0,0,0,0.0,3.0,2.0,5,1,0,0,0
02/01/2020,01:00 AM,74.82,90.36,2.09,29.86,Clear,0,0,0,0,1.0,3.0,3.0,5,1,0,0,0
02/01/2020,01:30 AM,74.64,90.82,2.27,29.85,Clear,0,0,0,0,0.0,4.0,1.0,5,1,0,0,0
02/01/2020,02:00 AM,74.64,91.27,2.45,29.85,Clear,0,0,0,0,0.0,4.0,3.0,5,1,0,0,0
02/01/2020,02:30 AM,74.64,91.73,2.64,29.84,Clear,0,0,0,0,1.0,3.0,3.0,5,1,0,0,0
02/01/2020,03:00 AM,74.45,92.18,2.91,29.84,Clear,0,0,0,0,1.0,5.0,3.0,5,1,0,0,0
02/01/2020,03:30 AM,74.45,92.64,2.36,29.83,Clear,0,0,0,0,1.0,5.0,2.0,5,1,0,0,0
02/01/2020,04:00 AM,74.45,93.09,2.18,29.83,Clear,0,0,0,0,1.0,4.0,3.0,5,1,0,0,0
02/01/2020,04:30 AM,74.45,93.55,2.18,29.83,Clear,0,0,0,0,0.0,2.0,2.0,5,1,0,0,0
02/01/2020,05:00 AM,74.64,93.55,2.27,29.83,Clear,0,0,0,0,3.0,15.0,2.0,5,1,0,0,0
02/01/2020,05:30 AM,75.18,92.55,2.0,29.83,Clear,0,0,0,0,3.0,15.0,2.0,5,1,0,0,0
02/01/2020,06:00 AM,75.82,90.73,2.27,29.84,Clear,0,0,0,0,3.0,14.0,2.0,5,1,0,0,0
02/01/2020,06:30 AM,76.64,89.0,3.18,29.84,Clear,0,0,0,0,2.0,15.0,2.0,5,1,0,0,0
02/01/2020,07:00 AM,77.64,86.82,4.36,29.85,Clear,0,0,0,0,3.0,17.0,2.0,5,1,0,0,0
02/01/2020,07:30 AM,78.82,83.91,5.73,29.86,Clear,0,0,0,0,4.0,11.0,2.0,5,1,0,0,0
02/01/2020,08:00 AM,80.0,81.0,7.18,29.86,Clear,0,0,0,0,3.0,23.0,2.0,5,1,0,0,0
02/01/2020,08:30 AM,81.18,78.45,8.45,29.87,Clear,0,0,0,0,3.0,20.0,2.0,5,1,0,0,0
02/01/2020,09:00 AM,82.36,75.55,10.0,29.87,Clear,0,0,0,0,3.0,7.0,1.0,5,1,0,0,0
02/01/2020,09:30 AM,83.1,73.7,11.0,29.87,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
02/01/2020,10:00 AM,84.4,70.1,12.6,29.87,Clear,0,0,0,0,2.0,9.0,2.0,5,1,0,0,0
02/01/2020,10:30 AM,85.7,66.6,14.3,29.87,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
02/01/2020,11:00 AM,86.8,64.2,16.0,29.86,Clear,0,0,0,0,2.0,7.0,1.0,5,1,0,0,0
02/01/2020,11:30 AM,87.6,62.7,17.0,29.85,Clear,0,0,0,0,2.0,4.0,1.0,5,1,0,0,0
02/01/2020,12:00 PM,88.0,61.9,18.2,29.84,Clear,0,0,0,0,2.0,7.0,2.0,5,1,0,0,0
02/01/2020,12:30 PM,88.4,60.7,18.7,29.83,Clear,0,0,0,0,2.0,7.0,2.0,5,1,0,0,0
02/01/2020,01:00 PM,88.4,60.7,18.8,29.81,Clear,0,0,0,0,2.0,9.0,2.0,5,1,0,0,0
02/01/2020,01:30 PM,88.2,60.7,19.0,29.8,Clear,0,0,0,0,2.0,9.0,2.0,5,1,0,0,0
02/01/2020,02:00 PM,88.2,60.7,19.0,29.79,Clear,0,0,0,0,2.0,6.0,2.0,5,1,0,0,0
02/01/2020,02:30 PM,87.8,61.1,19.0,29.78,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
02/01/2020,03:00 PM,87.45,61.91,18.45,29.78,Clear,0,0,0,0,2.0,7.0,1.0,5,1,0,0,0
02/01/2020,03:30 PM,86.91,63.36,18.18,29.78,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
02/01/2020,04:00 PM,86.09,65.18,17.27,29.78,Clear,0,0,0,0,2.0,16.0,3.0,5,1,0,0,0
02/01/2020,04:30 PM,85.27,67.0,16.36,29.78,Clear,0,0,0,0,3.0,16.0,2.0,5,1,0,0,0
02/01/2020,05:00 PM,84.45,69.27,15.45,29.78,Clear,0,0,0,0,3.0,19.0,3.0,5,1,0,0,0
02/01/2020,05:30 PM,83.82,71.27,13.73,29.79,Clear,0,0,0,0,4.0,18.0,2.0,5,1,0,0,0
02/01/2020,06:00 PM,83.18,73.64,12.09,29.8,Clear,0,0,0,0,2.0,20.0,2.0,5,1,0,0,0
02/01/2020,06:30 PM,82.36,76.09,10.91,29.8,Clear,0,0,0,0,3.0,14.0,2.0,5,1,0,0,0
02/01/2020,07:00 PM,81.73,78.55,9.09,29.81,Clear,0,0,0,0,2.0,21.0,1.0,5,1,0,0,0
02/01/2020,07:30 PM,81.27,80.18,7.82,29.82,Clear,1,0,0,0,2.0,17.0,3.0,5,1,0,0,0
02/01/2020,08:00 PM,81.0,81.82,6.55,29.83,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
02/01/2020,08:30 PM,80.73,82.64,5.91,29.84,Rain,0,0,0,0,1.0,7.0,2.0,5,1,0,0,0
02/01/2020,09:00 PM,80.45,84.0,5.09,29.84,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
02/01/2020,09:30 PM,80.27,84.91,4.82,29.84,Clear,0,0,0,0,2.0,7.0,2.0,5,1,0,0,0
02/01/2020,10:00 PM,80.09,85.82,4.36,29.85,Clear,0,0,0,0,2.0,9.0,2.0,5,1,0,0,0
02/01/2020,10:30 PM,79.91,85.73,3.82,29.85,Clear,0,0,0,0,2.0,10.0,1.0,5,1,0,0,0
02/01/2020,11:00 PM,79.73,85.64,3.55,29.85,Clear,0,0,0,0,2.0,7.0,3.0,5,1,0,0,0
02/01/2020,11:30 PM,79.55,86.09,3.82,29.85,Clear,0,0,0,0,2.0,10.0,2.0,5,1,0,0,0
03/01/2020,12:00 AM,79.55,86.09,3.91,29.84,Clear,0,0,0,0,0.0,4.0,3.0,6,1,0,0,0
03/01/2020,12:30 AM,79.55,86.09,4.45,29.84,Clear,0,0,0,0,0.0,5.0,3.0,6,1,0,0,0
03/01/2020,01:00 AM,79.18,87.0,4.64,29.83,Clear,0,0,0,0,0.0,2.0,2.0,6,1,0,0,0
03/01/2020,01:30 AM,78.64,87.91,4.36,29.83,Clear,0,0,0,0,0.0,3.0,2.0,6,1,0,0,0
03/01/2020,02:00 AM,78.09,89.82,3.82,29.82,Clear,0,0,0,0,1.0,5.0,2.0,6,1,0,0,0
03/01/2020,02:30 AM,77.73,90.27,3.55,29.81,Clear,0,0,0,0,0.0,3.0,3.0,6,1,0,0,0
03/01/2020,03:00 AM,77.36,90.73,3.36,29.81,Clear,0,0,0,0,0.0,4.0,2.0,6,1,0,0,0
03/01/2020,03:30 AM,77.0,91.18,2.91,29.8,Clear,0,0,0,0,0.0,3.0,3.0,6,1,0,0,0
03/01/2020,04:00 AM,76.64,92.18,2.91,29.8,Clear,0,0,0,0,0.0,3.0,2.0,6,1,0,0,0
03/01/2020,04:30 AM,76.27,93.73,2.91,29.8,Clear,0,0,0,0,0.0,4.0,3.0,6,1,0,0,0
03/01/2020,05:00 AM,76.0,94.2,2.7,29.8,Clear,0,0,0,0,3.0,16.0,2.0,6,1,0,0,0
03/01/2020,05:30 AM,75.67,94.78,2.33,29.79,Clear,0,0,0,0,4.0,13.0,2.0,6,1,0,0,0
03/01/2020,06:00 AM,76.0,93.67,2.44,29.8,Clear,0,0,0,0,3.0,24.0,2.0,6,1,0,0,0
03/01/2020,06:30 AM,76.78,91.44,2.56,29.81,Clear,0,0,0,0,2.0,13.0,2.0,6,1,0,0,0
03/01/2020,07:00 AM,77.78,89.22,3.44,29.81,Clear,0,0,0,0,3.0,15.0,2.0,6,1,0,0,0
03/01/2020,07:30 AM,79.0,85.44,5.11,29.82,Clear,0,0,0,0,3.0,14.0,2.0,6,1,0,0,0
03/01/2020,08:00 AM,80.44,82.33,6.44,29.83,Clear,0,0,0,0,3.0,18.0,2.0,6,1,0,0,0
03/01/2020,08:30 AM,81.89,78.78,7.78,29.83,Clear,0,0,0,0,2.0,21.0,2.0,6,1,0,0,0
03/01/2020,09:00 AM,83.56,74.89,9.44,29.84,Clear,0,0,0,0,2.0,9.0,1.0,6,1,0,0,0
03/01/2020,09:30 AM,85.22,71.0,10.89,29.84,Clear,0,0,0,0,2.0,8.0,2.0,6,1,0,0,0
03/01/2020,10:00 AM,86.67,66.33,13.11,29.84,Clear,0,0,0,0,2.0,7.0,1.0,6,1,0,0,0
03/01/2020,10:30 AM,86.8,65.9,13.8,29.84,Clear,0,0,0,0,2.0,10.0,2.0,6,1,0,0,0
03/01/2020,11:00 AM,87.09,64.91,14.55,29.83,Clear,0,0,0,0,2.0,6.0,2.0,6,1,0,0,0
03/01/2020,11:30 AM,87.82,63.09,15.91,29.82,Clear,0,0,0,0,2.0,5.0,1.0,6,1,0,0,0
03/01/2020,12:00 PM,88.18,61.64,17.18,29.81,Clear,0,0,0,0,2.0,6.0,2.0,6,1,0,0,0
03/01/2020,12:30 PM,88.73,60.27,18.36,29.8,Clear,0,0,0,0,2.0,5.0,2.0,6,1,0,0,0
03/01/2020,01:00 PM,88.91,59.91,18.91,29.79,Clear,0,0,0,0,2.0,6.0,2.0,6,1,0,0,0
03/01/2020,01:30 PM,88.73,59.91,19.18,29.78,Clear,0,0,0,0,2.0,10.0,2.0,6,1,0,0,0
03/01/2020,02:00 PM,88.55,60.27,19.45,29.77,Clear,0,0,0,0,2.0,9.0,2.0,6,1,0,0,0
03/01/2020,02:30 PM,88.18,60.91,19.55,29.76,Clear,0,0,0,0,2.0,9.0,2.0,6,1,0,0,0
03/01/2020,03:00 PM,87.64,61.91,19.45,29.75,Clear,0,0,0,0,2.0,8.0,1.0,6,1,0,0,0
03/01/2020,03:30 PM,87.09,63.36,18.91,29.74,Clear,0,0,0,0,1.0,9.0,1.0,6,1,0,0,0
03/01/2020,04:00 PM,86.55,64.45,18.36,29.74,Clear,0,0,0,0,2.0,17.0,2.0,6,1,0,0,0
03/01/2020,04:30 PM,85.73,66.64,17.55,29.74,Clear,0,0,0,0,2.0,20.0,3.0,6,1,0,0,0
03/01/2020,05:00 PM,84.91,68.45,16.64,29.74,Clear,0,0,0,0,2.0,23.0,3.0,6,1,0,0,0
03/01/2020,05:30 PM,84.27,70.36,15.91,29.75,Clear,0,0,0,0,3.0,14.0,3.0,6,1,0,0,0
03/01/2020,06:00 PM,83.45,72.18,14.91,29.76,Clear,0,0,0,0,2.0,13.0,2.0,6,1,0,0,0
03/01/2020,06:30 PM,82.82,73.73,13.73,29.77,Clear,0,0,0,0,3.0,16.0,2.0,6,1,0,0,0
03/01/2020,07:00 PM,82.36,74.91,12.73,29.77,Clear,0,0,0,0,3.0,12.0,2.0,6,1,0,0,0
03/01/2020,07:30 PM,81.91,76.09,11.45,29.78,Clear,0,0,0,0,3.0,20.0,3.0,6,1,0,0,0
03/01/2020,08:00 PM,81.45,77.27,10.45,29.79,Clear,0,0,0,0,2.0,9.0,1.0,6,1,0,0,0
03/01/2020,08:30 PM,81.18,78.09,9.64,29.8,Clear,0,0,0,0,2.0,9.0,1.0,6,1,0,0,0
03/01/2020,09:00 PM,81.09,78.55,8.91,29.8,Clear,0,0,0,0,1.0,10.0,2.0,6,1,0,0,0
03/01/2020,09:30 PM,80.82,79.36,8.09,29.8,Clear,0,0,0,0,2.0,10.0,2.0,6,1,0,0,0
03/01/2020,10:00 PM,80.64,79.73,7.45,29.81,Clear,0,0,0,0,2.0,14.0,2.0,6,1,0,0,0
03/01/2020,10:30 PM,80.45,80.09,6.91,29.81,Clear,0,0,0,0,2.0,9.0,2.0,6,1,0,0,0
03/01/2020,11:00 PM,80.27,80.45,6.36,29.81,Clear,0,0,0,0,2.0,3.0,2.0,6,1,0,0,0
03/01/2020,11:30 PM,80.09,80.82,5.91,29.8,Clear,0,0,0,0,1.0,10.0,1.0,6,1,0,0,0
04/01/2020,12:00 AM,79.91,81.18,5.45,29.8,Clear,0,0,0,0,0.0,3.0,2.0,2,0,0,0,0
04/01/2020,12:30 AM,79.73,81.55,5.09,29.79,Clear,0,0,0,0,0.0,3.0,2.0,2,0,0,0,0
04/01/2020,01:00 AM,79.55,81.91,4.82,29.78,Clear,0,0,0,0,0.0,4.0,2.0,2,0,0,0,0
04/01/2020,01:30 AM,79.36,82.27,4.55,29.77,Clear,0,0,0,0,0.0,5.0,3.0,2,0,0,0,0
04/01/2020,02:00 AM,79.0,83.18,4.09,29.76,Clear,0,0,0,0,0.0,4.0,2.0,2,0,0,0,0
04/01/2020,02:30 AM,78.45,84.55,3.55,29.76,Clear,0,0,0,0,0.0,3.0,2.0,2,0,0,0,0
04/01/2020,03:00 AM,78.09,85.55,3.09,29.75,Clear,0,0,0,0,0.0,3.0,2.0,2,0,0,0,0
04/01/2020,03:30 AM,77.73,86.55,2.55,29.75,Clear,0,0,0,0,0.0,3.0,3.0,2,0,0,0,0
04/01/2020,04:00 AM,77.36,87.55,2.18,29.75,Clear,0,0,0,0,0.0,3.0,3.0,2,0,0,0,0
04/01/2020,04:30 AM,77.0,88.55,1.91,29.75,Clear,0,0,0,0,0.0,1.0,3.0,2,0,0,0,0
04/01/2020,05:00 AM,76.64,89.55,1.64,29.75,Clear,0,0,0,0,3.0,15.0,3.0,2,0,0,0,0
04/01/2020,05:30 AM,76.64,90.09,1.64,29.76,Clear,0,0,0,0,2.0,15.0,2.0,2,0,0,0,0
04/01/2020,06:00 AM,76.91,89.73,1.82,29.77,Clear,0,0,0,0,2.0,18.0,2.0,2,0,0,0,0
04/01/2020,06:30 AM,77.18,88.91,2.36,29.77,Clear,0,0,0,0,3.0,13.0,2.0,2,0,0,0,0
04/01/2020,07:00 AM,77.82,87.36,3.0,29.78,Clear,0,0,0,0,2.0,21.0,2.0,2,0,0,0,0
04/01/2020,07:30 AM,78.64,85.27,4.18,29.79,Clear,0,0,0,0,2.0,11.0,2.0,2,0,0,0,0
04/01/2020,08:00 AM,79.82,82.0,5.55,29.8,Clear,0,0,0,0,3.0,13.0,2.0,2,0,0,0,0
04/01/2020,08:30 AM,81.18,78.82,7.18,29.8,Clear,0,0,0,0,3.0,17.0,2.0,2,0,0,0,0
04/01/2020,09:00 AM,82.36,75.55,8.73,29.8,Clear,0,0,0,0,2.0,9.0,2.0,2,0,0,0,0
04/01/2020,09:30 AM,83.73,72.0,10.36,29.8,Clear,0,0,0,0,2.0,7.0,1.0,2,0,0,0,0
04/01/2020,10:00 AM,85.09,68.45,11.55,29.8,Clear,0,0,0,0,2.0,8.0,3.0,2,0,0,0,0
04/01/2020,10:30 AM,86.45,64.64,13.27,29.79,Clear,0,0,0,0,2.0,8.0,2.0,2,0,0,0,0
04/01/2020,11:00 AM,87.55,61.0,14.55,29.78,Clear,0,0,0,0,2.0,8.0,2.0,2,0,0,0,0
04/01/2020,11:30 AM,88.27,58.82,15.55,29.77,Clear,0,0,0,0,2.0,9.0,2.0,2,0,0,0,0
04/01/2020,12:00 PM,89.0,56.82,16.27,29.76,Clear,0,0,0,0,1.0,6.0,1.0,2,0,0,0,0
04/01/2020,12:30 PM,89.36,55.55,17.09,29.74,Clear,0,0,0,0,2.0,5.0,2.0,2,0,0,0,0
04/01/2020,01:00 PM,89.73,54.55,17.27,29.73,Clear,0,0,0,0,1.0,9.0,2.0,2,0,0,0,0
04/01/2020,01:30 PM,89.73,54.55,17.45,29.72,Clear,0,0,0,0,2.0,7.0,2.0,2,0,0,0,0
04/01/2020,02:00 PM,89.36,54.82,17.36,29.71,Clear,0,0,0,0,1.0,8.0,2.0,2,0,0,0,0
04/01/2020,02:30 PM,89.18,55.18,17.27,29.7,Clear,0,0,0,0,2.0,4.0,2.0,2,0,0,0,0
04/01/2020,03:00 PM,88.64,56.18,16.82,29.69,Clear,0,0,0,0,2.0,7.0,2.0,2,0,0,0,0
04/01/2020,03:30 PM,87.91,57.55,16.73,29.69,Clear,0,0,0,0,2.0,8.0,2.0,2,0,0,0,0
04/01/2020,04:00 PM,87.09,59.55,15.64,29.69,Clear,0,0,0,0,3.0,14.0,2.0,2,0,0,0,0
04/01/2020,04:30 PM,86.18,62.27,14.82,29.69,Clear,0,0,0,0,3.0,12.0,2.0,2,0,0,0,0
04/01/2020,05:00 PM,85.18,64.82,13.91,29.69,Clear,0,0,0,0,2.0,8.0,2.0,2,0,0,0,0
04/01/2020,05:30 PM,84.18,67.64,12.91,29.7,Clear,0,0,0,0,3.0,18.0,3.0,2,0,0,0,0
04/01/2020,06:00 PM,83.18,70.45,11.73,29.71,Clear,0,0,0,0,3.0,16.0,3.0,2,0,0,0,0
04/01/2020,06:30 PM,82.0,73.55,10.91,29.72,Clear,0,0,0,0,3.0,14.0,2.0,2,0,0,0,0
04/01/2020,07:00 PM,81.0,76.36,9.91,29.73,Clear,0,0,0,0,2.0,13.0,3.0,2,0,0,0,0
04/01/2020,07:30 PM,80.18,78.82,8.91,29.74,Clear,0,0,0,0,3.0,21.0,3.0,2,0,0,0,0
04/01/2020,08:00 PM,79.36,81.27,7.73,29.75,Clear,0,0,0,0,1.0,7.0,2.0,2,0,0,0,0
04/01/2020,08:30 PM,78.55,83.82,6.91,29.75,Clear,0,0,0,0,2.0,8.0,2.0,2,0,0,0,0
04/01/2020,09:00 PM,77.91,86.0,6.0,29.76,Clear,0,0,0,0,2.0,10.0,2.0,2,0,0,0,0
04/01/2020,09:30 PM,77.36,87.82,5.45,29.76,Clear,0,0,0,0,2.0,7.0,1.0,2,0,0,0,0
04/01/2020,10:00 PM,76.82,89.18,5.0,29.77,Clear,0,0,0,0,1.0,10.0,2.0,2,0,0,0,0
04/01/2020,10:30 PM,76.45,90.18,5.09,29.77,Clear,0,0,0,0,2.0,6.0,2.0,2,0,0,0,0
04/01/2020,11:00 PM,76.09,91.18,5.09,29.77,Clear,0,0,0,0,2.0,10.0,2.0,2,0,0,0,0
04/01/2020,11:30 PM,75.73,91.73,4.91,29.76,Clear,0,0,0,0,2.0,9.0,2.0,2,0,0,0,0
05/01/2020,12:00 AM,75.36,92.18,4.64,29.76,Clear,0,0,0,0,0.0,7.0,2.0,4,0,1,0,0
05/01/2020,12:30 AM,75.0,92.64,4.36,29.75,Clear,0,0,0,0,1.0,6.0,2.0,4,0,1,0,0
05/01/2020,01:00 AM,74.64,93.09,4.0,29.75,Clear,0,0,0,0,1.0,8.0,3.0,4,0,1,0,0
05/01/2020,01:30 AM,74.27,93.55,4.18,29.74,Clear,0,0,0,0,1.0,6.0,1.0,4,0,1,0,0
05/01/2020,02:00 AM,74.09,93.55,4.09,29.74,Clear,0,0,0,0,1.0,5.0,3.0,4,0,1,0,0
05/01/2020,02:30 AM,73.91,93.55,3.91,29.74,Clear,0,0,0,0,0.0,7.0,2.0,4,0,1,0,0
05/01/2020,03:00 AM,73.73,93.55,3.82,29.74,Clear,0,0,0,0,0.0,5.0,2.0,4,0,1,0,0
05/01/2020,03:30 AM,73.73,93.09,3.82,29.74,Clear,0,0,0,0,0.0,6.0,2.0,4,0,1,0,0
05/01/2020,04:00 AM,73.55,93.09,3.18,29.74,Clear,0,0,0,0,0.0,3.0,2.0,4,0,1,0,0
05/01/2020,04:30 AM,73.36,93.09,2.64,29.74,Clear,0,0,0,0,1.0,6.0,2.0,4,0,1,0,0
05/01/2020,05:00 AM,73.36,93.55,2.64,29.74,Clear,0,0,0,0,3.0,19.0,1.0,4,0,1,0,0
05/01/2020,05:30 AM,73.91,92.55,2.36,29.75,Clear,0,0,0,0,3.0,22.0,2.0,4,0,1,0,0
05/01/2020,06:00 AM,74.64,91.64,2.55,29.75,Clear,0,0,0,0,3.0,22.0,2.0,4,0,1,0,0
05/01/2020,06:30 AM,75.45,89.82,2.82,29.76,Clear,0,0,0,0,4.0,22.0,2.0,4,0,1,0,0
05/01/2020,07:00 AM,76.64,87.27,3.45,29.77,Clear,0,0,0,0,2.0,25.0,1.0,4,0,1,0,0
05/01/2020,07:30 AM,78.0,84.0,4.18,29.77,Clear,0,0,0,0,4.0,30.0,2.0,4,0,1,0,0
05/01/2020,08:00 AM,79.36,80.73,5.0,29.78,Clear,0,0,0,0,3.0,17.0,2.0,4,0,1,0,0
05/01/2020,08:30 AM,80.91,77.18,5.73,29.78,Clear,0,0,0,0,3.0,15.0,2.0,4,0,1,0,0
05/01/2020,09:00 AM,82.27,74.09,6.27,29.79,Clear,0,0,0,0,2.0,11.0,1.0,4,0,1,0,0
05/01/2020,09:30 AM,83.82,70.91,7.18,29.79,Clear,0,0,0,0,2.0,16.0,1.0,4,0,1,0,0
05/01/2020,10:00 AM,85.18,67.36,8.55,29.79,Clear,0,0,0,0,2.0,10.0,1.0,4,0,1,0,0
05/01/2020,10:30 AM,86.36,63.82,9.55,29.78,Clear,0,0,0,0,2.0,10.0,1.0,4,0,1,0,0
05/01/2020,11:00 AM,87.18,61.55,10.91,29.78,Clear,0,0,0,0,1.0,12.0,2.0,4,0,1,0,0
05/01/2020,11:30 AM,87.64,59.55,11.64,29.77,Clear,0,0,0,0,3.0,11.0,1.0,4,0,1,0,0
