datetime,เกิดเหตุ,temperature_F,humidity_%,wind_speed_kmh,pressure_in,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,day_of_week,is_weekend,is_holiday
2023-07-04,0,82.51770833333333,76.87166666666667,2.551041666666667,29.72375,90.0,330.0,97.0,1,0,0
2023-07-05,0,85.18583333333333,79.28458333333333,6.308333333333334,29.5975,79.0,336.0,98.0,2,0,0
2023-07-06,1,82.26541666666667,79.57708333333333,4.71,29.685208333333335,73.0,336.0,111.0,3,0,0
2023-07-07,0,83.29145833333332,78.81833333333334,3.4320833333333334,29.711875000000003,79.0,391.0,113.0,4,0,0
2023-07-08,0,83.42625,77.71020833333334,3.854791666666667,29.719375,90.0,480.0,102.0,5,1,0
2023-07-09,0,82.980625,80.31833333333333,4.299791666666667,29.718958333333333,102.0,497.0,88.0,6,1,0
2023-07-10,0,80.57208333333334,87.861875,1.5664583333333333,29.74208333333333,97.0,390.0,88.0,0,0,0
2023-07-11,0,81.29145833333332,85.82979166666667,3.201875,29.732708333333335,90.0,336.0,93.0,1,0,0
2023-07-12,1,78.84625,93.406875,3.62125,29.764166666666668,76.0,307.0,97.0,2,0,0
2023-07-13,0,83.64604166666668,76.37375,5.073958333333334,29.727083333333336,72.0,349.0,103.0,3,0,0
2023-07-14,0,84.41895833333334,72.62270833333334,5.367291666666667,29.73125,79.0,395.0,104.0,4,0,0
2023-07-15,0,84.30708333333332,74.45229166666667,6.212291666666666,29.699375,93.0,430.0,113.0,5,1,0
2023-07-16,0,85.281875,69.60979166666667,8.005416666666667,29.661875,101.0,443.0,105.0,6,1,0
2023-07-17,1,85.485,70.44333333333334,7.41875,29.648958333333336,86.0,390.0,106.0,0,0,0
2023-07-18,0,85.51937500000001,70.16541666666667,7.869583333333334,29.660416666666666,80.0,367.0,106.0,1,0,0
2023-07-19,0,78.46,91.60604166666667,4.694791666666666,29.66875,80.0,388.0,112.0,2,0,0
2023-07-20,0,82.89604166666668,78.92395833333333,6.5375000000000005,29.655208333333334,82.0,383.0,112.0,3,0,0
2023-07-21,1,83.025625,79.84145833333334,5.19125,29.68541666666667,89.0,359.0,106.0,4,0,0
2023-07-22,0,82.36729166666667,79.73145833333334,4.812291666666667,29.722708333333333,89.0,424.0,100.0,5,1,0
2023-07-23,0,83.84270833333333,75.30604166666667,5.242916666666667,29.718958333333333,92.0,464.0,103.0,6,1,0
2023-07-24,0,84.47958333333334,72.74833333333333,5.388125,29.68625,102.0,433.0,115.0,0,0,0
2023-07-25,0,85.00770833333333,74.74229166666667,2.9958333333333336,29.693749999999998,103.0,375.0,103.0,1,0,0
2023-07-26,0,80.33458333333333,86.541875,2.1037500000000002,29.72520833333333,94.0,466.0,105.0,2,0,0
2023-07-27,0,84.33604166666667,77.188125,7.61375,29.714791666666667,79.0,585.0,97.0,3,0,0
2023-07-28,0,85.15583333333333,73.57729166666667,7.8933333333333335,29.676875,77.0,576.0,87.0,4,0,1
2023-07-29,0,84.936875,72.33875,7.855625,29.670208333333335,85.0,474.0,92.0,5,1,0
2023-07-30,0,82.23104166666667,83.5225,4.441458333333333,29.672708333333333,86.0,480.0,98.0,6,1,0
2023-07-31,0,80.11354166666666,89.65604166666667,3.20875,29.69666666666667,96.0,512.0,95.0,0,0,1
2023-08-01,0,76.20625,93.42312500000001,3.7106250000000003,29.764791666666667,108.0,544.0,86.0,1,0,1
2023-08-02,0,79.50916666666667,83.345,7.093125000000001,29.714791666666667,107.0,595.0,87.0,2,0,1
2023-08-03,0,80.13208333333334,77.47479166666666,7.554791666666667,29.8025,93.0,457.0,97.0,3,0,0
2023-08-04,0,83.35479166666667,77.50791666666667,4.777708333333334,29.765833333333333,90.0,427.0,102.0,4,0,0
2023-08-05,0,86.26687500000001,76.71791666666667,3.6666666666666665,29.599999999999998,91.0,453.0,105.0,5,1,0
2023-08-06,0,84.831875,75.61333333333333,3.170833333333333,29.699375,80.0,453.0,106.0,6,1,0
2023-08-07,0,83.336875,78.99020833333334,5.920416666666667,29.70375,82.0,390.0,111.0,0,0,0
2023-08-08,0,83.32833333333333,73.72791666666667,5.44625,29.740416666666665,93.0,369.0,112.0,1,0,0
2023-08-09,0,78.03208333333333,91.926875,2.0766666666666667,29.748125,86.0,364.0,101.0,2,0,0
2023-08-10,1,81.58333333333333,83.56020833333334,3.0031250000000003,29.764791666666667,83.0,378.0,95.0,3,0,0
2023-08-11,1,80.74020833333334,87.35562499999999,2.858333333333333,29.724375,98.0,466.0,92.0,4,0,0
2023-08-12,0,81.55125,84.45291666666667,6.333541666666666,29.75208333333333,110.0,540.0,91.0,5,1,1
2023-08-13,0,82.31020833333334,79.596875,4.394375,29.70895833333333,98.0,480.0,105.0,6,1,0
2023-08-14,0,79.33875,87.81041666666665,5.159583333333333,29.737083333333334,93.0,448.0,98.0,0,0,1
2023-08-15,0,80.065,85.30916666666667,5.153125,29.744583333333335,92.0,447.0,104.0,1,0,0
2023-08-16,0,79.78395833333333,85.28375,3.183125,29.748125,96.0,428.0,111.0,2,0,0
2023-08-17,0,82.24249999999999,77.10020833333333,4.856458333333333,29.7325,85.0,400.0,103.0,3,0,0
2023-08-18,0,84.03625,74.33875,6.359375,29.701666666666668,89.0,362.0,94.0,4,0,0
2023-08-19,0,84.01166666666667,74.40375,5.744583333333334,29.68104166666667,89.0,449.0,89.0,5,1,0
2023-08-20,0,83.46,75.14958333333333,5.143541666666667,29.66875,86.0,561.0,93.0,6,1,0
2023-08-21,0,83.23666666666666,77.16916666666667,5.597083333333334,29.683958333333333,89.0,434.0,103.0,0,0,0
2023-08-22,0,81.47729166666666,82.40708333333333,3.9627083333333335,29.69666666666667,83.0,401.0,107.0,1,0,0
2023-08-23,0,82.9775,76.18041666666666,5.013125,29.70125,86.0,382.0,112.0,2,0,0
2023-08-24,0,83.72958333333334,76.16354166666666,4.488541666666666,29.696875000000002,87.0,370.0,111.0,3,0,0
2023-08-25,1,81.88645833333334,81.6575,2.9945833333333334,29.705,81.0,401.0,110.0,4,0,0
2023-08-26,2,81.41479166666666,79.38895833333333,5.752916666666667,29.72791666666667,86.0,485.0,104.0,5,1,0
2023-08-27,1,82.78583333333334,76.76166666666667,4.311458333333333,29.695833333333336,88.0,484.0,104.0,6,1,0
2023-08-28,0,83.859375,74.681875,5.515416666666667,29.67125,84.0,401.0,108.0,0,0,0
2023-08-29,0,81.83979166666667,80.49875,5.778333333333333,29.661041666666666,79.0,403.0,105.0,1,0,0
2023-08-30,0,82.72895833333332,79.97333333333334,6.443333333333334,29.677916666666665,94.0,492.0,104.0,2,0,0
2023-08-31,0,83.32145833333333,77.26083333333334,7.5718749999999995,29.697916666666668,92.0,469.0,103.0,3,0,0
