date,time,temperature_F,humidity_%,wind_speed_kmh,pressure_in,condition,LATITUDE,LONGITUDE,less4wheelacc,4wheelacc,more4wheelacc,เกิดเหตุ,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,day_of_week,is_weekend,is_holiday,is_special_holiday,is_any_holiday,holiday_name,special_name,special_kind
01/01/2022,12:00 AM,79.0,83.0,5.17,29.8,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,12:30 AM,79.0,83.0,5.14,29.8,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,01:00 AM,78.75,83.75,5.5,29.8,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,01:30 AM,78.33,84.89,5.22,29.79,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,02:00 AM,78.0,85.3,5.2,29.79,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,02:30 AM,77.55,86.09,4.91,29.79,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,03:00 AM,77.0,87.09,5.27,29.78,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,03:30 AM,76.45,88.64,5.55,29.78,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,04:00 AM,75.91,90.18,5.91,29.78,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,04:30 AM,75.36,91.73,5.64,29.78,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,05:00 AM,74.82,93.27,5.45,29.78,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,05:30 AM,74.45,94.27,5.55,29.78,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,06:00 AM,74.09,95.82,5.55,29.79,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,06:30 AM,74.09,96.27,5.27,29.79,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,07:00 AM,74.09,96.82,5.64,29.8,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,07:30 AM,74.09,97.82,6.27,29.81,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,08:00 AM,74.27,98.36,7.0,29.81,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,08:30 AM,74.64,98.36,6.82,29.82,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,09:00 AM,74.82,98.36,6.36,29.82,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,09:30 AM,75.0,98.36,5.73,29.82,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,10:00 AM,75.36,98.36,5.45,29.83,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,10:30 AM,75.91,97.82,5.45,29.82,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,11:00 AM,76.27,97.36,5.36,29.82,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,11:30 AM,76.45,96.82,6.0,29.82,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,12:00 PM,76.64,96.82,6.0,29.81,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,12:30 PM,77.18,95.36,6.18,29.8,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,01:00 PM,77.36,94.82,6.27,29.79,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,01:30 PM,77.91,93.36,6.18,29.78,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,02:00 PM,78.27,92.45,7.27,29.77,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,02:30 PM,78.82,91.0,7.91,29.76,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,03:00 PM,79.36,89.09,8.73,29.76,Clear,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
01/01/2022,03:30 PM,79.73,87.18,9.36,29.75,Rain,-,-,0,0,0,0,,,,5,1,1,0,1,New Year's Day,,
