date,time,temperature_F,humidity_%,pressure_in,condition,เกิดเหตุ,รถน้อยกว่า4ล้อacc,รถ4ล้อacc,รถมากกว่า4ล้อacc,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,day_of_week,is_weekend,is_holiday,is_special,is_eve_or_return
01/01/2022,07:00 AM,74.09,96.82,29.8,Rain,0,0,0,0,3.0,17.0,2.0,5,1,1,0,0
01/01/2022,07:30 AM,74.09,97.82,29.81,Rain,0,0,0,0,2.0,14.0,2.0,5,1,1,0,0
01/01/2022,08:00 AM,74.27,98.36,29.81,Clear,0,0,0,0,3.0,16.0,2.0,5,1,1,0,0
01/01/2022,08:30 AM,74.64,98.36,29.82,Clear,0,0,0,0,3.0,19.0,1.0,5,1,1,0,0
01/01/2022,09:00 AM,74.82,98.36,29.82,Rain,0,0,0,0,2.0,7.0,2.0,5,1,1,0,0
01/01/2022,09:30 AM,75.0,98.36,29.82,Rain,0,0,0,0,1.0,6.0,2.0,5,1,1,0,0
01/01/2022,10:00 AM,75.36,98.36,29.83,Rain,0,0,0,0,1.0,12.0,3.0,5,1,1,0,0
01/01/2022,10:30 AM,75.91,97.82,29.82,Rain,0,0,0,0,2.0,9.0,2.0,5,1,1,0,0
01/01/2022,11:00 AM,76.27,97.36,29.82,Rain,0,0,0,0,1.0,12.0,1.0,5,1,1,0,0
01/01/2022,11:30 AM,76.45,96.82,29.82,Rain,0,0,0,0,1.0,10.0,2.0,5,1,1,0,0
01/01/2022,12:00 PM,76.64,96.82,29.81,Rain,0,0,0,0,2.0,11.0,2.0,5,1,1,0,0
01/01/2022,12:30 PM,77.18,95.36,29.8,Clear,0,0,0,0,3.0,8.0,2.0,5,1,1,0,0
01/01/2022,01:00 PM,77.36,94.82,29.79,Clear,0,0,0,0,3.0,12.0,2.0,5,1,1,0,0
01/01/2022,01:30 PM,77.91,93.36,29.78,Clear,0,0,0,0,2.0,9.0,1.0,5,1,1,0,0
01/01/2022,02:00 PM,78.27,92.45,29.77,Rain,0,0,0,0,1.0,10.0,1.0,5,1,1,0,0
01/01/2022,02:30 PM,78.82,91.0,29.76,Rain,0,0,0,0,1.0,10.0,2.0,5,1,1,0,0
01/01/2022,03:00 PM,79.36,89.09,29.76,Clear,0,0,0,0,2.0,10.0,1.0,5,1,1,0,0
01/01/2022,03:30 PM,79.73,87.18,29.75,Rain,0,0,0,0,2.0,11.0,2.0,5,1,1,0,0
01/01/2022,04:00 PM,79.55,87.18,29.75,Clear,0,0,0,0,3.0,21.0,2.0,5,1,1,0,0
01/01/2022,04:30 PM,79.55,87.64,29.75,Clear,0,0,0,0,4.0,15.0,2.0,5,1,1,0,0
01/01/2022,05:00 PM,79.73,87.18,29.75,Clear,0,0,0,0,4.0,22.0,3.0,5,1,1,0,0
01/01/2022,05:30 PM,79.55,87.18,29.76,Clear,0,0,0,0,4.0,16.0,2.0,5,1,1,0,0
01/01/2022,06:00 PM,79.18,88.09,29.76,Clear,0,0,0,0,4.0,23.0,2.0,5,1,1,0,0
01/01/2022,06:30 PM,79.18,88.64,29.77,Clear,0,0,0,0,4.0,21.0,2.0,5,1,1,0,0
01/01/2022,07:00 PM,78.82,90.09,29.78,Clear,0,0,0,0,4.0,19.0,2.0,5,1,1,0,0
01/01/2022,07:30 PM,78.45,91.0,29.79,Clear,0,0,0,0,3.0,20.0,2.0,5,1,1,0,0
01/01/2022,08:00 PM,77.91,92.45,29.79,Rain,0,0,0,0,2.0,12.0,2.0,5,1,1,0,0
01/01/2022,08:30 PM,77.55,93.82,29.8,Clear,0,0,0,0,1.0,11.0,2.0,5,1,1,0,0
01/01/2022,09:00 PM,77.18,95.18,29.8,Clear,0,0,0,0,2.0,10.0,2.0,5,1,1,0,0
01/01/2022,09:30 PM,77.18,95.18,29.81,Clear,0,0,0,0,2.0,12.0,2.0,5,1,1,0,0
01/01/2022,10:00 PM,77.18,94.18,29.81,Clear,0,0,0,0,2.0,11.0,1.0,5,1,1,0,0
01/01/2022,10:30 PM,77.18,93.64,29.81,Clear,0,0,0,0,3.0,10.0,2.0,5,1,1,0,0
01/01/2022,11:00 PM,77.36,92.64,29.81,Clear,0,0,0,0,2.0,12.0,1.0,5,1,1,0,0
01/01/2022,11:30 PM,77.55,91.64,29.8,Clear,0,0,0,0,2.0,12.0,2.0,5,1,1,0,0
02/01/2022,12:00 AM,77.73,89.64,29.8,Clear,0,0,0,0,1.0,3.0,3.0,1,0,0,0,0
02/01/2022,12:30 AM,77.91,87.64,29.8,Clear,0,0,0,0,0.0,4.0,2.0,1,0,0,0,0
02/01/2022,01:00 AM,78.09,86.18,29.79,Clear,0,0,0,0,1.0,3.0,2.0,1,0,0,0,0
02/01/2022,01:30 AM,78.45,84.18,29.79,Clear,0,0,0,0,0.0,3.0,3.0,1,0,0,0,0
02/01/2022,02:00 AM,78.45,83.18,29.78,Clear,0,0,0,0,0.0,3.0,2.0,1,0,0,0,0
02/01/2022,02:30 AM,78.45,82.18,29.78,Clear,0,0,0,0,0.0,3.0,3.0,1,0,0,0,0
02/01/2022,03:00 AM,78.45,81.73,29.78,Clear,0,0,0,0,1.0,3.0,3.0,1,0,0,0,0
02/01/2022,03:30 AM,78.09,83.27,29.77,Clear,0,0,0,0,1.0,4.0,3.0,1,0,0,0,0
02/01/2022,04:00 AM,77.73,84.82,29.77,Clear,0,0,0,0,1.0,3.0,2.0,1,0,0,0,0
02/01/2022,04:30 AM,77.36,86.36,29.77,Clear,0,0,0,0,0.0,3.0,2.0,1,0,0,0,0
02/01/2022,05:00 AM,76.82,87.91,29.77,Clear,0,0,0,0,3.0,13.0,2.0,1,0,0,0,0
02/01/2022,05:30 AM,76.27,89.91,29.77,Clear,0,0,0,0,3.0,14.0,2.0,1,0,0,0,0
02/01/2022,06:00 AM,75.91,91.91,29.78,Rain,0,0,0,0,2.0,16.0,2.0,1,0,0,0,0
02/01/2022,06:30 AM,75.73,93.91,29.78,Rain,0,0,0,0,2.0,16.0,2.0,1,0,0,0,0
02/01/2022,07:00 AM,75.73,95.36,29.79,Rain,0,0,0,0,2.0,13.0,2.0,1,0,0,0,0
02/01/2022,07:30 AM,75.91,96.36,29.79,Rain,0,0,0,0,3.0,17.0,2.0,1,0,0,0,0
02/01/2022,08:00 AM,75.73,97.91,29.8,Rain,0,0,0,0,2.0,14.0,2.0,1,0,0,0,0
02/01/2022,08:30 AM,75.55,98.91,29.81,Rain,0,0,0,0,3.0,17.0,2.0,1,0,0,0,0
02/01/2022,09:00 AM,75.73,98.91,29.81,Clear,0,0,0,0,3.0,4.0,1.0,1,0,0,0,0
02/01/2022,09:30 AM,76.09,98.36,29.81,Clear,0,0,0,0,3.0,4.0,2.0,1,0,0,0,0
02/01/2022,10:00 AM,76.45,97.82,29.81,Rain,0,0,0,0,1.0,6.0,2.0,1,0,0,0,0
02/01/2022,10:30 AM,77.0,97.27,29.81,Rain,0,0,0,0,2.0,5.0,2.0,1,0,0,0,0
02/01/2022,11:00 AM,77.73,96.27,29.81,Rain,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
02/01/2022,11:30 AM,78.09,95.27,29.8,Clear,0,0,0,0,2.0,5.0,2.0,1,0,0,0,0
02/01/2022,12:00 PM,78.45,94.27,29.79,Clear,0,0,0,0,3.0,6.0,2.0,1,0,0,0,0
02/01/2022,12:30 PM,78.73,93.36,29.78,Rain,0,0,0,0,1.0,8.0,1.0,1,0,0,0,0
02/01/2022,01:00 PM,79.18,92.0,29.77,Rain,0,0,0,0,1.0,7.0,2.0,1,0,0,0,0
02/01/2022,01:30 PM,80.0,89.64,29.76,Clear,0,0,0,0,2.0,8.0,1.0,1,0,0,0,0
02/01/2022,02:00 PM,80.82,87.27,29.75,Rain,0,0,0,0,2.0,5.0,2.0,1,0,0,0,0
02/01/2022,02:30 PM,81.45,84.55,29.74,Rain,0,0,0,0,1.0,7.0,2.0,1,0,0,0,0
02/01/2022,03:00 PM,81.73,82.73,29.74,Clear,0,0,0,0,3.0,6.0,1.0,1,0,0,0,0
02/01/2022,03:30 PM,82.0,80.91,29.73,Clear,0,0,0,0,3.0,7.0,1.0,1,0,0,0,0
02/01/2022,04:00 PM,82.18,79.55,29.73,Clear,0,0,0,0,4.0,12.0,3.0,1,0,0,0,0
02/01/2022,04:30 PM,82.18,78.64,29.73,Clear,0,0,0,0,4.0,13.0,2.0,1,0,0,0,0
02/01/2022,05:00 PM,82.18,78.09,29.74,Clear,0,0,0,0,3.0,13.0,2.0,1,0,0,0,0
02/01/2022,05:30 PM,82.0,77.55,29.74,Clear,0,0,0,0,4.0,11.0,3.0,1,0,0,0,0
02/01/2022,06:00 PM,81.55,78.0,29.75,Clear,0,0,0,0,3.0,12.0,2.0,1,0,0,0,0
02/01/2022,06:30 PM,81.09,78.36,29.76,Clear,0,0,0,0,3.0,15.0,3.0,1,0,0,0,0
02/01/2022,07:00 PM,80.45,79.73,29.77,Clear,0,0,0,0,2.0,13.0,2.0,1,0,0,0,0
02/01/2022,07:30 PM,79.82,81.09,29.78,Rain,0,0,0,0,2.0,18.0,2.0,1,0,0,0,0
02/01/2022,08:00 PM,79.4,82.2,29.78,Clear,0,0,0,0,2.0,6.0,1.0,1,0,0,0,0
02/01/2022,08:30 PM,78.7,84.8,29.79,Clear,0,0,0,0,2.0,9.0,2.0,1,0,0,0,0
02/01/2022,09:00 PM,78.0,87.4,29.8,Clear,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
02/01/2022,09:30 PM,77.4,89.5,29.8,Clear,0,0,0,0,2.0,5.0,2.0,1,0,0,0,0
02/01/2022,10:00 PM,76.8,91.6,29.8,Clear,0,0,0,0,1.0,10.0,2.0,1,0,0,0,0
02/01/2022,10:30 PM,76.4,93.3,29.81,Clear,0,0,0,0,2.0,8.0,2.0,1,0,0,0,0
02/01/2022,11:00 PM,76.0,95.0,29.81,Clear,0,0,0,0,3.0,7.0,2.0,1,0,0,0,0
02/01/2022,11:30 PM,75.6,96.1,29.81,Clear,0,0,0,0,2.0,8.0,2.0,1,0,0,0,0
03/01/2022,12:00 AM,75.0,97.8,29.81,Rain,0,0,0,0,0.0,4.0,2.0,1,0,0,0,0
03/01/2022,12:30 AM,74.8,98.9,29.8,Clear,0,0,0,0,1.0,2.0,2.0,1,0,0,0,0
03/01/2022,01:00 AM,74.6,100.0,29.8,Clear,0,0,0,0,0.0,2.0,2.0,1,0,0,0,0
03/01/2022,01:30 AM,74.45,100.0,29.79,Rain,0,0,0,0,0.0,4.0,3.0,1,0,0,0,0
03/01/2022,02:00 AM,74.27,100.0,29.79,Rain,0,0,0,0,0.0,3.0,3.0,1,0,0,0,0
03/01/2022,02:30 AM,74.09,100.0,29.78,Rain,0,0,0,0,0.0,4.0,2.0,1,0,0,0,0
03/01/2022,03:00 AM,73.91,100.0,29.78,Rain,0,0,0,0,0.0,3.0,3.0,1,0,0,0,0
03/01/2022,03:30 AM,73.73,100.0,29.77,Rain,0,0,0,0,0.0,3.0,2.0,1,0,0,0,0
03/01/2022,04:00 AM,73.55,100.0,29.76,Clear,0,0,0,0,1.0,3.0,2.0,1,0,0,0,0
03/01/2022,04:30 AM,73.36,100.0,29.76,Clear,0,0,0,0,1.0,4.0,2.0,1,0,0,0,0
03/01/2022,05:00 AM,73.55,100.0,29.76,Clear,0,0,0,0,3.0,16.0,2.0,1,0,0,0,0
03/01/2022,05:30 AM,73.73,100.0,29.76,Rain,0,0,0,0,2.0,17.0,2.0,1,0,0,0,0
03/01/2022,06:00 AM,73.73,100.0,29.76,Rain,0,0,0,0,3.0,14.0,2.0,1,0,0,0,0
03/01/2022,06:30 AM,73.91,100.0,29.76,Rain,0,0,0,0,3.0,15.0,3.0,1,0,0,0,0
03/01/2022,07:00 AM,74.27,100.0,29.77,Rain,0,0,0,0,1.0,6.0,2.0,1,0,0,0,0
03/01/2022,07:30 AM,74.82,99.45,29.77,Rain,0,0,0,0,2.0,12.0,2.0,1,0,0,0,0
03/01/2022,08:00 AM,75.36,99.45,29.77,Rain,0,0,0,0,2.0,14.0,2.0,1,0,0,0,0
03/01/2022,08:30 AM,76.09,98.91,29.78,Rain,0,0,0,0,2.0,24.0,2.0,1,0,0,0,0
03/01/2022,09:00 AM,76.45,98.36,29.78,Rain,0,0,0,0,2.0,5.0,2.0,1,0,0,0,0
03/01/2022,09:30 AM,76.82,98.36,29.78,Rain,0,0,0,0,2.0,6.0,2.0,1,0,0,0,0
03/01/2022,10:00 AM,77.55,97.36,29.78,Rain,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,10:30 AM,77.73,96.82,29.78,Rain,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,11:00 AM,78.09,96.27,29.77,Rain,0,0,0,0,2.0,9.0,2.0,1,0,0,0,0
03/01/2022,11:30 AM,78.45,95.27,29.76,Rain,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,12:00 PM,78.64,94.73,29.75,Rain,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,12:30 PM,79.0,93.73,29.75,Rain,0,0,0,0,2.0,7.0,3.0,1,0,0,0,0
03/01/2022,01:00 PM,79.18,93.27,29.74,Rain,0,0,0,0,2.0,8.0,1.0,1,0,0,0,0
03/01/2022,01:30 PM,79.36,92.27,29.73,Rain,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,02:00 PM,79.36,91.82,29.72,Rain,0,0,0,0,2.0,9.0,1.0,1,0,0,0,0
03/01/2022,02:30 PM,79.73,91.36,29.72,Rain,0,0,0,0,2.0,6.0,3.0,1,0,0,0,0
03/01/2022,03:00 PM,80.09,90.36,29.71,Rain,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,03:30 PM,80.09,89.45,29.71,Clear,0,0,0,0,2.0,5.0,2.0,1,0,0,0,0
03/01/2022,04:00 PM,80.27,88.45,29.71,Clear,0,0,0,0,3.0,13.0,3.0,1,0,0,0,0
03/01/2022,04:30 PM,80.27,87.45,29.71,Clear,0,0,0,0,4.0,15.0,3.0,1,0,0,0,0
03/01/2022,05:00 PM,80.27,86.91,29.72,Clear,0,0,0,0,4.0,16.0,2.0,1,0,0,0,0
03/01/2022,05:30 PM,80.09,86.45,29.72,Clear,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,06:00 PM,79.73,86.91,29.73,Clear,0,0,0,0,3.0,13.0,3.0,1,0,0,0,0
03/01/2022,06:30 PM,79.36,87.36,29.74,Clear,0,0,0,0,4.0,14.0,3.0,1,0,0,0,0
03/01/2022,07:00 PM,79.0,87.82,29.75,Clear,0,0,0,0,4.0,15.0,2.0,1,0,0,0,0
03/01/2022,07:30 PM,78.45,88.82,29.76,Clear,0,0,0,0,3.0,10.0,2.0,1,0,0,0,0
03/01/2022,08:00 PM,77.91,89.82,29.77,Clear,0,0,0,0,1.0,7.0,2.0,1,0,0,0,0
03/01/2022,08:30 PM,77.36,90.82,29.77,Clear,0,0,0,0,2.0,8.0,2.0,1,0,0,0,0
03/01/2022,09:00 PM,76.82,92.73,29.78,Clear,0,0,0,0,2.0,7.0,2.0,1,0,0,0,0
03/01/2022,09:30 PM,76.45,94.27,29.79,Clear,0,0,0,0,2.0,8.0,2.0,1,0,0,0,0
03/01/2022,10:00 PM,76.09,95.82,29.8,Clear,0,0,0,0,2.0,8.0,2.0,1,0,0,0,0
03/01/2022,10:30 PM,75.73,97.36,29.8,Clear,0,0,0,0,2.0,6.0,2.0,1,0,0,0,0
03/01/2022,11:00 PM,75.55,98.36,29.8,Clear,0,0,0,0,2.0,9.0,2.0,1,0,0,0,0
03/01/2022,11:30 PM,75.36,98.91,29.8,Clear,0,0,0,0,2.0,5.0,2.0,1,0,0,0,0
04/01/2022,12:00 AM,75.0,99.45,29.8,Clear,0,0,0,0,0.0,3.0,3.0,4,0,0,0,0
04/01/2022,12:30 AM,74.64,100.0,29.79,Clear,0,0,0,0,0.0,2.0,3.0,4,0,0,0,0
04/01/2022,01:00 AM,74.45,100.0,29.79,Clear,0,0,0,0,0.0,3.0,2.0,4,0,0,0,0
04/01/2022,01:30 AM,74.27,100.0,29.78,Clear,0,0,0,0,1.0,4.0,3.0,4,0,0,0,0
04/01/2022,02:00 AM,74.09,100.0,29.78,Clear,0,0,0,0,0.0,4.0,2.0,4,0,0,0,0
04/01/2022,02:30 AM,73.91,100.0,29.77,Clear,0,0,0,0,0.0,3.0,2.0,4,0,0,0,0
04/01/2022,03:00 AM,73.73,100.0,29.77,Clear,0,0,0,0,0.0,3.0,2.0,4,0,0,0,0
04/01/2022,03:30 AM,73.73,100.0,29.77,Clear,0,0,0,0,0.0,2.0,3.0,4,0,0,0,0
04/01/2022,04:00 AM,73.73,100.0,29.77,Clear,0,0,0,0,0.0,3.0,2.0,4,0,0,0,0
04/01/2022,04:30 AM,73.73,100.0,29.77,Clear,0,0,0,0,1.0,4.0,3.0,4,0,0,0,0
04/01/2022,05:00 AM,73.91,99.45,29.77,Clear,0,0,0,0,3.0,13.0,2.0,4,0,0,0,0
04/01/2022,05:30 AM,74.45,98.45,29.77,Rain,0,0,0,0,2.0,14.0,2.0,4,0,0,0,0
04/01/2022,06:00 AM,75.18,97.0,29.78,Rain,0,0,0,0,2.0,11.0,2.0,4,0,0,0,0
04/01/2022,06:30 AM,76.0,95.09,29.78,Clear,0,0,0,0,2.0,13.0,2.0,4,0,0,0,0
04/01/2022,07:00 AM,77.0,92.73,29.79,Clear,0,0,0,0,2.0,8.0,2.0,4,0,0,0,0
04/01/2022,07:30 AM,78.18,90.0,29.79,Clear,0,0,0,0,2.0,16.0,1.0,4,0,0,0,0
04/01/2022,08:00 AM,79.36,86.91,29.8,Clear,0,0,0,0,2.0,13.0,2.0,4,0,0,0,0
04/01/2022,08:30 AM,80.73,83.82,29.8,Clear,0,0,0,0,2.0,12.0,2.0,4,0,0,0,0
04/01/2022,09:00 AM,81.91,80.73,29.8,Clear,0,0,0,0,1.0,6.0,2.0,4,0,0,0,0
04/01/2022,09:30 AM,83.09,77.27,29.8,Clear,0,0,0,0,2.0,5.0,2.0,4,0,0,0,0
04/01/2022,10:00 AM,84.27,73.82,29.8,Clear,0,0,0,0,2.0,5.0,2.0,4,0,0,0,0
04/01/2022,10:30 AM,85.27,70.91,29.8,Clear,0,0,0,0,2.0,5.0,1.0,4,0,0,0,0
04/01/2022,11:00 AM,86.27,68.18,29.79,Clear,0,0,0,0,2.0,9.0,2.0,4,0,0,0,0
04/01/2022,11:30 AM,86.91,66.18,29.78,Clear,0,0,0,0,2.0,4.0,2.0,4,0,0,0,0
04/01/2022,12:00 PM,87.45,64.64,29.77,Clear,0,0,0,0,2.0,5.0,1.0,4,0,0,0,0
04/01/2022,12:30 PM,87.82,63.55,29.76,Clear,0,0,0,0,1.0,7.0,2.0,4,0,0,0,0
04/01/2022,01:00 PM,88.0,62.82,29.75,Clear,0,0,0,0,1.0,5.0,2.0,4,0,0,0,0
04/01/2022,01:30 PM,88.0,62.82,29.74,Clear,0,0,0,0,1.0,7.0,2.0,4,0,0,0,0
04/01/2022,02:00 PM,87.82,62.82,29.73,Clear,0,0,0,0,1.0,7.0,2.0,4,0,0,0,0
04/01/2022,02:30 PM,87.64,62.82,29.73,Clear,0,0,0,0,1.0,4.0,2.0,4,0,0,0,0
04/01/2022,03:00 PM,87.27,63.55,29.72,Clear,0,0,0,0,2.0,3.0,2.0,4,0,0,0,0
04/01/2022,03:30 PM,86.73,64.64,29.72,Clear,0,0,0,0,1.0,7.0,2.0,4,0,0,0,0
04/01/2022,04:00 PM,86.09,66.18,29.72,Clear,0,0,0,0,3.0,13.0,3.0,4,0,0,0,0
04/01/2022,04:30 PM,85.27,68.0,29.72,Clear,0,0,0,0,3.0,13.0,3.0,4,0,0,0,0
04/01/2022,05:00 PM,84.64,69.55,29.72,Clear,0,0,0,0,2.0,14.0,3.0,4,0,0,0,0
04/01/2022,05:30 PM,83.82,71.45,29.73,Clear,0,0,0,0,3.0,12.0,2.0,4,0,0,0,0
04/01/2022,06:00 PM,83.0,73.91,29.74,Clear,0,0,0,0,2.0,15.0,2.0,4,0,0,0,0
04/01/2022,06:30 PM,82.0,76.82,29.75,Clear,0,0,0,0,2.0,16.0,3.0,4,0,0,0,0
04/01/2022,07:00 PM,81.18,79.91,29.76,Clear,0,0,0,0,2.0,12.0,3.0,4,0,0,0,0
04/01/2022,07:30 PM,80.36,82.45,29.77,Clear,0,0,0,0,3.0,13.0,2.0,4,0,0,0,0
04/01/2022,08:00 PM,79.55,85.55,29.78,Clear,0,0,0,0,1.0,5.0,2.0,4,0,0,0,0
04/01/2022,08:30 PM,78.91,88.27,29.79,Clear,0,0,0,0,2.0,5.0,1.0,4,0,0,0,0
04/01/2022,09:00 PM,78.45,90.64,29.79,Clear,0,0,0,0,2.0,8.0,3.0,4,0,0,0,0
04/01/2022,09:30 PM,78.09,92.55,29.8,Clear,0,0,0,0,1.0,6.0,2.0,4,0,0,0,0
04/01/2022,10:00 PM,77.73,94.45,29.8,Clear,0,0,0,0,1.0,5.0,2.0,4,0,0,0,0
04/01/2022,10:30 PM,77.36,96.36,29.81,Clear,0,0,0,0,2.0,8.0,1.0,4,0,0,0,0
04/01/2022,11:00 PM,77.0,97.91,29.81,Clear,0,0,0,0,1.0,8.0,2.0,4,0,0,0,0
04/01/2022,11:30 PM,76.64,98.91,29.8,Rain,0,0,0,0,1.0,9.0,1.0,4,0,0,0,0
05/01/2022,12:00 AM,76.45,99.45,29.8,Rain,0,0,0,0,0.0,5.0,3.0,6,1,1,0,1
05/01/2022,12:30 AM,76.27,99.45,29.79,Rain,0,0,0,0,0.0,5.0,2.0,6,1,1,0,1
05/01/2022,01:00 AM,76.09,100.0,29.79,Clear,0,0,0,0,1.0,4.0,2.0,6,1,1,0,1
05/01/2022,01:30 AM,75.91,100.0,29.78,Clear,0,0,0,0,0.0,4.0,1.0,6,1,1,0,1
05/01/2022,02:00 AM,75.73,100.0,29.78,Clear,0,0,0,0,1.0,5.0,1.0,6,1,1,0,1
05/01/2022,02:30 AM,75.55,100.0,29.77,Clear,0,0,0,0,1.0,4.0,2.0,6,1,1,0,1
05/01/2022,03:00 AM,75.36,100.0,29.77,Clear,0,0,0,0,0.0,6.0,2.0,6,1,1,0,1
05/01/2022,03:30 AM,75.18,100.0,29.76,Clear,0,0,0,0,0.0,4.0,2.0,6,1,1,0,1
05/01/2022,04:00 AM,75.0,100.0,29.76,Clear,0,0,0,0,0.0,5.0,3.0,6,1,1,0,1
05/01/2022,04:30 AM,75.0,100.0,29.76,Clear,0,0,0,0,0.0,6.0,2.0,6,1,1,0,1
05/01/2022,05:00 AM,75.18,100.0,29.76,Clear,0,0,0,0,3.0,14.0,2.0,6,1,1,0,1
05/01/2022,05:30 AM,75.36,100.0,29.77,Clear,0,0,0,0,2.0,20.0,1.0,6,1,1,0,1
05/01/2022,06:00 AM,75.73,99.0,29.77,Clear,0,0,0,0,3.0,21.0,2.0,6,1,1,0,1
05/01/2022,06:30 AM,76.27,97.55,29.78,Clear,0,0,0,0,4.0,26.0,2.0,6,1,1,0,1
05/01/2022,07:00 AM,76.91,95.18,29.79,Clear,0,0,0,0,3.0,23.0,2.0,6,1,1,0,1
05/01/2022,07:30 AM,77.73,92.45,29.8,Clear,0,0,0,0,3.0,23.0,2.0,6,1,1,0,1
05/01/2022,08:00 AM,78.55,89.73,29.81,Clear,0,0,0,0,3.0,12.0,2.0,6,1,1,0,1
05/01/2022,08:30 AM,79.36,87.0,29.81,Clear,0,0,0,0,3.0,23.0,2.0,6,1,1,0,1
05/01/2022,09:00 AM,80.18,84.27,29.82,Clear,0,0,0,0,2.0,11.0,1.0,6,1,1,0,1
05/01/2022,09:30 AM,81.0,81.55,29.82,Clear,0,0,0,0,2.0,5.0,2.0,6,1,1,0,1
05/01/2022,10:00 AM,81.82,78.82,29.82,Clear,0,0,0,0,2.0,9.0,2.0,6,1,1,0,1
05/01/2022,10:30 AM,82.64,75.73,29.81,Clear,0,0,0,0,1.0,9.0,2.0,6,1,1,0,1
05/01/2022,11:00 AM,83.64,72.27,29.81,Clear,0,0,0,0,1.0,11.0,1.0,6,1,1,0,1
05/01/2022,11:30 AM,84.1,70.6,29.81,Clear,0,0,0,0,2.0,9.0,2.0,6,1,1,0,1
05/01/2022,12:00 PM,84.6,68.8,29.8,Clear,0,0,0,0,2.0,10.0,2.0,6,1,1,0,1
05/01/2022,12:30 PM,85.2,67.6,29.79,Clear,0,0,0,0,2.0,8.0,2.0,6,1,1,0,1
05/01/2022,01:00 PM,85.6,66.8,29.77,Clear,0,0,0,0,3.0,11.0,1.0,6,1,1,0,1
05/01/2022,01:30 PM,85.8,66.4,29.76,Clear,0,0,0,0,3.0,10.0,2.0,6,1,1,0,1
05/01/2022,02:00 PM,86.0,66.0,29.75,Clear,0,0,0,0,2.0,12.0,1.0,6,1,1,0,1
05/01/2022,02:30 PM,86.2,65.6,29.74,Clear,0,0,0,0,2.0,7.0,2.0,6,1,1,0,1
05/01/2022,03:00 PM,86.2,65.6,29.73,Clear,0,0,0,0,2.0,12.0,2.0,6,1,1,0,1
05/01/2022,03:30 PM,86.0,66.0,29.73,Clear,0,0,0,0,2.0,9.0,1.0,6,1,1,0,1
05/01/2022,04:00 PM,85.5,67.3,29.72,Clear,0,0,0,0,2.0,19.0,3.0,6,1,1,0,1
05/01/2022,04:30 PM,84.8,69.0,29.72,Clear,0,0,0,0,4.0,19.0,3.0,6,1,1,0,1
05/01/2022,05:00 PM,84.45,69.91,29.73,Clear,0,0,0,0,4.0,25.0,2.0,6,1,1,0,1
05/01/2022,05:30 PM,84.0,71.09,29.73,Clear,0,0,0,0,2.0,18.0,2.0,6,1,1,0,1
