date,time,temperature_F,humidity_%,pressure_in,condition,เกิดเหตุ,รถน้อยกว่า4ล้อacc,รถ4ล้อacc,รถมากกว่า4ล้อacc,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,day_of_week,is_weekend,is_holiday,is_special,is_eve_or_return
24/03/2022,05:30 AM,77.91,96.45,29.71,Clear,0,0,0,0,4.0,14.0,2.0,3,0,0,0,0
24/03/2022,06:00 AM,78.09,96.45,29.71,Clear,0,0,0,0,4.0,14.0,2.0,3,0,0,0,0
24/03/2022,06:30 AM,78.36,96.0,29.71,Clear,0,0,0,0,3.0,11.0,2.0,3,0,0,0,0
24/03/2022,07:00 AM,79.0,94.09,29.71,Clear,0,0,0,0,2.0,18.0,2.0,3,0,0,0,0
24/03/2022,07:30 AM,79.82,91.73,29.72,Clear,0,0,0,0,3.0,12.0,2.0,3,0,0,0,0
24/03/2022,08:00 AM,80.82,89.0,29.72,Clear,0,0,0,0,2.0,11.0,2.0,3,0,0,0,0
24/03/2022,08:30 AM,81.82,85.91,29.72,Clear,0,0,0,0,3.0,12.0,3.0,3,0,0,0,0
24/03/2022,09:00 AM,82.82,82.82,29.72,Clear,0,0,0,0,2.0,7.0,1.0,3,0,0,0,0
24/03/2022,09:30 AM,84.0,79.73,29.72,Clear,0,0,0,0,1.0,5.0,2.0,3,0,0,0,0
24/03/2022,10:00 AM,85.27,76.0,29.72,Clear,0,0,0,0,2.0,5.0,2.0,3,0,0,0,0
24/03/2022,10:30 AM,86.36,72.82,29.72,Clear,0,0,0,0,2.0,6.0,1.0,3,0,0,0,0
24/03/2022,11:00 AM,87.27,70.73,29.72,Clear,0,0,0,0,2.0,7.0,1.0,3,0,0,0,0
24/03/2022,11:30 AM,88.18,68.0,29.71,Clear,0,0,0,0,1.0,5.0,2.0,3,0,0,0,0
24/03/2022,12:00 PM,89.0,66.09,29.7,Clear,0,0,0,0,2.0,6.0,2.0,3,0,0,0,0
24/03/2022,12:30 PM,89.64,64.64,29.69,Clear,0,0,0,0,2.0,6.0,2.0,3,0,0,0,0
24/03/2022,01:00 PM,90.09,63.64,29.68,Clear,0,0,0,0,2.0,6.0,1.0,3,0,0,0,0
24/03/2022,01:30 PM,90.36,62.64,29.67,Clear,0,0,0,0,3.0,7.0,2.0,3,0,0,0,0
24/03/2022,02:00 PM,90.55,62.0,29.66,Clear,0,0,0,0,2.0,7.0,1.0,3,0,0,0,0
24/03/2022,02:30 PM,90.73,61.64,29.65,Clear,0,0,0,0,2.0,7.0,2.0,3,0,0,0,0
24/03/2022,03:00 PM,90.55,61.64,29.64,Clear,0,0,0,0,2.0,6.0,2.0,3,0,0,0,0
24/03/2022,03:30 PM,90.09,62.64,29.63,Clear,0,0,0,0,2.0,6.0,2.0,3,0,0,0,0
24/03/2022,04:00 PM,89.45,64.0,29.63,Clear,0,0,0,0,3.0,12.0,2.0,3,0,0,0,0
24/03/2022,04:30 PM,88.82,64.73,29.63,Clear,0,0,0,0,3.0,9.0,3.0,3,0,0,0,0
24/03/2022,05:00 PM,88.18,66.55,29.63,Clear,0,0,0,0,2.0,13.0,2.0,3,0,0,0,0
24/03/2022,05:30 PM,87.55,68.0,29.63,Rain,0,0,0,0,2.0,19.0,2.0,3,0,0,0,0
24/03/2022,06:00 PM,86.91,69.45,29.64,Rain,0,0,0,0,2.0,11.0,3.0,3,0,0,0,0
24/03/2022,06:30 PM,86.09,71.36,29.65,Clear,0,0,0,0,3.0,11.0,2.0,3,0,0,0,0
24/03/2022,07:00 PM,85.27,73.64,29.66,Clear,0,0,0,0,3.0,9.0,2.0,3,0,0,0,0
24/03/2022,07:30 PM,84.45,76.36,29.67,Clear,0,0,0,0,2.0,14.0,2.0,3,0,0,0,0
24/03/2022,08:00 PM,83.64,79.27,29.68,Clear,0,0,0,0,2.0,8.0,2.0,3,0,0,0,0
24/03/2022,08:30 PM,83.0,81.36,29.69,Clear,0,0,0,0,2.0,6.0,2.0,3,0,0,0,0
24/03/2022,09:00 PM,82.55,83.55,29.7,Clear,0,0,0,0,2.0,8.0,1.0,3,0,0,0,0
24/03/2022,09:30 PM,82.27,85.36,29.71,Clear,0,0,0,0,2.0,7.0,2.0,3,0,0,0,0
24/03/2022,10:00 PM,82.0,87.18,29.71,Clear,0,0,0,0,2.0,8.0,3.0,3,0,0,0,0
24/03/2022,10:30 PM,81.55,89.09,29.72,Clear,0,0,0,0,1.0,6.0,3.0,3,0,0,0,0
24/03/2022,11:00 PM,81.09,90.45,29.72,Clear,0,0,0,0,1.0,6.0,2.0,3,0,0,0,0
24/03/2022,11:30 PM,80.64,91.82,29.72,Clear,0,0,0,0,2.0,7.0,2.0,3,0,0,0,0
25/03/2022,12:00 AM,80.36,92.73,29.71,Clear,0,0,0,0,0.0,4.0,3.0,4,0,0,0,0
25/03/2022,12:30 AM,80.09,94.18,29.71,Clear,0,0,0,0,1.0,2.0,2.0,4,0,0,0,0
25/03/2022,01:00 AM,79.91,95.18,29.71,Clear,0,0,0,0,0.0,4.0,3.0,4,0,0,0,0
25/03/2022,01:30 AM,79.55,95.73,29.71,Clear,0,0,0,0,0.0,4.0,3.0,4,0,0,0,0
25/03/2022,02:00 AM,79.18,96.73,29.7,Clear,0,0,0,0,0.0,4.0,1.0,4,0,0,0,0
25/03/2022,02:30 AM,79.0,97.27,29.7,Clear,0,0,0,0,1.0,2.0,3.0,4,0,0,0,0
25/03/2022,03:00 AM,78.64,97.82,29.7,Clear,0,0,0,0,0.0,4.0,3.0,4,0,0,0,0
25/03/2022,03:30 AM,78.27,98.36,29.69,Clear,0,0,0,0,0.0,3.0,3.0,4,0,0,0,0
25/03/2022,04:00 AM,78.09,98.36,29.7,Clear,0,0,0,0,0.0,3.0,2.0,4,0,0,0,0
25/03/2022,04:30 AM,78.09,98.91,29.7,Clear,0,0,0,0,1.0,3.0,2.0,4,0,0,0,0
25/03/2022,05:00 AM,78.09,98.91,29.71,Clear,0,0,0,0,3.0,18.0,2.0,4,0,0,0,0
25/03/2022,05:30 AM,78.36,98.0,29.72,Clear,0,0,0,0,2.0,12.0,2.0,4,0,0,0,0
25/03/2022,06:00 AM,78.82,96.09,29.72,Clear,0,0,0,0,3.0,13.0,2.0,4,0,0,0,0
25/03/2022,06:30 AM,79.45,93.73,29.73,Clear,0,0,0,0,3.0,18.0,2.0,4,0,0,0,0
25/03/2022,07:00 AM,80.27,91.36,29.74,Clear,0,0,0,0,1.0,17.0,2.0,4,0,0,0,0
25/03/2022,07:30 AM,81.09,89.0,29.75,Clear,0,0,0,0,3.0,17.0,2.0,4,0,0,0,0
25/03/2022,08:00 AM,81.91,85.91,29.75,Clear,0,0,0,0,4.0,16.0,2.0,4,0,0,0,0
25/03/2022,08:30 AM,83.09,82.82,29.76,Clear,0,0,0,0,2.0,18.0,2.0,4,0,0,0,0
25/03/2022,09:00 AM,84.36,79.09,29.76,Clear,0,0,0,0,2.0,5.0,1.0,4,0,0,0,0
25/03/2022,09:30 AM,85.82,75.09,29.76,Clear,0,0,0,0,2.0,6.0,2.0,4,0,0,0,0
25/03/2022,10:00 AM,86.91,71.36,29.76,Clear,0,0,0,0,3.0,7.0,2.0,4,0,0,0,0
25/03/2022,10:30 AM,88.18,68.18,29.76,Clear,0,0,0,0,2.0,6.0,2.0,4,0,0,0,0
25/03/2022,11:00 AM,89.0,65.91,29.75,Clear,0,0,0,0,2.0,8.0,2.0,4,0,0,0,0
25/03/2022,11:30 AM,89.64,64.09,29.74,Clear,0,0,0,0,2.0,9.0,2.0,4,0,0,0,0
25/03/2022,12:00 PM,90.09,62.73,29.73,Clear,0,0,0,0,3.0,7.0,2.0,4,0,0,0,0
25/03/2022,12:30 PM,90.55,61.0,29.72,Clear,0,0,0,0,2.0,7.0,2.0,4,0,0,0,0
25/03/2022,01:00 PM,90.91,59.91,29.7,Clear,0,0,0,0,2.0,8.0,1.0,4,0,0,0,0
25/03/2022,01:30 PM,90.55,60.27,29.69,Clear,0,0,0,0,2.0,9.0,2.0,4,0,0,0,0
25/03/2022,02:00 PM,90.18,60.64,29.69,Clear,0,0,0,0,2.0,10.0,2.0,4,0,0,0,0
25/03/2022,02:30 PM,89.36,62.0,29.68,Clear,0,0,0,0,2.0,9.0,2.0,4,0,0,0,0
25/03/2022,03:00 PM,88.55,63.64,29.67,Clear,0,0,0,0,2.0,10.0,2.0,4,0,0,0,0
25/03/2022,03:30 PM,87.91,65.0,29.67,Rain,0,0,0,0,2.0,7.0,2.0,4,0,0,0,0
25/03/2022,04:00 PM,87.09,66.36,29.67,Rain,0,0,0,0,2.0,18.0,3.0,4,0,0,0,0
25/03/2022,04:30 PM,86.45,67.73,29.67,Clear,0,0,0,0,3.0,17.0,3.0,4,0,0,0,0
25/03/2022,05:00 PM,85.64,70.0,29.68,Clear,0,0,0,0,3.0,16.0,4.0,4,0,0,0,0
25/03/2022,05:30 PM,84.82,72.27,29.69,Clear,0,0,0,0,4.0,13.0,1.0,4,0,0,0,0
25/03/2022,06:00 PM,83.91,75.36,29.7,Clear,0,0,0,0,3.0,18.0,3.0,4,0,0,0,0
25/03/2022,06:30 PM,83.09,77.82,29.72,Clear,0,0,0,0,3.0,13.0,2.0,4,0,0,0,0
25/03/2022,07:00 PM,82.64,79.55,29.73,Clear,0,0,0,0,3.0,14.0,2.0,4,0,0,0,0
25/03/2022,07:30 PM,82.0,81.27,29.74,Clear,0,0,0,0,3.0,14.0,3.0,4,0,0,0,0
25/03/2022,08:00 PM,81.73,82.64,29.75,Clear,0,0,0,0,2.0,6.0,1.0,4,0,0,0,0
25/03/2022,08:30 PM,81.27,84.0,29.75,Clear,0,0,0,0,2.0,8.0,2.0,4,0,0,0,0
25/03/2022,09:00 PM,80.64,85.82,29.76,Clear,0,0,0,0,2.0,10.0,1.0,4,0,0,0,0
25/03/2022,09:30 PM,80.0,87.64,29.77,Clear,0,0,0,0,2.0,9.0,2.0,4,0,0,0,0
25/03/2022,10:00 PM,79.36,89.45,29.77,Clear,0,0,0,0,2.0,12.0,2.0,4,0,0,0,0
25/03/2022,10:30 PM,78.91,90.36,29.77,Clear,0,0,0,0,2.0,7.0,2.0,4,0,0,0,0
25/03/2022,11:00 PM,78.45,91.27,29.77,Clear,0,0,0,0,2.0,7.0,3.0,4,0,0,0,0
25/03/2022,11:30 PM,78.09,91.73,29.76,Clear,0,0,0,0,2.0,11.0,2.0,4,0,0,0,0
26/03/2022,12:00 AM,77.55,92.73,29.76,Clear,0,0,0,0,1.0,4.0,2.0,5,1,0,0,0
26/03/2022,12:30 AM,77.18,93.73,29.75,Clear,0,0,0,0,0.0,7.0,3.0,5,1,0,0,0
26/03/2022,01:00 AM,76.82,94.73,29.74,Clear,0,0,0,0,0.0,4.0,3.0,5,1,0,0,0
26/03/2022,01:30 AM,76.45,95.73,29.74,Clear,0,0,0,0,0.0,3.0,3.0,5,1,0,0,0
26/03/2022,02:00 AM,76.09,96.73,29.73,Clear,0,0,0,0,0.0,5.0,3.0,5,1,0,0,0
26/03/2022,02:30 AM,75.91,97.27,29.72,Clear,1,0,0,0,0.0,6.0,3.0,5,1,0,0,0
26/03/2022,03:00 AM,75.73,97.82,29.72,Clear,0,0,0,0,0.0,5.0,2.0,5,1,0,0,0
26/03/2022,03:30 AM,75.55,98.36,29.72,Clear,0,0,0,0,1.0,3.0,2.0,5,1,0,0,0
26/03/2022,04:00 AM,75.36,98.91,29.72,Clear,0,0,0,0,1.0,4.0,2.0,5,1,0,0,0
26/03/2022,04:30 AM,75.18,99.45,29.72,Clear,0,0,0,0,0.0,4.0,4.0,5,1,0,0,0
26/03/2022,05:00 AM,75.36,99.45,29.73,Clear,0,0,0,0,3.0,21.0,2.0,5,1,0,0,0
26/03/2022,05:30 AM,76.0,98.0,29.73,Clear,0,0,0,0,3.0,20.0,2.0,5,1,0,0,0
26/03/2022,06:00 AM,76.82,96.09,29.74,Clear,0,0,0,0,4.0,22.0,2.0,5,1,0,0,0
26/03/2022,06:30 AM,77.64,94.18,29.75,Clear,0,0,0,0,2.0,20.0,2.0,5,1,0,0,0
26/03/2022,07:00 AM,78.64,91.45,29.76,Clear,0,0,0,0,4.0,23.0,2.0,5,1,0,0,0
26/03/2022,07:30 AM,79.82,88.73,29.77,Clear,0,0,0,0,3.0,12.0,2.0,5,1,0,0,0
26/03/2022,08:00 AM,81.18,85.27,29.78,Clear,0,0,0,0,2.0,17.0,2.0,5,1,0,0,0
26/03/2022,08:30 AM,82.55,81.82,29.79,Clear,0,0,0,0,3.0,16.0,3.0,5,1,0,0,0
26/03/2022,09:00 AM,84.0,78.09,29.79,Clear,0,0,0,0,2.0,9.0,2.0,5,1,0,0,0
26/03/2022,09:30 AM,85.45,74.0,29.79,Clear,0,0,0,0,1.0,8.0,2.0,5,1,0,0,0
26/03/2022,10:00 AM,86.91,69.91,29.79,Clear,0,0,0,0,2.0,12.0,1.0,5,1,0,0,0
26/03/2022,10:30 AM,88.18,66.09,29.79,Clear,0,0,0,0,2.0,7.0,2.0,5,1,0,0,0
26/03/2022,11:00 AM,89.18,63.18,29.78,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
26/03/2022,11:30 AM,89.82,61.73,29.77,Clear,0,0,0,0,2.0,9.0,2.0,5,1,0,0,0
26/03/2022,12:00 PM,90.64,59.64,29.76,Clear,0,0,0,0,3.0,7.0,2.0,5,1,0,0,0
26/03/2022,12:30 PM,91.09,58.27,29.75,Clear,0,0,0,0,2.0,5.0,2.0,5,1,0,0,0
26/03/2022,01:00 PM,91.55,57.0,29.74,Clear,0,0,0,0,2.0,10.0,2.0,5,1,0,0,0
26/03/2022,01:30 PM,91.64,56.73,29.72,Clear,0,0,0,0,2.0,10.0,2.0,5,1,0,0,0
26/03/2022,02:00 PM,91.73,56.45,29.71,Clear,0,0,0,0,1.0,10.0,2.0,5,1,0,0,0
26/03/2022,02:30 PM,91.64,56.73,29.7,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
26/03/2022,03:00 PM,91.36,57.73,29.69,Clear,0,0,0,0,2.0,10.0,2.0,5,1,0,0,0
26/03/2022,03:30 PM,91.09,58.73,29.69,Clear,0,0,0,0,2.0,10.0,3.0,5,1,0,0,0
26/03/2022,04:00 PM,90.45,60.73,29.68,Clear,0,0,0,0,3.0,18.0,2.0,5,1,0,0,0
26/03/2022,04:30 PM,89.45,63.64,29.68,Clear,0,0,0,0,2.0,17.0,3.0,5,1,0,0,0
26/03/2022,05:00 PM,88.64,65.55,29.68,Clear,0,0,0,0,3.0,22.0,2.0,5,1,0,0,0
26/03/2022,05:30 PM,87.82,68.09,29.69,Clear,0,0,0,0,3.0,19.0,4.0,5,1,0,0,0
26/03/2022,06:00 PM,87.0,70.73,29.69,Clear,0,0,0,0,3.0,23.0,3.0,5,1,0,0,0
26/03/2022,06:30 PM,85.91,73.27,29.7,Clear,0,0,0,0,3.0,25.0,3.0,5,1,0,0,0
26/03/2022,07:00 PM,84.82,76.0,29.71,Clear,0,0,0,0,4.0,18.0,3.0,5,1,0,0,0
26/03/2022,07:30 PM,83.73,78.18,29.72,Clear,0,0,0,0,3.0,25.0,3.0,5,1,0,0,0
26/03/2022,08:00 PM,82.55,80.64,29.74,Clear,0,0,0,0,2.0,9.0,2.0,5,1,0,0,0
26/03/2022,08:30 PM,81.55,82.73,29.75,Clear,0,0,0,0,1.0,14.0,2.0,5,1,0,0,0
26/03/2022,09:00 PM,80.55,84.82,29.76,Clear,0,0,0,0,1.0,9.0,2.0,5,1,0,0,0
26/03/2022,09:30 PM,79.55,86.64,29.77,Clear,0,0,0,0,2.0,8.0,2.0,5,1,0,0,0
26/03/2022,10:00 PM,78.91,87.55,29.78,Clear,0,0,0,0,2.0,11.0,2.0,5,1,0,0,0
26/03/2022,10:30 PM,78.27,88.45,29.78,Clear,0,0,0,0,2.0,16.0,3.0,5,1,0,0,0
26/03/2022,11:00 PM,77.64,88.91,29.78,Clear,0,0,0,0,2.0,10.0,2.0,5,1,0,0,0
26/03/2022,11:30 PM,77.18,89.82,29.78,Clear,0,0,0,0,2.0,14.0,2.0,5,1,0,0,0
27/03/2022,12:00 AM,76.82,90.73,29.78,Clear,0,0,0,0,0.0,4.0,3.0,6,1,0,0,0
27/03/2022,12:30 AM,76.64,91.18,29.77,Clear,0,0,0,0,0.0,4.0,3.0,6,1,0,0,0
27/03/2022,01:00 AM,76.45,92.18,29.77,Clear,0,0,0,0,0.0,3.0,2.0,6,1,0,0,0
27/03/2022,01:30 AM,76.45,92.64,29.76,Clear,0,0,0,0,0.0,4.0,3.0,6,1,0,0,0
27/03/2022,02:00 AM,76.45,93.09,29.76,Clear,0,0,0,0,1.0,4.0,2.0,6,1,0,0,0
27/03/2022,02:30 AM,76.27,94.09,29.75,Clear,0,0,0,0,1.0,4.0,3.0,6,1,0,0,0
27/03/2022,03:00 AM,76.27,94.64,29.74,Clear,0,0,0,0,1.0,4.0,2.0,6,1,0,0,0
27/03/2022,03:30 AM,76.27,95.18,29.74,Clear,0,0,0,0,0.0,3.0,3.0,6,1,0,0,0
27/03/2022,04:00 AM,76.27,95.73,29.74,Clear,0,0,0,0,0.0,3.0,2.0,6,1,0,0,0
27/03/2022,04:30 AM,76.27,96.18,29.74,Clear,0,0,0,0,1.0,3.0,2.0,6,1,0,0,0
27/03/2022,05:00 AM,76.27,96.18,29.74,Clear,0,0,0,0,3.0,15.0,3.0,6,1,0,0,0
27/03/2022,05:30 AM,76.64,95.73,29.75,Clear,0,0,0,0,3.0,14.0,2.0,6,1,0,0,0
27/03/2022,06:00 AM,77.09,94.82,29.75,Clear,0,0,0,0,2.0,11.0,2.0,6,1,0,0,0
27/03/2022,06:30 AM,77.91,93.0,29.76,Clear,0,0,0,0,4.0,12.0,2.0,6,1,0,0,0
27/03/2022,07:00 AM,78.73,90.82,29.76,Clear,0,0,0,0,2.0,18.0,2.0,6,1,0,0,0
27/03/2022,07:30 AM,79.73,88.27,29.77,Clear,0,0,0,0,2.0,11.0,2.0,6,1,0,0,0
27/03/2022,08:00 AM,80.91,84.82,29.78,Clear,0,0,0,0,2.0,15.0,2.0,6,1,0,0,0
27/03/2022,08:30 AM,82.36,81.45,29.78,Clear,0,0,0,0,3.0,18.0,2.0,6,1,0,0,0
27/03/2022,09:00 AM,83.82,77.36,29.79,Clear,0,0,0,0,2.0,8.0,1.0,6,1,0,0,0
27/03/2022,09:30 AM,85.27,73.64,29.79,Clear,0,0,0,0,2.0,8.0,2.0,6,1,0,0,0
27/03/2022,10:00 AM,86.73,69.82,29.79,Clear,0,0,0,0,2.0,10.0,2.0,6,1,0,0,0
27/03/2022,10:30 AM,88.18,66.64,29.79,Clear,0,0,0,0,2.0,9.0,2.0,6,1,0,0,0
27/03/2022,11:00 AM,89.45,63.0,29.78,Clear,0,0,0,0,1.0,7.0,2.0,6,1,0,0,0
27/03/2022,11:30 AM,90.45,60.45,29.77,Clear,0,0,0,0,2.0,5.0,2.0,6,1,0,0,0
27/03/2022,12:00 PM,91.27,58.55,29.76,Clear,0,0,0,0,2.0,9.0,2.0,6,1,0,0,0
27/03/2022,12:30 PM,91.91,57.27,29.75,Clear,0,0,0,0,2.0,10.0,2.0,6,1,0,0,0
27/03/2022,01:00 PM,92.36,56.36,29.73,Clear,0,0,0,0,2.0,7.0,2.0,6,1,0,0,0
27/03/2022,01:30 PM,92.64,56.09,29.72,Clear,0,0,0,0,3.0,7.0,2.0,6,1,0,0,0
27/03/2022,02:00 PM,92.36,56.36,29.71,Clear,0,0,0,0,2.0,11.0,2.0,6,1,0,0,0
27/03/2022,02:30 PM,91.45,58.09,29.69,Clear,0,0,0,0,2.0,10.0,3.0,6,1,0,0,0
27/03/2022,03:00 PM,90.18,60.82,29.68,Clear,0,0,0,0,3.0,8.0,2.0,6,1,0,0,0
27/03/2022,03:30 PM,88.91,63.64,29.68,Clear,0,0,0,0,2.0,8.0,2.0,6,1,0,0,0
27/03/2022,04:00 PM,87.64,65.82,29.67,Rain,0,0,0,0,2.0,17.0,4.0,6,1,0,0,0
27/03/2022,04:30 PM,86.0,69.45,29.66,Rain,0,0,0,0,2.0,22.0,3.0,6,1,0,0,0
27/03/2022,05:00 PM,84.55,72.45,29.66,Rain,0,0,0,0,2.0,15.0,3.0,6,1,0,0,0
27/03/2022,05:30 PM,82.91,76.18,29.67,Rain,0,0,0,0,2.0,17.0,3.0,6,1,0,0,0
27/03/2022,06:00 PM,81.45,79.64,29.68,Clear,0,0,0,0,3.0,20.0,2.0,6,1,0,0,0
27/03/2022,06:30 PM,80.0,83.09,29.69,Clear,0,0,0,0,3.0,17.0,2.0,6,1,0,0,0
27/03/2022,07:00 PM,78.73,86.27,29.7,Clear,0,0,0,0,3.0,15.0,2.0,6,1,0,0,0
27/03/2022,07:30 PM,77.73,88.82,29.71,Clear,0,0,0,0,4.0,17.0,3.0,6,1,0,0,0
27/03/2022,08:00 PM,77.18,91.18,29.72,Clear,0,0,0,0,2.0,9.0,2.0,6,1,0,0,0
27/03/2022,08:30 PM,77.18,91.64,29.73,Clear,0,0,0,0,2.0,7.0,2.0,6,1,0,0,0
27/03/2022,09:00 PM,77.0,92.18,29.74,Clear,0,0,0,0,2.0,10.0,3.0,6,1,0,0,0
27/03/2022,09:30 PM,76.82,92.73,29.75,Clear,0,0,0,0,2.0,6.0,2.0,6,1,0,0,0
27/03/2022,10:00 PM,76.64,93.73,29.75,Clear,0,0,0,0,2.0,11.0,2.0,6,1,0,0,0
27/03/2022,10:30 PM,76.45,94.73,29.76,Clear,0,0,0,0,2.0,13.0,2.0,6,1,0,0,0
27/03/2022,11:00 PM,76.27,95.27,29.76,Clear,0,0,0,0,2.0,9.0,2.0,6,1,0,0,0
27/03/2022,11:30 PM,76.09,95.82,29.76,Clear,0,0,0,0,1.0,7.0,2.0,6,1,0,0,0
28/03/2022,12:00 AM,75.91,96.36,29.76,Clear,0,0,0,0,0.0,3.0,2.0,0,0,0,0,0
28/03/2022,12:30 AM,75.73,96.91,29.75,Clear,0,0,0,0,1.0,3.0,4.0,0,0,0,0,0
28/03/2022,01:00 AM,75.55,97.45,29.75,Clear,0,0,0,0,1.0,3.0,2.0,0,0,0,0,0
28/03/2022,01:30 AM,75.55,96.91,29.74,Clear,0,0,0,0,0.0,4.0,3.0,0,0,0,0,0
28/03/2022,02:00 AM,75.36,96.91,29.73,Clear,0,0,0,0,0.0,4.0,3.0,0,0,0,0,0
28/03/2022,02:30 AM,75.18,97.91,29.73,Clear,0,0,0,0,0.0,3.0,2.0,0,0,0,0,0
28/03/2022,03:00 AM,75.0,98.36,29.72,Clear,0,0,0,0,0.0,3.0,3.0,0,0,0,0,0
28/03/2022,03:30 AM,75.0,97.82,29.72,Clear,0,0,0,0,1.0,4.0,2.0,0,0,0,0,0
28/03/2022,04:00 AM,75.0,97.27,29.72,Clear,0,0,0,0,1.0,4.0,3.0,0,0,0,0,0
28/03/2022,04:30 AM,75.0,97.27,29.72,Clear,0,0,0,0,0.0,4.0,3.0,0,0,0,0,0
28/03/2022,05:00 AM,75.18,96.73,29.72,Clear,0,0,0,0,2.0,16.0,2.0,0,0,0,0,0
28/03/2022,05:30 AM,75.55,95.73,29.72,Clear,0,0,0,0,3.0,15.0,2.0,0,0,0,0,0
28/03/2022,06:00 AM,76.18,93.82,29.73,Clear,0,0,0,0,3.0,12.0,2.0,0,0,0,0,0
28/03/2022,06:30 AM,77.0,91.91,29.74,Clear,0,0,0,0,2.0,15.0,2.0,0,0,0,0,0
28/03/2022,07:00 AM,78.18,89.73,29.75,Clear,0,0,0,0,3.0,15.0,3.0,0,0,0,0,0
28/03/2022,07:30 AM,79.36,87.18,29.75,Clear,0,0,0,0,2.0,15.0,2.0,0,0,0,0,0
28/03/2022,08:00 AM,80.73,83.73,29.76,Clear,0,0,0,0,3.0,14.0,2.0,0,0,0,0,0
28/03/2022,08:30 AM,82.09,80.82,29.77,Clear,0,0,0,0,2.0,14.0,3.0,0,0,0,0,0
28/03/2022,09:00 AM,83.55,77.64,29.77,Clear,0,0,0,0,2.0,8.0,2.0,0,0,0,0,0
28/03/2022,09:30 AM,85.18,73.82,29.77,Clear,0,0,0,0,2.0,7.0,2.0,0,0,0,0,0
28/03/2022,10:00 AM,86.64,69.73,29.77,Clear,0,0,0,0,2.0,7.0,2.0,0,0,0,0,0
28/03/2022,10:30 AM,88.09,65.91,29.77,Clear,0,0,0,0,2.0,8.0,2.0,0,0,0,0,0
28/03/2022,11:00 AM,89.55,62.27,29.76,Clear,0,0,0,0,2.0,7.0,2.0,0,0,0,0,0
28/03/2022,11:30 AM,90.73,59.36,29.75,Clear,0,0,0,0,2.0,8.0,2.0,0,0,0,0,0
28/03/2022,12:00 PM,91.91,57.0,29.74,Clear,0,0,0,0,2.0,6.0,2.0,0,0,0,0,0
28/03/2022,12:30 PM,92.36,55.36,29.72,Clear,0,0,0,0,3.0,8.0,2.0,0,0,0,0,0
28/03/2022,01:00 PM,93.0,54.18,29.71,Clear,0,0,0,0,2.0,7.0,1.0,0,0,0,0,0
28/03/2022,01:30 PM,93.27,53.64,29.69,Clear,0,0,0,0,2.0,8.0,2.0,0,0,0,0,0
28/03/2022,02:00 PM,92.91,54.36,29.67,Clear,0,0,0,0,2.0,6.0,2.0,0,0,0,0,0
28/03/2022,02:30 PM,92.45,55.36,29.66,Clear,0,0,0,0,1.0,5.0,2.0,0,0,0,0,0
28/03/2022,03:00 PM,91.64,57.0,29.65,Clear,0,0,0,0,3.0,8.0,2.0,0,0,0,0,0
28/03/2022,03:30 PM,90.82,58.73,29.65,Rain,0,0,0,0,1.0,8.0,1.0,0,0,0,0,0
28/03/2022,04:00 PM,89.82,61.18,29.64,Rain,0,0,0,0,2.0,12.0,4.0,0,0,0,0,0
28/03/2022,04:30 PM,88.64,63.91,29.64,Rain,0,0,0,0,2.0,14.0,4.0,0,0,0,0,0
28/03/2022,05:00 PM,87.36,67.27,29.64,Clear,0,0,0,0,3.0,15.0,4.0,0,0,0,0,0
28/03/2022,05:30 PM,85.91,70.09,29.65,Clear,0,0,0,0,3.0,11.0,2.0,0,0,0,0,0
28/03/2022,06:00 PM,84.64,73.45,29.65,Clear,0,0,0,0,2.0,9.0,2.0,0,0,0,0,0
28/03/2022,06:30 PM,83.18,76.18,29.66,Clear,0,0,0,0,3.0,14.0,1.0,0,0,0,0,0
28/03/2022,07:00 PM,81.91,79.18,29.68,Clear,0,0,0,0,3.0,9.0,3.0,0,0,0,0,0
28/03/2022,07:30 PM,81.09,81.36,29.69,Clear,0,0,0,0,3.0,13.0,2.0,0,0,0,0,0
28/03/2022,08:00 PM,80.27,83.55,29.7,Clear,0,0,0,0,2.0,5.0,2.0,0,0,0,0,0
28/03/2022,08:30 PM,79.64,85.73,29.71,Clear,0,0,0,0,2.0,8.0,3.0,0,0,0,0,0
28/03/2022,09:00 PM,79.18,87.55,29.72,Clear,0,0,0,0,2.0,7.0,3.0,0,0,0,0,0
28/03/2022,09:30 PM,78.73,88.91,29.73,Clear,0,0,0,0,2.0,9.0,2.0,0,0,0,0,0
28/03/2022,10:00 PM,78.27,90.27,29.74,Clear,0,0,0,0,1.0,6.0,2.0,0,0,0,0,0
28/03/2022,10:30 PM,77.73,91.73,29.74,Clear,0,0,0,0,2.0,8.0,2.0,0,0,0,0,0
28/03/2022,11:00 PM,77.18,93.18,29.74,Clear,0,0,0,0,2.0,8.0,2.0,0,0,0,0,0
28/03/2022,11:30 PM,76.82,94.18,29.75,Clear,0,0,0,0,1.0,8.0,2.0,0,0,0,0,0
29/03/2022,12:00 AM,76.45,95.73,29.74,Clear,0,0,0,0,0.0,3.0,3.0,1,0,0,0,0
