datetime,เกิดเหตุ,temperature_F,humidity_%,wind_speed_kmh,pressure_in,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,day_of_week,is_weekend,is_holiday,year
2020-04-08,0,82.16416666666667,92.91187500000001,2.013333333333333,29.578333333333333,93.0,443.0,110.0,2,0,0,2020
2020-04-09,0,79.674375,90.68708333333335,4.208333333333333,29.653958333333335,84.0,405.0,107.0,3,0,0,2020
2020-04-10,0,81.60312499999999,83.41604166666666,1.8764583333333336,29.684791666666666,82.0,360.0,103.0,4,0,0,2020
2020-04-11,0,79.839375,91.75,1.5464583333333335,29.722916666666666,87.0,400.0,99.0,5,1,0,2020
2020-04-12,0,78.47020833333333,94.825625,4.467083333333333,29.694791666666664,77.0,420.0,98.0,6,1,0,2020
2020-04-13,0,86.56270833333333,72.65895833333333,6.873125000000001,29.687291666666667,81.0,392.0,94.0,0,0,0,2020
2020-04-14,0,86.09125,71.10416666666667,7.5625,29.70125,82.0,377.0,98.0,1,0,0,2020
2020-04-15,0,85.6725,72.08958333333334,5.947083333333333,29.70104166666667,87.0,323.0,104.0,2,0,0,2020
2020-04-16,0,83.77604166666667,81.37375,5.462083333333333,29.683125,96.0,347.0,102.0,3,0,0,2020
2020-04-17,0,82.55104166666666,84.66104166666666,3.449375,29.706041666666668,79.0,455.0,100.0,4,0,0,2020
2020-04-18,0,85.01895833333333,76.02104166666668,5.427916666666667,29.715208333333333,86.0,495.0,98.0,5,1,0,2020
2020-04-19,0,85.60041666666666,74.450625,4.414583333333334,29.691875,92.0,457.0,99.0,6,1,0,2020
2020-04-20,0,85.72645833333333,76.62125,4.990833333333334,29.67895833333333,86.0,367.0,98.0,0,0,0,2020
2020-04-21,1,86.81229166666667,73.94458333333334,4.3254166666666665,29.66875,76.0,401.0,97.0,1,0,0,2020
2020-04-22,0,86.156875,77.141875,4.513125,29.66208333333333,76.0,389.0,100.0,2,0,0,2020
2020-04-23,0,85.0,78.36416666666666,5.5275,29.674583333333334,75.0,322.0,95.0,3,0,0,2020
2020-04-24,1,85.388125,74.40833333333333,7.032916666666666,29.668541666666666,83.0,348.0,96.0,4,0,0,2020
2020-04-25,0,85.585625,73.5475,6.261041666666666,29.669166666666666,92.0,445.0,93.0,5,1,0,2020
2020-04-26,0,81.71229166666667,84.20833333333333,5.9433333333333325,29.71166666666667,91.0,413.0,106.0,6,1,0,2020
2020-04-27,1,82.99833333333333,79.66166666666668,7.087708333333333,29.724166666666665,86.0,397.0,114.0,0,0,0,2020
2020-04-28,1,81.40583333333333,79.675,8.088541666666666,29.72375,89.0,409.0,102.0,1,0,0,2020
2020-04-29,0,82.64729166666667,75.00166666666667,7.490833333333334,29.684375,93.0,497.0,101.0,2,0,0,2020
2020-04-30,0,83.57833333333333,76.35166666666667,7.066875,29.69729166666667,99.0,631.0,92.0,3,0,0,2020
2020-05-01,0,80.28791666666667,77.3125,7.570625,29.754583333333333,98.0,705.0,82.0,4,0,1,2020
2020-05-02,1,80.41791666666667,75.84291666666667,7.509583333333333,29.737708333333334,82.0,460.0,91.0,5,1,0,2020
2020-05-03,1,82.92604166666666,78.13166666666667,6.196041666666667,29.715625,85.0,402.0,97.0,6,1,0,2020
2020-05-04,0,82.02875,79.92979166666667,6.367291666666667,29.714791666666667,94.0,517.0,93.0,0,0,1,2020
2020-05-05,0,83.90375,80.76833333333333,3.755625,29.651458333333334,88.0,606.0,88.0,1,0,0,2020
2020-05-06,0,82.31875000000001,81.154375,7.028958333333333,29.688541666666666,89.0,575.0,88.0,2,0,1,2020
2020-05-07,0,80.45875,88.18770833333333,3.3658333333333332,29.633125000000003,87.0,398.0,106.0,3,0,0,2020
2020-05-08,0,82.086875,91.60354166666667,3.0897916666666667,29.606041666666666,88.0,409.0,109.0,4,0,0,2020
2020-05-09,0,82.24249999999999,84.22875,4.35375,29.623541666666668,98.0,474.0,95.0,5,1,0,2020
2020-05-10,0,82.25937499999999,84.48791666666666,2.587083333333333,29.661875,95.0,493.0,97.0,6,1,0,2020
2020-05-11,1,80.13458333333334,91.85541666666667,1.5152083333333335,29.716041666666666,85.0,386.0,110.0,0,0,0,2020
2020-05-12,0,79.225625,88.01645833333333,4.719791666666667,29.72458333333333,80.0,411.0,116.0,1,0,0,2020
2020-05-13,0,82.02479166666667,89.458125,2.939375,29.632499999999997,69.0,425.0,108.0,2,0,0,2020
2020-05-14,0,83.95291666666667,83.899375,4.470625,29.63416666666667,75.0,360.0,104.0,3,0,0,2020
2020-05-15,0,82.76333333333334,86.21729166666667,3.5122916666666666,29.579375,79.0,392.0,100.0,4,0,0,2020
2020-05-16,0,81.64979166666667,92.44687499999999,2.8966666666666665,29.580624999999998,76.0,471.0,103.0,5,1,0,2020
2020-05-17,0,80.32604166666667,92.80479166666667,4.6000000000000005,29.617500000000003,84.0,453.0,102.0,6,1,0,2020
2020-05-18,1,84.35270833333333,80.7175,3.8460416666666664,29.576875,89.0,379.0,100.0,0,0,0,2020
2020-05-19,0,84.25166666666667,83.28604166666666,3.328958333333333,29.594583333333333,93.0,391.0,106.0,1,0,0,2020
2020-05-20,0,83.83437500000001,83.58125,2.7002083333333338,29.626875,94.0,357.0,117.0,2,0,0,2020
2020-05-21,0,84.82000000000001,78.80708333333332,4.238541666666666,29.64916666666667,102.0,372.0,117.0,3,0,0,2020
2020-05-22,0,83.09375,85.8825,3.9779166666666668,29.636041666666667,98.0,415.0,111.0,4,0,0,2020
2020-05-23,0,84.65125,80.55833333333332,6.935,29.6575,83.0,477.0,95.0,5,1,0,2020
2020-05-24,0,83.63625,86.07687499999999,4.7127083333333335,29.684375,85.0,461.0,89.0,6,1,0,2020
2020-05-25,0,84.11208333333333,82.55479166666667,4.6468750000000005,29.707708333333333,85.0,325.0,93.0,0,0,0,2020
2020-05-26,0,81.34458333333333,91.77770833333334,3.172708333333333,29.73229166666667,84.0,292.0,101.0,1,0,0,2020
2020-05-27,0,82.17791666666666,84.75,3.1595833333333334,29.709791666666664,83.0,362.0,96.0,2,0,0,2020
2020-05-28,0,82.941875,84.2725,3.1633333333333336,29.682291666666668,89.0,404.0,98.0,3,0,0,2020
2020-05-29,0,80.65875,93.88541666666667,3.5410416666666666,29.705416666666665,89.0,444.0,103.0,4,0,0,2020
2020-05-30,0,81.94645833333333,88.66083333333334,3.6643749999999997,29.71875,85.0,452.0,93.0,5,1,0,2020
2020-05-31,0,81.43916666666667,89.83875,4.130833333333333,29.736875,93.0,421.0,96.0,6,1,0,2020
2020-06-01,0,80.401875,77.16854166666667,6.517083333333333,29.765,87.0,348.0,97.0,0,0,0,2020
