date,time,temperature_F,humidity_%,wind_speed_kmh,pressure_in,condition
1/1/2022,12:00 AM,79,83,3,29.84,Mostly Cloudy
1/1/2022,12:30 AM,79,83,5,29.81,Mostly Cloudy
1/1/2022,1:00 AM,79,83,3,29.81,Mostly Cloudy
1/1/2022,1:30 AM,79,83,8,29.79,Mostly Cloudy
1/1/2022,2:00 AM,79,83,7,29.79,Mostly Cloudy
1/1/2022,2:30 AM,79,83,5,29.79,Mostly Cloudy
1/1/2022,3:00 AM,79,83,5,29.76,Light Rain
1/1/2022,3:30 AM,77,89,8,29.79,Light Rain
1/1/2022,4:00 AM,75,94,3,29.76,Mostly Cloudy
1/1/2022,4:30 AM,75,89,5,29.76,Mostly Cloudy
1/1/2022,5:00 AM,73,94,2,29.76,Mostly Cloudy
1/1/2022,5:30 AM,73,94,7,29.79,Light Rain
1/1/2022,6:00 AM,73,100,8,29.79,Light Rain
1/1/2022,6:30 AM,73,100,7,29.79,Light Rain
1/1/2022,7:00 AM,73,100,5,29.79,Light Rain
1/1/2022,7:30 AM,73,100,5,29.81,Light Rain
1/1/2022,8:00 AM,75,94,6,29.81,Mostly Cloudy
1/1/2022,8:30 AM,75,100,5,29.81,Mostly Cloudy
1/1/2022,9:00 AM,77,94,5,29.84,Light Rain
1/1/2022,9:30 AM,75,100,7,29.84,Light Rain
1/1/2022,10:00 AM,75,100,12,29.84,Light Rain
1/1/2022,10:30 AM,75,100,10,29.84,Light Rain
1/1/2022,11:00 AM,77,94,5,29.84,Light Rain
1/1/2022,11:30 AM,75,100,3,29.84,Rain
1/1/2022,12:00 PM,75,100,0,29.81,Light Rain
1/1/2022,12:30 PM,77,100,2,29.81,Cloudy
1/1/2022,1:00 PM,79,94,5,29.79,Cloudy
1/1/2022,1:30 PM,79,89,5,29.79,Mostly Cloudy
1/1/2022,2:00 PM,77,94,12,29.76,Light Rain
1/1/2022,2:30 PM,79,94,5,29.76,Light Rain
1/1/2022,3:00 PM,81,84,9,29.76,Mostly Cloudy
1/1/2022,3:30 PM,77,94,13,29.73,Light Rain
1/1/2022,4:00 PM,81,84,9,29.73,Mostly Cloudy
1/1/2022,4:30 PM,81,84,17,29.73,Mostly Cloudy
1/1/2022,5:00 PM,81,84,10,29.73,Mostly Cloudy
1/1/2022,5:30 PM,81,79,9,29.76,Mostly Cloudy
1/1/2022,6:00 PM,81,79,9,29.76,Mostly Cloudy
1/1/2022,6:30 PM,77,94,6,29.76,Mostly Cloudy
1/1/2022,7:00 PM,79,94,5,29.79,Mostly Cloudy
1/1/2022,7:30 PM,79,89,5,29.79,Mostly Cloudy
1/1/2022,8:00 PM,77,94,10,29.81,Light Rain
1/1/2022,8:30 PM,77,94,7,29.81,Mostly Cloudy
