ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,รหัสสายทาง,จังหวัด,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,น้อยกว่ารถ4ล้อ,รถ4ล้อ,มากกว่ารถ4ล้อ,เกิดเหตุ,datetime,date,time,temperature_F,humidity_%,wind_speed_kmh,pressure_in,condition,year,year_ad,vehicles_lt_4_wheels,vehicles_4_wheels,vehicles_gt_4_wheels,vehicles_total
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,5666,18678,4009,28353
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,4771,21416,5564,31751
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,1810,24255,8405,34470
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,4740,26002,4705,35447
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,5856,24535,2703,33094
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,3925,11535,2469,17929
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,2410,5778,1911,10099
2021,05/06/2021,11:30 AM,4,สงขลา,6.815424629,100.4571444,2,0,1,1,1,2021-05-06 11:30:00,5/6/2021,11:30 AM,88.0,75.0,3.0,29.76,Showers in the Vicinity,2021.0,2021,29178,132199,29766,191143
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,5666,18678,4009,28353
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,4771,21416,5564,31751
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,1810,24255,8405,34470
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,4740,26002,4705,35447
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,5856,24535,2703,33094
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,3925,11535,2469,17929
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,2410,5778,1911,10099
2021,16/05/2021,12:00 AM,4,สงขลา,6.894974769,100.4698339,1,0,1,0,1,2021-05-16 00:00:00,5/16/2021,12:00 AM,79.0,100.0,2.0,29.7,Fair,2021.0,2021,29178,132199,29766,191143
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,5666,18678,4009,28353
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,4771,21416,5564,31751
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,1810,24255,8405,34470
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,4740,26002,4705,35447
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,5856,24535,2703,33094
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,3925,11535,2469,17929
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,2410,5778,1911,10099
2021,17/05/2021,10:30 AM,4,สงขลา,6.795686837,100.4532069,2,1,1,0,1,2021-05-17 10:30:00,5/17/2021,10:30 AM,90.0,70.0,5.0,29.7,Fair,2021.0,2021,29178,132199,29766,191143
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,5666,18678,4009,28353
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,4771,21416,5564,31751
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,1810,24255,8405,34470
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,4740,26002,4705,35447
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,5856,24535,2703,33094
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,3925,11535,2469,17929
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,2410,5778,1911,10099
2021,19/05/2021,11:30 AM,4,สงขลา,6.937764204,100.4701102,2,0,1,1,1,2021-05-19 11:30:00,5/19/2021,11:30 AM,86.0,79.0,0.0,29.7,Mostly Cloudy,2021.0,2021,29178,132199,29766,191143
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,5666,18678,4009,28353
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,4771,21416,5564,31751
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,1810,24255,8405,34470
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,4740,26002,4705,35447
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,5856,24535,2703,33094
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,3925,11535,2469,17929
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,2410,5778,1911,10099
2021,21/05/2021,01:00 AM,4,สงขลา,6.980839946,100.4605991,1,0,0,1,1,2021-05-21 01:00:00,5/21/2021,1:00 AM,81.0,100.0,0.0,29.73,Mostly Cloudy,2021.0,2021,29178,132199,29766,191143
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,5666,18678,4009,28353
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,4771,21416,5564,31751
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,1810,24255,8405,34470
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,4740,26002,4705,35447
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,5856,24535,2703,33094
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,3925,11535,2469,17929
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,2410,5778,1911,10099
2021,06/04/2021,02:00 AM,4,สงขลา,6.635259134,100.4233163,1,0,1,0,1,2021-06-04 02:00:00,6/4/2021,2:00 AM,77.0,94.0,0.0,29.67,Fair,2021.0,2021,29178,132199,29766,191143
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,5666,18678,4009,28353
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,4771,21416,5564,31751
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,1810,24255,8405,34470
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,4740,26002,4705,35447
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,5856,24535,2703,33094
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,3925,11535,2469,17929
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,2410,5778,1911,10099
2021,06/12/2021,01:30 AM,4,สงขลา,6.894037458,100.4698634,1,0,1,0,1,2021-06-12 01:30:00,6/12/2021,1:30 AM,81.0,100.0,0.0,29.7,Mostly Cloudy,2021.0,2021,29178,132199,29766,191143
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,5666,18678,4009,28353
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,4771,21416,5564,31751
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,1810,24255,8405,34470
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,4740,26002,4705,35447
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,5856,24535,2703,33094
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,3925,11535,2469,17929
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,2410,5778,1911,10099
2021,14/06/2021,05:30 PM,4,สงขลา,6.763062174,100.4592419,1,0,1,0,1,2021-06-14 17:30:00,6/14/2021,5:30 PM,90.0,55.0,8.0,29.61,Fair,2021.0,2021,29178,132199,29766,191143
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,5666,18678,4009,28353
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,4771,21416,5564,31751
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,1810,24255,8405,34470
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,4740,26002,4705,35447
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,5856,24535,2703,33094
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,3925,11535,2469,17929
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,2410,5778,1911,10099
2021,22/06/2021,07:30 PM,4,สงขลา,6.87199948,100.4702577,2,0,2,0,1,2021-06-22 19:30:00,6/22/2021,7:30 PM,84.0,74.0,0.0,29.7,Fair,2021.0,2021,29178,132199,29766,191143
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,5666,18678,4009,28353
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,4771,21416,5564,31751
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,1810,24255,8405,34470
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,4740,26002,4705,35447
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,5856,24535,2703,33094
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,3925,11535,2469,17929
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,2410,5778,1911,10099
2021,22/06/2021,11:00 PM,4,สงขลา,6.983427719,100.4529038,1,0,0,1,1,2021-06-22 23:00:00,6/22/2021,11:00 PM,79.0,100.0,0.0,29.79,Fair,2021.0,2021,29178,132199,29766,191143
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,5666,18678,4009,28353
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,4771,21416,5564,31751
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,1810,24255,8405,34470
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,4740,26002,4705,35447
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,5856,24535,2703,33094
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,3925,11535,2469,17929
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,2410,5778,1911,10099
2021,29/06/2021,02:30 AM,4,สงขลา,6.726090755,100.4486793,2,1,0,1,1,2021-06-29 02:30:00,6/29/2021,2:30 AM,77.0,100.0,2.0,29.73,Fair,2021.0,2021,29178,132199,29766,191143
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,5666,18678,4009,28353
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,4771,21416,5564,31751
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,1810,24255,8405,34470
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,4740,26002,4705,35447
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,5856,24535,2703,33094
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,3925,11535,2469,17929
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,2410,5778,1911,10099
2021,07/01/2021,05:00 AM,4,สงขลา,6.692033539,100.4405066,1,0,1,0,1,2021-07-01 05:00:00,7/1/2021,5:00 AM,75.0,100.0,0.0,29.7,Fair,2021.0,2021,29178,132199,29766,191143
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,5666,18678,4009,28353
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,4771,21416,5564,31751
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,1810,24255,8405,34470
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,4740,26002,4705,35447
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,5856,24535,2703,33094
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,3925,11535,2469,17929
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,2410,5778,1911,10099
2021,07/02/2021,07:30 PM,4,สงขลา,6.617781389,100.4203042,2,1,0,1,1,2021-07-02 19:30:00,7/2/2021,7:30 PM,86.0,74.0,2.0,29.67,Fair,2021.0,2021,29178,132199,29766,191143
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,5666,18678,4009,28353
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,4771,21416,5564,31751
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,1810,24255,8405,34470
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,4740,26002,4705,35447
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,5856,24535,2703,33094
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,3925,11535,2469,17929
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,2410,5778,1911,10099
2021,14/07/2021,06:00 AM,4,สงขลา,6.666333885,100.4338172,1,0,0,1,1,2021-07-14 06:00:00,7/14/2021,6:00 AM,77.0,100.0,0.0,29.64,Mostly Cloudy,2021.0,2021,29178,132199,29766,191143
2021,08/06/2021,03:00 PM,4,สงขลา,6.672098908,100.4358369,1,0,1,0,1,2021-08-06 15:00:00,8/6/2021,3:00 PM,95.0,47.0,12.0,29.64,Partly Cloudy,2021.0,2021,5666,18678,4009,28353
2021,08/06/2021,03:00 PM,4,สงขลา,6.672098908,100.4358369,1,0,1,0,1,2021-08-06 15:00:00,8/6/2021,3:00 PM,95.0,47.0,12.0,29.64,Partly Cloudy,2021.0,2021,4771,21416,5564,31751
2021,08/06/2021,03:00 PM,4,สงขลา,6.672098908,100.4358369,1,0,1,0,1,2021-08-06 15:00:00,8/6/2021,3:00 PM,95.0,47.0,12.0,29.64,Partly Cloudy,2021.0,2021,1810,24255,8405,34470
2021,08/06/2021,03:00 PM,4,สงขลา,6.672098908,100.4358369,1,0,1,0,1,2021-08-06 15:00:00,8/6/2021,3:00 PM,95.0,47.0,12.0,29.64,Partly Cloudy,2021.0,2021,4740,26002,4705,35447
2021,08/06/2021,03:00 PM,4,สงขลา,6.672098908,100.4358369,1,0,1,0,1,2021-08-06 15:00:00,8/6/2021,3:00 PM,95.0,47.0,12.0,29.64,Partly Cloudy,2021.0,2021,5856,24535,2703,33094
2021,08/06/2021,03:00 PM,4,สงขลา,6.672098908,100.4358369,1,0,1,0,1,2021-08-06 15:00:00,8/6/2021,3:00 PM,95.0,47.0,12.0,29.64,Partly Cloudy,2021.0,2021,3925,11535,2469,17929
